original_question,masked_question,generated_question,matched,similarity_score
"Ali is collecting bottle caps. He has 125 bottle caps. He has red ones and green ones. If he has 50 red caps, what percentage of caps are green?",Ali () collecting bottle () () () has () bottle caps () () has red ones () green ones () () () has () red caps () () percentage () caps () green (),Question: Ali enjoys collecting bottle caps. He has been collecting for a while now and has quite a collection. He has some bottle caps that are red and some that are green. What percentage of his caps are green?,False,43
"Denny is planning to build a modular home.  A 400 square foot Kitchen module costs $20000 and a 150 square foot bathroom module costs $12,000.  All other modules cost $100 per square foot.  If Denny plans to build a 2,000 square foot modular home containing one kitchen and two bathrooms, how much will it cost, in dollars?",Denny () () () build () modular home () () () square foot () module costs () () () () () square foot bathroom module costs () () () () other modules cost () () () square foot () () Denny plans () build () () square foot modular home containing () kitchen () () bathrooms () () much () () cost () () dollars (),"Question: Denny wants to build a modular home. Each square foot module costs $X. A bathroom module costs $Y. How much will it cost Denny to build a 1000 square foot modular home containing 1 kitchen, 2 bathrooms, and how much will it cost in total?",False,20
James buys pistachios for $10 per can.  Each can is 5 ounces.  He eats 30 ounces of pistachios every 5 days.  How much does he spend on pistachios per week?,James () pistachios () () () () can () () can () () ounces () () eats () ounces () pistachios () () days () () much () () spend () pistachios () week (),Question: James loves pistachios and can eat a can of 8 ounces. He eats 2 ounces of pistachios every day. How much does he spend on pistachios per week?,True,80
"Martha spends 10 minutes turning the router off and on again, six times that long on hold with Comcast, and half as much time as she spent on hold yelling at a customer service representative. How much time did Martha spend on these activities total?",Martha spends () minutes turning () router () () () () () () times () () () hold () Comcast () () () () much time () () () () hold yelling () () () service representative () () much time () Martha spend () () activities total (),Question: Martha spends (how many) minutes turning (the) router (on and off) (multiple) (times) (every) (day) (several) times (to) (try) (to) hold (the) Comcast (internet) (connection) (for) much time (before) (finally) (giving) (up) (and) (calling) (the) service representative (after) much time (did) Martha spend (these) activities total (each day)?,False,18
"Bobby needed to make some trips with his truck and had only 12 gallons of gasoline. He drives to a supermarket 5 miles away and then drives back home. Then he headed to his farm which was 6 miles away. Two miles into the journey, he turned around and drove back home to retrieve some farming tools he forgot to take earlier and drove down to the farm. If he now has exactly 2 gallons of gasoline left, at what rate in miles per gallon has his truck been consuming gasoline?",Bobby () () () () trips () () truck () had () () gallons () gasoline () () drives () () supermarket () miles () () () drives () () () () () headed () () farm () () () miles () () () miles () () journey () () turned () () drove () () () retrieve () farming tools () forgot () take () () drove () () () farm () () () () has () () gallons () gasoline left () () () rate () miles () gallon () () truck () consuming gasoline (),"Question: Bobby often takes trips in his truck. He had 20 gallons of gasoline and drives to the supermarket 5 miles away. After that, he drives 10 miles and is headed to the farm, which is 15 miles away. On his journey, he turned around and drove 8 miles to retrieve his farming tools he forgot to take. He then drove 7 miles back to the farm. How many gallons of gasoline does he have left, and what is the rate in miles per gallon his truck is consuming gasoline?",False,25
"In a grocery store, the daily salary of the manager is $5 and the clerk is $2. If there are currently 2 managers and 3 clerks employed in the grocery store, how much is the total daily salary of all the employees of the grocery store?",() () grocery store () () daily salary () () manager () () () () () clerk () () () () () () are () () managers () () clerks employed () () grocery store () () much () () total daily salary () () () employees () () grocery store (),Question: How many employees are employed at the grocery store and how much is the total daily salary of all employees at the grocery store?,False,62
"Exactly two-fifths of NBA players who signed up for a test are aged between 25 and 35 years. If three-eighths of them are older than 35, and a total of 1000 players signed up, how many players are younger than 25 years?",() () () fifths () NBA players () signed () () () test () aged () () () () years () () () () () () () () older () () () () () total () () players signed () () () many players () younger () () years (),"Question: How many fifths of NBA players have signed a test if aged ( ) years or older? In total, how many players signed as many players are younger than ( ) years?",False,67
"If you buy a dozen of doughnuts, it costs $8; but if you buy 2 dozens, it costs $14. How much will you save from buying 3 sets of 2 dozens than buying 6 sets of 1 dozen?",() () buy () () () doughnuts () () costs () () () () () () buy () dozens () () costs () () () () much () () save () buying () sets () () dozens () buying () sets () () () (),Question: How many buy one get one free doughnuts costs if you buy two dozens and it costs twice as much to save buying three sets of two dozens than buying four sets of one dozen?,False,70
"Bridget counted 14 shooting stars in the night sky.  Reginald counted two fewer shooting stars than did Bridget, but Sam counted four more shooting stars than did Reginald.  How many more shooting stars did Sam count in the night sky than was the average number of shooting stars observed for the three of them?",() () () shooting () () () night sky () Reginald counted () fewer shooting stars () did Bridget () () Sam counted () more shooting stars () did Reginald () () many more shooting stars () Sam count () () night sky () () () average number () shooting stars observed () () () () () (),"Question: During a shooting star event in the night sky, Reginald counted 7 fewer shooting stars than Bridget did. Sam counted 3 more shooting stars than Reginald. How many more shooting stars did Sam count in the night sky on average, compared to the total number of shooting stars observed by all three individuals?",False,43
"George and Harry want to fill a pool with buckets. George can carry two buckets each round, and Harry can carry three buckets each round. If it takes 110 buckets to fill the pool, how many rounds will it take to fill the pool?",George () Harry want () fill () pool () buckets () George () () () buckets () () () () Harry () carry () buckets () () () () () takes () buckets () fill () pool () () many rounds () () take () fill () pool (),Question: George and Harry want to fill the pool with buckets. George brings some buckets and Harry carries some buckets. It takes how many rounds will it take to fill the pool?,False,74
Luther made 12 pancakes for breakfast. His family has 8 people. How many more pancakes must he make for everyone to have a second pancake?,Luther made () () () breakfast () () family has () people () () many more pancakes () () make () everyone () have () second pancake (),Question: Luther made a delicious breakfast that his family has six people. How many more pancakes did Luther make so everyone could have a second pancake?,True,80
"Phantom's mom gave him $50 to buy printer-inks. At the store, he bought two black printer inks which cost $11 each, three red printer inks which cost $15 each, and two yellow printer inks which cost $13 each. Phantom found out that his money is not enough to buy all the printer inks. How much more money should he ask his mom to be able to buy the printer inks?",Phantom () () gave () () () () () () () inks () () () store () () bought () black printer inks () cost () () () () () red printer inks () cost () () () () () () yellow printer inks () cost () () () () Phantom found () () () money () () enough () buy () () printer inks () () much more money () () ask () mom () () able () buy () printer inks (),"Question: Phantom recently gave a surprise gift to his friend. He bought black printer inks that cost $10 each, red printer inks that cost $15 each, and yellow printer inks that cost $20 each. Phantom found that he had enough money to buy 5 black printer inks, 3 red printer inks, and 2 yellow printer inks. He still had some more money left. How much more money did Phantom have to ask his mom for in order to be able to buy 2 more black printer inks?",False,26
Jack bought 55 apples. He wants to give 10 to his father and then equally share the remaining apples between him and his 4 friends. How many apples will each of them get?,Jack bought () apples () () wants () give () () () father () () () share () remaining apples () () () () () friends () () many apples () () () () get (),Question: Jack bought (some) apples (and) (he) wants (to) give (some) (of) (them) (to) father (and) (some) (to) (his) share (of) remaining apples (to) (his) (other) friends (so) many apples (will) (they) get (in) total?,False,17
"Amanda is figuring out how many bags of grass seed she needs to buy to cover a new lot the city is turning into a park. The lot measures 120 feet by 60 feet. One section that measures 40 feet by 40 feet will be covered with concrete, and the rest needs to be covered in grass seeds. Each bag of grass seeds covers 56 square feet. How many bags of grass seeds does Amanda need?",Amanda () figuring () () many bags () grass seed () needs () () () cover () new lot () city () () () () park () () lot measures () feet () () feet () () section () measures () feet () () feet () () covered () concrete () () () rest needs () () covered () grass seeds () () bag () grass seeds covers () square feet () () many bags () grass seeds () Amanda need (),"Question: Amanda is figuring out how many bags of grass seed she needs to cover her new lot in the city park. The lot measures 100 feet by 50 feet, and one section measures 20 feet by 10 feet. The section is covered in concrete, and the rest needs to be covered in grass seeds. One bag of grass seeds covers 50 square feet. How many bags of grass seeds does Amanda need?",False,46
Jake buys 2-pound packages of sausages.  He buys 3 of them and they are $4 a pound.  How much does he pay?,Jake buys () () pound packages () sausages () () buys () () () () () () () () () pound () () much () () pay (),Question: Jake buys (two) (five) pound packages (of) sausages (and) (then) buys (three) (more) (packages) (of) (sausages) (for) (a) pound (of) (meat). How much (does) he pay (in total)?,False,56
"There are 20 students in a class. Only one-fourth of the students stayed in the classroom while the rest went to the playground. Of those who went to the playground, one-third are boys. How many girls are there on the playground from this class?",() are () students () () () () () () () fourth () () students stayed () () classroom () () rest went () () playground () () () () went () () playground () () () third () boys () () many girls () () () () playground () () class (),"Question: How many students in total are there, and how many of them stayed in the classroom while the rest went to the playground?",False,49
"Tammy wants to run 3500 meters per week. She knows her track at school is 50 meters around. If she wants to run the same amount each day, how many loops should she make per day?",Tammy wants () run () () () week () () knows () track () school () () meters () () () () wants () run () same amount () day () () many loops () () make () day (),Question: Tammy wants to run every day this week. She knows the track at school is 400 meters long. She wants to run the same amount each day. How many loops should she make each day?,True,84
"As a child, Bobby was able to jump rope 30 times per minute. Now that he is an adult, he can jump 1 jump per second. How many more jumps than when he was a child is Bobby able to jump now that he is an adult?",() () child () Bobby () able () () rope () times () minute () () () () () () adult () () () jump () jump () second () () many more jumps () () () () () child () Bobby able () jump () () () () () adult (),"Question: How many jumps is child Bobby able to rope times per minute compared to an adult's jump per second, and how many more jumps is child Bobby able to make compared to an adult?",False,66
"Enid and Aaron are knitting clothes for their store. Aaron makes 10 scarves and 5 sweaters, and Enid makes 8 sweaters. If a scarf uses 3 balls of wool and a sweater uses 4 balls of wool, how many balls of wool did Enid and Aaron use in total?",() () Aaron () knitting clothes () () store () () makes () scarves () () sweaters () () Enid makes () sweaters () () () scarf uses () balls () wool () () sweater uses () balls () wool () () many balls () wool did Enid () Aaron use () total (),Question: How many balls of wool did Enid and Aaron use in total?,False,38
"A trolley driver picked up 10 people on his 1st stop.  On the next stop, 3 people got off and twice as many people from the 1st stop got on.  On the third stop, 18 people got off and 2 got on.  How many people are currently on the trolley?",() trolley () picked () () people () () 1st stop () () () next stop () () people got () () () () many people () () 1st stop got () () () () third stop () () people got () () () got () () () many people () () () () trolley (),"Question: How many people were picked up at the 1st stop, and how many people got off at the next stop? How many people who were on the trolley at the 1st stop remained until the third stop, and how many people in total were on the trolley?",False,35
"Mikail's birthday is tomorrow. He will be 3 times older than he was when he was three. On his birthday, his parents give him $5 for every year old he is. How much money will they give him?",Mikail () birthday () () () () () () () times older () () () () () () () () () () birthday () () parents give () () () () () year old () () () () much money () () give () (),Question: Mikail is celebrating his birthday today. How many times older is he compared to his birthday last year when his parents gave him twice as much money as they give him this year?,False,58
Colleen is making a batch of 48 cookies. She's going to add 108 chocolate chips and one-third as many M&Ms to the whole batch. What are the average number of chocolate pieces in each cookie?,Colleen () making () batch () () cookies () () () going () add () chocolate chips () () () third () many M&Ms () () whole batch () () () () average number () chocolate pieces () () cookie (),Question: Colleen is making a new batch of delicious cookies. How many chocolate chips is she going to add to the third of many M&Ms in the whole batch on average number of chocolate pieces in each cookie?,False,65
"A choir splits into 3 groups for their performances. The first group has 25 members, and the second group has 30 members. The third group has the remaining members of the choir. If the choir overall has 70 members, how many members are in the third group?",() choir splits () () groups () () performances () () first group has () members () () () second group has () members () () third group has () remaining members () () choir () () () choir () has () members () () many members () () () third group (),"Question: The choir splits into how many groups for performances if the first group has 15 members, the second group has 12 members, and the third group has the remaining members? How many members does the choir have in total, and how many members are in the third group?",False,32
Kantana loves chocolate. Every Saturday she goes to the candy store and buys 2 chocolates for herself and 1 for her sister. This last Saturday she picked up an additional 10 chocolates as a birthday gift for her friend Charlie. How many chocolates did Kantana end up buying for the month?,Kantana loves chocolate () () Saturday () goes () () candy () () buys () chocolates () () () () () () sister () () last Saturday () picked () () additional () chocolates () () birthday gift () () friend Charlie () () many chocolates () Kantana end () buying () () month (),"Question: Kantana loves chocolate. How many chocolates did Kantana buy last Saturday for his sister, in addition to the ones he picked up as a birthday gift for his friend Charlie, considering he already had so many chocolates, that he ended up buying more by the end of the month?",False,18
Jazel has 3 sticks. One stick is 3 centimeters long. The second stick is twice as long while the third stick is 1 centimeter shorter than the second stick. What is the total length of Jazel's sticks when they are put together?,() has () sticks () () stick () () centimeters () () () second stick () () () () () () third stick () () centimeter shorter () () second stick () () () () total length () Jazel () sticks () () () put () (),"Question: How many sticks are there in total, and how long is each stick if the first stick is 30 centimeters, the second stick is 20 centimeters, and the third stick is 10 centimeters shorter than the second stick? Jazel has 3 sticks in total, and she put them together.",False,13
"Amaya is watching a movie that she finds kind of boring, so she keeps tuning out and having to rewind it to catch what she missed. She watches 35 minutes before she realizes she needs to rewind the movie to catch something she missed, a process that adds 5 minutes to her total viewing time. She watches the movie for another 45 minutes but has to rewind it again, adding 15 minutes to her total time. Finally, she watches the last 20 minutes uninterrupted. If she added up the duration of the film plus all the times she had to rewind and re-watch parts, how many minutes did it take her to watch the movie?",Amaya () watching () movie () () finds kind () () () () () keeps tuning () () having () rewind () () () () () missed () () watches () minutes () () realizes () needs () rewind () movie () catch something () missed () () process () adds () minutes () () total viewing time () () watches () movie () () () minutes () has () rewind () () () adding () minutes () () total time () () () () watches () last () minutes uninterrupted () () () added () () duration () () film () () () times () had () rewind () re-watch parts () () many minutes () () take () () watch () movie (),"Question: Amaya enjoys watching a movie but finds herself kind of distracted and keeps tuning out, having to rewind every time she missed something. She watches for a few minutes, then realizes she needs to rewind the movie to catch something she missed. In the process, she adds a few minutes to her total viewing time. As she watches the movie for a longer period, she has to rewind it multiple times, adding more minutes to her total time spent. She watches the last few minutes uninterrupted, adding to the duration of the film. In total, how many times had she to rewind and re-watch parts, and how many minutes did it take for her to watch the movie?",False,34
"Bob is building raised beds for his vegetable garden. Each bed is 2 feet high, 2 feet wide, and 8 feet long. The sides are going to be built of 1-foot wide planks. If Bob buys his lumber in 8-foot-long boards, planning to cut some of them for the shorter lengths he'll need, how many 8-foot long planks will he need to construct 10 raised beds?",Bob () building () beds () () vegetable garden () () () () () feet () () () feet () () () () feet () () () sides () going () () built () () () foot wide planks () () Bob buys () lumber () () () foot () long boards () planning () cut () () () () () shorter lengths () () need () () many () () foot long planks () () need () construct () raised beds (),Question: Bob is building raised beds for a vegetable garden. How many feet of lumber does he need if he plans to cut the 10-foot long boards into shorter lengths for the sides of the beds?,False,47
"Hash has nine more than half as many toys as Bill has. If Bill has 60 toys, how many total toys do the boys have?",Hash has () more () () () many toys () Bill has () () Bill has () toys () () many total toys () () boys have (),"Question: Hash has 5 more than twice as many toys as Bill has. If Bill has 8 toys, how many total toys do both boys have?",True,87
"Rafael works 10 hours on Monday and 8 hours on Tuesday on his delivery job. With 20 hours left to work in the week, how much money does Rafael make if he is paid $20 per hour?",Rafael works () hours () Monday () () () () Tuesday () () delivery job () () () hours left () work () () week () () much money () Rafael make () () () paid () () () hour (),Question: Rafael works how many hours on Monday and how many hours on Tuesday for his delivery job if he has hours left to work for the week? How much money does Rafael make if he is paid per hour?,True,85
"Every day, Bob logs 10 hours of work in his office. If he works for five days a week, calculate the total number of hours he logs in a month.",() day () Bob logs () hours () () () () office () () () works () () days () week () calculate () total number () hours () logs () () month (),"Question: How many hours does Bob log in the office each day, and how many days does he work in a week to calculate the total number of hours he logs in a month?",False,59
"A type C school bus contains 13 rows of seats, with an aisle running down the middle of the bus, splitting each row into two sections.  If the school only allowed two students to sit in each section, how many students could be seated on the bus?",() type C school bus contains () () () seats () () () aisle running () () middle () () () () splitting () row () () sections () () () school () allowed () students () sit () () section () () many students () () seated () () bus (),Question: How many seats does a type C school bus contain and how many students are allowed to sit in each section?,False,38
James has 3 fish tanks.  1 of the tanks has 20 fish in it and the other two have twice as many fish each as the first. How many total fish do they have?,James has () fish tanks () () () () tanks has () fish () () () () other () have () () many fish () () () first () () many total fish () () have (),Question: James has how many fish tanks and how many other tanks? How many fish does each tank have? How many other tanks have as many fish as the first tank? How many total fish does James have?,False,55
"Jack is a soccer player. He needs to buy two pairs of socks and a pair of soccer shoes. Each pair of socks cost $9.50, and the shoes cost $92. Jack has $40. How much more money does Jack need?",() () () soccer player () () needs () buy () pairs () socks () () pair () soccer shoes () () pair () socks cost () () () () () shoes cost () () () Jack has () () () () much more money () Jack need (),Question: How many soccer player Jack needs to buy 7 pairs of socks and 1 pair of soccer shoes if 3 pairs of socks cost 15 and shoes cost 60? Jack has 100 much more money than Jack need.,False,78
"Hector purchased a container of gumballs.  He gave 4 to Todd, then he gave twice as many as he had given Todd to Alisha, and then he gave 5 less than four times as many to Bobby as he had given to Alisha.  If Hector had 6 gumballs remaining, what is the total number of gumballs that Hector purchased?",() () () container () gumballs () () gave () () Todd () () () gave () () many () () () given Todd () Alisha () () () () gave () less () () times () many () Bobby () () () given () Alisha () () Hector had () gumballs remaining () () () () total number () gumballs () Hector purchased (),"Question: How many containers of gumballs did Todd give to Alisha if he gave Todd 40, Alisha 20, and Bobby 30, and Hector had 10 gumballs remaining out of the total number of gumballs he purchased?",False,61
"When Doctor Lindsay works in her office, she usually sees 4 adult patients and 3 child patients every hour. If the cost for an adult's office visit is $50, and the cost for a child's office visit is $25, how much money, in dollars, does Doctor Lyndsay receive in a typical 8-hour day for seeing all her patients?",() Doctor Lindsay works () () office () () () sees () adult patients () () child patients () () () () () cost () () adult () office visit () () () () () () cost () () child () office visit () () () () () () money () () dollars () () Doctor Lyndsay receive () () typical () () hour day () seeing () () patients (),"Question: How many adult patients does Doctor Lindsay see in her office and how many child patients does she see, and what is the cost of an adult office visit and the cost of a child office visit, and how much money does Doctor Lindsay receive in a typical 8-hour day seeing her patients?",False,37
"Ali turned 8 years old this year, and is now 3 years older than Yusaf. If Umar is twice Yusaf’s age, how old is Umar?",Ali turned () years old () year () () () () () years older () Yusaf () () Umar () () Yusaf () age () () old () Umar (),"Question: Ali turned how many years old last year if he is now 17 years older than Yusaf and 3 years older than Umar, who is 5 years older than Yusaf and half as old as Umar?",False,64
"Elizabeth wants to buy the steak knives from a bridal registry as a wedding gift.  The couple registered for 2 steak knife sets and each set contains 4 steak knives.  If Elizabeth buys both sets and they cost $80.00 per set, how much does each single steak knife cost?",Elizabeth wants () buy () steak knives () () bridal () () () wedding gift () () couple registered () () steak knife sets () () set contains () steak knives () () Elizabeth buys () sets () () cost () () () set () () much () () single steak knife cost (),"Question: Elizabeth wants to buy some steak knives as a bridal shower wedding gift. The couple registered for two steak knife sets. Each set contains six steak knives. If Elizabeth buys two sets and each set costs $30, how much does a single steak knife cost?",False,24
"Kristine has 7 more CDs than Dawn. If Dawn has 10 CDs, how many CDs do they have together?",Kristine has () more CDs () Dawn () () Dawn has () CDs () () many CDs () () have () (),"Question: Kristine has 8 more CDs than Dawn. If Dawn has 12 CDs, how many CDs do they have altogether?",True,92
"Olivia's insurance premium starts out at $50/month. It goes up 10% for every accident and $5/month for every ticket. If she gets in one accident and gets 3 tickets, what's her new insurance premium?",Olivia () insurance premium starts () () () () () () () () goes () () % () () accident () () () () month () () ticket () () () gets () () accident () gets () tickets () () () () new insurance premium (),"Question: Olivia's car insurance premium starts at what rate and how does it change if she goes up by a certain percentage after an accident in a month? Additionally, what happens to her premium if she gets a ticket or multiple tickets and has a new insurance premium?",False,23
