original_question,masked_question,generated_question,matched,similarity_score
"John is half times younger than his father, who is 4 years older than John's mother. If John's father is 40 years old, what's the age difference between John and his mother?",John () half () younger () () father () () () () years older () John () mother () () John () father () () years old () () () () age difference () John () () mother (),"John is half the age of his father who is twenty years older than John's mother. If John is father is forty years old, what is the age difference between John and his mother?",True,89
"Last week, a farmer shipped 10 boxes of pomelos which had 240 pomelos in all. This week, the farmer shipped 20 boxes. How many dozens of pomelos did the farmer ship in all?",Last week () () farmer shipped () () () pomelos () had () pomelos () () () () week () () farmer shipped () boxes () () many dozens () pomelos did () farmer ship () () (),"Here is the question with the masked words completed:

Last week the hardworking farmer shipped three large crates of juicy pomelos he had grown. If each crate held four dozen pomelos that week, and the farmer shipped six boxes in total, how many dozens of pomelos did the farmer ship last week?",False,29
John decides to learn how to play the piano.  He buys a piano for $500.  He then hires a teacher for 20 lessons at $40 per lesson but ends up getting a 25% discount.  How much did everything cost?,John decides () learn () () play () piano () () buys () piano () () () () () () hires () teacher () () lessons () () () () lesson () ends () getting () () % discount () () much () everything cost (),"John decides to learn how to play the piano and buys a piano for his home. He then hires a teacher to give lessons. Each lesson costs $50 but at the end of getting a 10% discount on the total, how much did everything cost him?",False,43
"Claire has 400 flowers in her garden. One hundred twenty are tulips, and the rest are roses. Eighty of the roses are white, while the rest are red. Each red rose is worth $0.75. How much will Claire earn if she can sell 1/2 of the total number of red roses?",Claire () () flowers () () garden () () () () () tulips () () () rest () roses () () () () roses () white () () () rest () red () () red rose () worth () () () () much () Claire earn () () () sell () () () () () total number () red roses (),"Here is the question with the masked sections replaced:

Claire planted beautiful flowers in her garden this spring. She planted 20 tulips, 15 daffodils, and the rest were roses. Out of the roses, 30 were white hybrid tea roses and the rest were red hybrid tea roses. If a red rose is worth $3 and Claire can earn $5 for every rose she can sell at the farmer's market, how much could Claire earn if she were to sell the total number of red roses?",False,21
John's hair grows 1.5 inches every month.  Every time it gets to 9 inches long he cuts it down to 6 inches.  A haircut costs $45 and he gives a 20% tip.  How much does he spend on haircuts a year?,John () hair grows () inches () month () () time () gets () () inches () () cuts () () () () inches () () haircut costs () () () () gives () () % tip () () much () () spend () haircuts () year (),"John's hair grows 0.5 inches per month on average. Each time he gets a haircut, he trims off 2 inches. If each haircut costs $15 and he gives a 20% tip, how much will he spend on haircuts in a year?",False,76
"Theresa has 5 more than thrice as many video games as Julia. Julia has a third as many video games as Tory. If Tory has 6 video games, how many video games does Theresa have?",Theresa has () more () thrice () many video games () Julia () Julia has () third () many video games () Tory () () Tory has () video games () () many video games () Theresa have (),"Here is the question with the masked words completed:

Theresa has twice as many video games as Julia. Julia has one third as many video games as Tory. If Tory has 12 video games, how many video games does Theresa have?",False,74
"Ali is collecting bottle caps. He has 125 bottle caps. He has red ones and green ones. If he has 50 red caps, what percentage of caps are green?",Ali () collecting bottle () () () has () bottle caps () () has red ones () green ones () () () has () red caps () () percentage () caps () green (),"Here is the completed question with the masked words replaced:

Ali enjoys collecting bottle caps and currently has 250 bottle caps in his collection. He has red ones and green ones. Out of the 250 caps, he has 175 red caps. What percentage of his caps are green?",False,59
"Denny is planning to build a modular home.  A 400 square foot Kitchen module costs $20000 and a 150 square foot bathroom module costs $12,000.  All other modules cost $100 per square foot.  If Denny plans to build a 2,000 square foot modular home containing one kitchen and two bathrooms, how much will it cost, in dollars?",Denny () () () build () modular home () () () square foot () module costs () () () () () square foot bathroom module costs () () () () other modules cost () () () square foot () () Denny plans () build () () square foot modular home containing () kitchen () () bathrooms () () much () () cost () () dollars (),"Denny wants to build a modular home using square foot modules. Each module costs $150 per square foot. A square foot bathroom module costs $200 per square foot. Other modules cost $125 per square foot. Denny plans to build a 2,000 square foot modular home containing one kitchen and two bathrooms. How much will it cost him in dollars?",False,53
James buys pistachios for $10 per can.  Each can is 5 ounces.  He eats 30 ounces of pistachios every 5 days.  How much does he spend on pistachios per week?,James () pistachios () () () () can () () can () () ounces () () eats () ounces () pistachios () () days () () much () () spend () pistachios () week (),James buys pistachios every two weeks. Each can contains 12 ounces of pistachios and he eats 3 ounces of pistachios every 3 days. How much does he spend on pistachios per week if a can costs $5?,False,78
"Martha spends 10 minutes turning the router off and on again, six times that long on hold with Comcast, and half as much time as she spent on hold yelling at a customer service representative. How much time did Martha spend on these activities total?",Martha spends () minutes turning () router () () () () () () times () () () hold () Comcast () () () () much time () () () () hold yelling () () () service representative () () much time () Martha spend () () activities total (),"Here is the completed question with the masked words replaced:

Martha spends 45 minutes turning her internet router off and on again 5 times before being put on hold by Comcast for 20 minutes to speak with a customer service representative about how much time she will spend on these activities in total.",False,37
"Bobby needed to make some trips with his truck and had only 12 gallons of gasoline. He drives to a supermarket 5 miles away and then drives back home. Then he headed to his farm which was 6 miles away. Two miles into the journey, he turned around and drove back home to retrieve some farming tools he forgot to take earlier and drove down to the farm. If he now has exactly 2 gallons of gasoline left, at what rate in miles per gallon has his truck been consuming gasoline?",Bobby () () () () trips () () truck () had () () gallons () gasoline () () drives () () supermarket () miles () () () drives () () () () () headed () () farm () () () miles () () () miles () () journey () () turned () () drove () () () retrieve () farming tools () forgot () take () () drove () () () farm () () () () has () () gallons () gasoline left () () () rate () miles () gallon () () truck () consuming gasoline (),"Bobby took several trips with his truck that had a full tank of 20 gallons of gasoline. First, he drives 5 miles to the supermarket. Then he drives 10 miles to his uncle's farm which is 15 miles away from his starting point. For this entire journey, he turned off the highway and drove an extra 3 miles to retrieve some farming tools he forgot to take with him. After that, he drove back to the farm. If his truck now has 12 gallons of gasoline left at a rate of 15 miles per gallon, how much gasoline is his truck consuming per mile?",False,13
"In a grocery store, the daily salary of the manager is $5 and the clerk is $2. If there are currently 2 managers and 3 clerks employed in the grocery store, how much is the total daily salary of all the employees of the grocery store?",() () grocery store () () daily salary () () manager () () () () () clerk () () () () () () are () () managers () () clerks employed () () grocery store () () much () () total daily salary () () () employees () () grocery store (),"Here is the completed question with the masked words replaced:

At a grocery store, the daily salary for a manager is $250. If there are 5 managers and 20 clerks employed at the grocery store and each clerk earns $100 as their total daily salary, what is the total daily salary of all employees at the grocery store?",False,52
"Exactly two-fifths of NBA players who signed up for a test are aged between 25 and 35 years. If three-eighths of them are older than 35, and a total of 1000 players signed up, how many players are younger than 25 years?",() () () fifths () NBA players () signed () () () test () aged () () () () years () () () () () () () () older () () () () () total () () players signed () () () many players () younger () () years (),"Here is the question with the masked sections completed:

How many two-fifths of NBA players have signed a new contract to test their skills aged between 20 and 25 years old, and how many are 30 years or older out of a total of 450 players signed up, and how many players are younger than 20 years old?",False,26
"If you buy a dozen of doughnuts, it costs $8; but if you buy 2 dozens, it costs $14. How much will you save from buying 3 sets of 2 dozens than buying 6 sets of 1 dozen?",() () buy () () () doughnuts () () costs () () () () () () buy () dozens () () costs () () () () much () () save () buying () sets () () dozens () buying () sets () () () (),"Here is the completed question with the masked words replaced:

How many doughnuts can you buy if each dozen costs $4.99 and you want to buy 3 dozens? If each set of 6 dozens costs $24.99, how much can you save by buying 2 sets of 6 dozens instead of buying 3 sets of 1 dozen each?",False,25
"Bridget counted 14 shooting stars in the night sky.  Reginald counted two fewer shooting stars than did Bridget, but Sam counted four more shooting stars than did Reginald.  How many more shooting stars did Sam count in the night sky than was the average number of shooting stars observed for the three of them?",() () () shooting () () () night sky () Reginald counted () fewer shooting stars () did Bridget () () Sam counted () more shooting stars () did Reginald () () many more shooting stars () Sam count () () night sky () () () average number () shooting stars observed () () () () () (),"On a clear night, while stargazing and shooting star watching in the night sky, Reginald counted 12 fewer shooting stars than did Bridget. If Sam counted 8 more shooting stars than did Reginald, how many more shooting stars did Sam count than Bridget in the night sky? To solve this problem, let x be the average number of shooting stars observed by Bridget that night.",False,29
"George and Harry want to fill a pool with buckets. George can carry two buckets each round, and Harry can carry three buckets each round. If it takes 110 buckets to fill the pool, how many rounds will it take to fill the pool?",George () Harry want () fill () pool () buckets () George () () () buckets () () () () Harry () carry () buckets () () () () () takes () buckets () fill () pool () () many rounds () () take () fill () pool (),George and Harry want to fill a pool with buckets. George has 5 buckets and Harry can carry 3 buckets at a time. It takes 7 buckets to fill the pool. How many rounds will it take to fill the pool?,True,86
Luther made 12 pancakes for breakfast. His family has 8 people. How many more pancakes must he make for everyone to have a second pancake?,Luther made () () () breakfast () () family has () people () () many more pancakes () () make () everyone () have () second pancake (),"Here is the completed question with the masked words replaced:

Luther made a delicious homemade breakfast for his family this morning. His family has six people in it. He made many more pancakes than needed so that everyone could have a second pancake if desired.",False,37
"Phantom's mom gave him $50 to buy printer-inks. At the store, he bought two black printer inks which cost $11 each, three red printer inks which cost $15 each, and two yellow printer inks which cost $13 each. Phantom found out that his money is not enough to buy all the printer inks. How much more money should he ask his mom to be able to buy the printer inks?",Phantom () () gave () () () () () () () inks () () () store () () bought () black printer inks () cost () () () () () red printer inks () cost () () () () () () yellow printer inks () cost () () () () Phantom found () () () money () () enough () buy () () printer inks () () much more money () () ask () mom () () able () buy () printer inks (),"Here is the completed question with the masked words replaced:

Phantom limb pain gave Michael severe headaches whenever he tried to use the cheap inks he had bought at the local office supply store. He had bought 3 black printer inks that cost $12 each, 2 red printer inks that cost $10 each, and 5 yellow printer inks that cost $8 each. Phantom found he did not have enough money left to buy any more printer inks. He had much more money before, but had to ask his mom for a loan to be able to buy the printer inks.",False,12
Jack bought 55 apples. He wants to give 10 to his father and then equally share the remaining apples between him and his 4 friends. How many apples will each of them get?,Jack bought () apples () () wants () give () () () father () () () share () remaining apples () () () () () friends () () many apples () () () () get (),Jack bought (six) apples (but) (he) wants (to) give (three) (to) (his) father (and) (to) share (the) remaining apples (with) (his) (two) friends. (How) many apples (will) (each) (of) (them) get?,False,76
"Amanda is figuring out how many bags of grass seed she needs to buy to cover a new lot the city is turning into a park. The lot measures 120 feet by 60 feet. One section that measures 40 feet by 40 feet will be covered with concrete, and the rest needs to be covered in grass seeds. Each bag of grass seeds covers 56 square feet. How many bags of grass seeds does Amanda need?",Amanda () figuring () () many bags () grass seed () needs () () () cover () new lot () city () () () () park () () lot measures () feet () () feet () () section () measures () feet () () feet () () covered () concrete () () () rest needs () () covered () grass seeds () () bag () grass seeds covers () square feet () () many bags () grass seeds () Amanda need (),"Amanda is figuring out how many bags of grass seed she needs to fully cover her new lot in the city for the new park. The lot measures 100 feet by 200 feet. One section of 20 feet by 30 feet is already covered with concrete, so the rest needs to be covered with grass seeds. Each bag of grass seeds covers 500 square feet. How many bags of grass seeds does Amanda need?",False,75
Jake buys 2-pound packages of sausages.  He buys 3 of them and they are $4 a pound.  How much does he pay?,Jake buys () () pound packages () sausages () () buys () () () () () () () () () pound () () much () () pay (),"Jake buys two five pound packages of sausages from the butcher. If he buys three two and a half pound packages, how much does he pay in total?",False,67
"There are 20 students in a class. Only one-fourth of the students stayed in the classroom while the rest went to the playground. Of those who went to the playground, one-third are boys. How many girls are there on the playground from this class?",() are () students () () () () () () () fourth () () students stayed () () classroom () () rest went () () playground () () () () went () () playground () () () third () boys () () many girls () () () () playground () () class (),"Here is the completed question with the masked words replaced:

Fourth grade students were dismissed for recess. Some students stayed in the classroom while the rest went to the playground. Half of those who went to the playground were third graders. If three boys and five girls from the fourth grade class went to the playground, how many girls from the third grade class went to the playground?",False,32
"Tammy wants to run 3500 meters per week. She knows her track at school is 50 meters around. If she wants to run the same amount each day, how many loops should she make per day?",Tammy wants () run () () () week () () knows () track () school () () meters () () () () wants () run () same amount () day () () many loops () () make () day (),"Tammy wants to run a marathon this week but she knows the track at her school is only 400 meters long. She wants to run the same amount each day, so how many loops does she need to make each day?",False,79
"As a child, Bobby was able to jump rope 30 times per minute. Now that he is an adult, he can jump 1 jump per second. How many more jumps than when he was a child is Bobby able to jump now that he is an adult?",() () child () Bobby () able () () rope () times () minute () () () () () () adult () () () jump () jump () second () () many more jumps () () () () () child () Bobby able () jump () () () () () adult (),"Can the young child named Bobby be able to skip rope ten times per minute? If an adult can jump sixty jumps per second, how many more jumps can the child named Bobby able to jump than the adult?",False,73
"Enid and Aaron are knitting clothes for their store. Aaron makes 10 scarves and 5 sweaters, and Enid makes 8 sweaters. If a scarf uses 3 balls of wool and a sweater uses 4 balls of wool, how many balls of wool did Enid and Aaron use in total?",() () Aaron () knitting clothes () () store () () makes () scarves () () sweaters () () Enid makes () sweaters () () () scarf uses () balls () wool () () sweater uses () balls () wool () () many balls () wool did Enid () Aaron use () total (),How many balls of wool did Enid and Aaron use in total?,False,36
"A trolley driver picked up 10 people on his 1st stop.  On the next stop, 3 people got off and twice as many people from the 1st stop got on.  On the third stop, 18 people got off and 2 got on.  How many people are currently on the trolley?",() trolley () picked () () people () () 1st stop () () () next stop () () people got () () () () many people () () 1st stop got () () () () third stop () () people got () () () got () () () many people () () () () trolley (),"Here is the completed question with the masked sections replaced:

A trolley driver picked up 5 people at the 1st stop. At the next stop, 3 more people got on. At the third stop, 7 more people got on. How many people in total got on the trolley?",False,42
"Mikail's birthday is tomorrow. He will be 3 times older than he was when he was three. On his birthday, his parents give him $5 for every year old he is. How much money will they give him?",Mikail () birthday () () () () () () () times older () () () () () () () () () () birthday () () parents give () () () () () year old () () () () much money () () give () (),"Mikail (celebrated) his birthday (yesterday). He (turned) (seven) (years) old. For his (birthday), his parents (give) him (fifty) (dollars) as a (gift).",False,33
Colleen is making a batch of 48 cookies. She's going to add 108 chocolate chips and one-third as many M&Ms to the whole batch. What are the average number of chocolate pieces in each cookie?,Colleen () making () batch () () cookies () () () going () add () chocolate chips () () () third () many M&Ms () () whole batch () () () () average number () chocolate pieces () () cookie (),Colleen is baking a new batch of cookies and is going to add some chocolate chips and a third as many M&Ms to the whole batch. What is the average number of chocolate pieces in each cookie?,True,90
"A choir splits into 3 groups for their performances. The first group has 25 members, and the second group has 30 members. The third group has the remaining members of the choir. If the choir overall has 70 members, how many members are in the third group?",() choir splits () () groups () () performances () () first group has () members () () () second group has () members () () third group has () remaining members () () choir () () () choir () has () members () () many members () () () third group (),"For the concert, the choir splits into three groups for separate performances. The first group has 12 members, the second group has 15 members, and the third group has the remaining members. The entire choir therefore has 42 members in total. How many members are in the third group?",False,48
Kantana loves chocolate. Every Saturday she goes to the candy store and buys 2 chocolates for herself and 1 for her sister. This last Saturday she picked up an additional 10 chocolates as a birthday gift for her friend Charlie. How many chocolates did Kantana end up buying for the month?,Kantana loves chocolate () () Saturday () goes () () candy () () buys () chocolates () () () () () () sister () () last Saturday () picked () () additional () chocolates () () birthday gift () () friend Charlie () () many chocolates () Kantana end () buying () () month (),"Here is the question with the masked words completed:

Kantana loves chocolate and every Saturday she goes to the candy store and buys several chocolates for herself and her sister. Last Saturday she picked up six additional fancy chocolates as a birthday gift for her friend Charlie who loves many chocolates. Kantana ended up buying twenty-five chocolates this month.",False,14
Jazel has 3 sticks. One stick is 3 centimeters long. The second stick is twice as long while the third stick is 1 centimeter shorter than the second stick. What is the total length of Jazel's sticks when they are put together?,() has () sticks () () stick () () centimeters () () () second stick () () () () () () third stick () () centimeter shorter () () second stick () () () () total length () Jazel () sticks () () () put () (),"Here is the completed question with the masked words replaced:

A bundle has 3 sticks. The first stick is 12 centimeters long. The second stick is double the length of the first stick. The third stick is 5 centimeter shorter than the second stick. What is the total length if Jazel ties the 3 sticks together end to end?",False,52
"Amaya is watching a movie that she finds kind of boring, so she keeps tuning out and having to rewind it to catch what she missed. She watches 35 minutes before she realizes she needs to rewind the movie to catch something she missed, a process that adds 5 minutes to her total viewing time. She watches the movie for another 45 minutes but has to rewind it again, adding 15 minutes to her total time. Finally, she watches the last 20 minutes uninterrupted. If she added up the duration of the film plus all the times she had to rewind and re-watch parts, how many minutes did it take her to watch the movie?",Amaya () watching () movie () () finds kind () () () () () keeps tuning () () having () rewind () () () () () missed () () watches () minutes () () realizes () needs () rewind () movie () catch something () missed () () process () adds () minutes () () total viewing time () () watches () movie () () () minutes () has () rewind () () () adding () minutes () () total time () () () () watches () last () minutes uninterrupted () () () added () () duration () () film () () () times () had () rewind () re-watch parts () () many minutes () () take () () watch () movie (),"Here is the question with the masked words completed:

Amaya is watching a movie but she finds kind of hard to focus and keeps tuning out and having to rewind to catch what she missed. She watches 30 minutes before she realizes she needs to rewind the movie to catch something she missed in the process. This adds 5 minutes to her total viewing time. She then watches the movie for another 45 minutes but has to rewind twice, each time adding 3 minutes to her total time. She then watches the last 20 minutes uninterrupted. If the added time from having to rewind increases the duration of the film by 1.5 times, how many minutes would it take her to watch the movie?",False,40
"Bob is building raised beds for his vegetable garden. Each bed is 2 feet high, 2 feet wide, and 8 feet long. The sides are going to be built of 1-foot wide planks. If Bob buys his lumber in 8-foot-long boards, planning to cut some of them for the shorter lengths he'll need, how many 8-foot long planks will he need to construct 10 raised beds?",Bob () building () beds () () vegetable garden () () () () () feet () () () feet () () () () feet () () () sides () going () () built () () () foot wide planks () () Bob buys () lumber () () () foot () long boards () planning () cut () () () () () shorter lengths () () need () () many () () foot long planks () () need () construct () raised beds (),Bob is building four raised beds for a vegetable garden that is twenty feet by thirty feet. Each of the four sides is going to be built with six foot wide planks of wood. Bob buys pressure-treated lumber and gets eight foot long boards. He is planning to cut them into the shorter lengths that he will need. How many six foot long planks will he need to construct the four raised beds?,False,19
"Hash has nine more than half as many toys as Bill has. If Bill has 60 toys, how many total toys do the boys have?",Hash has () more () () () many toys () Bill has () () Bill has () toys () () many total toys () () boys have (),"Here is the completed question with the masked words replaced:

Hash has six more toys than Bill has. Bill has four toys. How many total toys do the two boys have?",False,61
"Rafael works 10 hours on Monday and 8 hours on Tuesday on his delivery job. With 20 hours left to work in the week, how much money does Rafael make if he is paid $20 per hour?",Rafael works () hours () Monday () () () () Tuesday () () delivery job () () () hours left () work () () week () () much money () Rafael make () () () paid () () () hour (),"Here is the completed question with the masked words replaced:

Rafael works 8 hours on Monday and 6 hours on Tuesday for his delivery job. If he has 26 hours left to work for the week, how much money will Rafael make if he is paid $15 per hour?",False,65
"Every day, Bob logs 10 hours of work in his office. If he works for five days a week, calculate the total number of hours he logs in a month.",() day () Bob logs () hours () () () () office () () () works () () days () week () calculate () total number () hours () logs () () month (),"On a typical day, how many hours does Bob log in at the office? If he works 5 days a week, calculate his total number of hours he logs in a month.",False,74
"A type C school bus contains 13 rows of seats, with an aisle running down the middle of the bus, splitting each row into two sections.  If the school only allowed two students to sit in each section, how many students could be seated on the bus?",() type C school bus contains () () () seats () () () aisle running () () middle () () () () splitting () row () () sections () () () school () allowed () students () sit () () section () () many students () () seated () () bus (),"Here is the completed question with the masked words replaced:

A type C school bus contains approximately 59 forward-facing seats with a single aisle running down the middle of the bus interior, splitting each row into two sections on either side of the aisle. School policy may allow or require students to sit three to a section, so as many as six students could be seated in each bus row.",False,15
James has 3 fish tanks.  1 of the tanks has 20 fish in it and the other two have twice as many fish each as the first. How many total fish do they have?,James has () fish tanks () () () () tanks has () fish () () () () other () have () () many fish () () () first () () many total fish () () have (),"James has (three) fish tanks (and) (in) (those) (three) tanks has (twelve) fish (in) (the) (first) (tank), (five) other (tanks) have (six) (fish) (each). (How) many fish (does) (he) have (in) total?",False,51
"Jack is a soccer player. He needs to buy two pairs of socks and a pair of soccer shoes. Each pair of socks cost $9.50, and the shoes cost $92. Jack has $40. How much more money does Jack need?",() () () soccer player () () needs () buy () pairs () socks () () pair () soccer shoes () () pair () socks cost () () () () () shoes cost () () () Jack has () () () () much more money () Jack need (),"A professional soccer player who needs to buy two pairs of socks and one pair of soccer shoes. If one pair of socks costs $5 and one pair of shoes costs $75, how much more money does Jack need?",False,79
"Hector purchased a container of gumballs.  He gave 4 to Todd, then he gave twice as many as he had given Todd to Alisha, and then he gave 5 less than four times as many to Bobby as he had given to Alisha.  If Hector had 6 gumballs remaining, what is the total number of gumballs that Hector purchased?",() () () container () gumballs () () gave () () Todd () () () gave () () many () () () given Todd () Alisha () () () () gave () less () () times () many () Bobby () () () given () Alisha () () Hector had () gumballs remaining () () () () total number () gumballs () Hector purchased (),"A large cylindrical container held 2,400 gumballs. If Maria gave Todd 325 gumballs and she gave Alisha 175 gumballs, which is 2 times as many as she had given Todd, and Bobby was given 450 gumballs, which is 2.5 times as many as she had given Alisha, then Hector had 1,450 gumballs remaining from the original total number of gumballs that Hector purchased.",False,17
"When Doctor Lindsay works in her office, she usually sees 4 adult patients and 3 child patients every hour. If the cost for an adult's office visit is $50, and the cost for a child's office visit is $25, how much money, in dollars, does Doctor Lyndsay receive in a typical 8-hour day for seeing all her patients?",() Doctor Lindsay works () () office () () () sees () adult patients () () child patients () () () () () cost () () adult () office visit () () () () () () cost () () child () office visit () () () () () () money () () dollars () () Doctor Lyndsay receive () () typical () () hour day () seeing () () patients (),"Here is the completed question with the masked words replaced:

A family doctor Lindsay works in a private office where she sees both adult patients and child patients. The typical cost for an adult for an office visit is $120. The typical cost for a child for an office visit is $80. If the money is in US dollars, how much does Doctor Lyndsay receive in a typical 8 hour day if she is seeing 16 patients?",False,32
"Ali turned 8 years old this year, and is now 3 years older than Yusaf. If Umar is twice Yusaf’s age, how old is Umar?",Ali turned () years old () year () () () () () years older () Yusaf () () Umar () () Yusaf () age () () old () Umar (),"Here is the completed question with the masked words replaced:

Ali turned 12 years old last year making him 5 years older than Yusaf who is 7. If Umar is 3 years older than Yusaf, what age will Umar be when Ali is 16 years old?",False,37
"Elizabeth wants to buy the steak knives from a bridal registry as a wedding gift.  The couple registered for 2 steak knife sets and each set contains 4 steak knives.  If Elizabeth buys both sets and they cost $80.00 per set, how much does each single steak knife cost?",Elizabeth wants () buy () steak knives () () bridal () () () wedding gift () () couple registered () () steak knife sets () () set contains () steak knives () () Elizabeth buys () sets () () cost () () () set () () much () () single steak knife cost (),"Elizabeth wants to buy some steak knives as a bridal shower gift for a couple getting married. The couple registered for two steak knife sets at the store. Each set contains six steak knives. If Elizabeth buys two sets and the cost of each set is $39.99, how much would a single steak knife cost?",False,28
"Kristine has 7 more CDs than Dawn. If Dawn has 10 CDs, how many CDs do they have together?",Kristine has () more CDs () Dawn () () Dawn has () CDs () () many CDs () () have () (),"Kristine has (twice as many) CDs (as) Dawn. (If) Dawn has (25) CDs, (how) many CDs (does Kristine) have (in total)?",False,72
"Olivia's insurance premium starts out at $50/month. It goes up 10% for every accident and $5/month for every ticket. If she gets in one accident and gets 3 tickets, what's her new insurance premium?",Olivia () insurance premium starts () () () () () () () () goes () () % () () accident () () () () month () () ticket () () () gets () () accident () gets () tickets () () () () new insurance premium (),"Here is the completed question with the masked words replaced:

Olivia's car insurance premium starts at $200 per month but it goes up 10% if she has an accident or gets a speeding ticket in a given month. If she gets into an accident she gets 3 tickets as well. What is her new insurance premium after she gets into an accident?",False,35
