original_question,masked_question,generated_question,matched,similarity_score
"Denny is planning to build a modular home.  A 400 square foot Kitchen module costs $20000 and a 150 square foot bathroom module costs $12,000.  All other modules cost $100 per square foot.  If Denny plans to build a 2,000 square foot modular home containing one kitchen and two bathrooms, how much will it cost, in dollars?",Denny () () () build () modular home () () () square foot () module costs () () () () () square foot bathroom module costs () () () () other modules cost () () () square foot () () Denny plans () build () () square foot modular home containing () kitchen () () bathrooms () () much () () cost () () dollars (),"Denny built a 1,500 square foot modular home that contains three bedrooms, two bathrooms, a living room, and a kitchen. The cost of the modules is $120 per square foot, and the cost of the bathroom module is $150 per square foot. The cost of the kitchen module is $100 per square foot. Other modules, such as the living room, cost $90 per square foot. Denny plans to build a second 1,500 square foot modular home containing",False,27
James buys pistachios for $10 per can.  Each can is 5 ounces.  He eats 30 ounces of pistachios every 5 days.  How much does he spend on pistachios per week?,James () pistachios () () () () can () () can () () ounces () () eats () ounces () pistachios () () days () () much () () spend () pistachios () week (),"Complete the question by replacing the masked sections:
James ate 22 pistachios per day for 3 weeks. He ate a total of how many pistachios in 3 weeks. He also ate 5 ounces of pistachios per day for 2 days. How many pistachios did he eat in total in 3 weeks? He also ate 3 ounces of pistachios per day for 4 days. How many ounces of pistachios did he eat in total",False,15
"Martha spends 10 minutes turning the router off and on again, six times that long on hold with Comcast, and half as much time as she spent on hold yelling at a customer service representative. How much time did Martha spend on these activities total?",Martha spends () minutes turning () router () () () () () () times () () () hold () Comcast () () () () much time () () () () hold yelling () () () service representative () () much time () Martha spend () () activities total (),"The final answer is: 
Martha spends 2 hours turning a router 5 times a day, every day, hold the Comcast service representative for 2 hours, much time she spends on activities, total 10 hours.",False,56
"Bobby needed to make some trips with his truck and had only 12 gallons of gasoline. He drives to a supermarket 5 miles away and then drives back home. Then he headed to his farm which was 6 miles away. Two miles into the journey, he turned around and drove back home to retrieve some farming tools he forgot to take earlier and drove down to the farm. If he now has exactly 2 gallons of gasoline left, at what rate in miles per gallon has his truck been consuming gasoline?",Bobby () () () () trips () () truck () had () () gallons () gasoline () () drives () () supermarket () miles () () () drives () () () () () headed () () farm () () () miles () () () miles () () journey () () turned () () drove () () () retrieve () farming tools () forgot () take () () drove () () () farm () () () () has () () gallons () gasoline left () () () rate () miles () gallon () () truck () consuming gasoline (),"What is the total amount of gasoline left in Bobby's truck after his journey to the farm?[/INST] 

What is the total amount of gasoline left in Bobby's truck after his journey to the farm?[/INST]",False,18
"In a grocery store, the daily salary of the manager is $5 and the clerk is $2. If there are currently 2 managers and 3 clerks employed in the grocery store, how much is the total daily salary of all the employees of the grocery store?",() () grocery store () () daily salary () () manager () () () () () clerk () () () () () () are () () managers () () clerks employed () () grocery store () () much () () total daily salary () () () employees () () grocery store (),Who are the employees that are managers and clerks employed in the grocery store and how much of their daily salary is spent at the grocery store?,False,64
"Exactly two-fifths of NBA players who signed up for a test are aged between 25 and 35 years. If three-eighths of them are older than 35, and a total of 1000 players signed up, how many players are younger than 25 years?",() () () fifths () NBA players () signed () () () test () aged () () () () years () () () () () () () () older () () () () () total () () players signed () () () many players () younger () () years (),Who has signed more NBA players than the 35 year old coach who has coached for 25 years and has signed a total of 500 players over his 30 years of coaching experience?[/INST],False,40
"If you buy a dozen of doughnuts, it costs $8; but if you buy 2 dozens, it costs $14. How much will you save from buying 3 sets of 2 dozens than buying 6 sets of 1 dozen?",() () buy () () () doughnuts () () costs () () () () () () buy () dozens () () costs () () () () much () () save () buying () sets () () dozens () buying () sets () () () (),"Do not provide any further explanation. 
The question is: How much do a dozen doughnuts cost?",False,23
"Bridget counted 14 shooting stars in the night sky.  Reginald counted two fewer shooting stars than did Bridget, but Sam counted four more shooting stars than did Reginald.  How many more shooting stars did Sam count in the night sky than was the average number of shooting stars observed for the three of them?",() () () shooting () () () night sky () Reginald counted () fewer shooting stars () did Bridget () () Sam counted () more shooting stars () did Reginald () () many more shooting stars () Sam count () () night sky () () () average number () shooting stars observed () () () () () (),"(Note: The question is meant to be read in the context of a story about two people, Reginald and Bridget, who are counting shooting stars on a clear night)",False,33
"George and Harry want to fill a pool with buckets. George can carry two buckets each round, and Harry can carry three buckets each round. If it takes 110 buckets to fill the pool, how many rounds will it take to fill the pool?",George () Harry want () fill () pool () buckets () George () () () buckets () () () () Harry () carry () buckets () () () () () takes () buckets () fill () pool () () many rounds () () take () fill () pool (),George Harry want to fill the pool buckets George Harry carry buckets George Harry take buckets fill the pool many rounds take fill the pool,False,62
Luther made 12 pancakes for breakfast. His family has 8 people. How many more pancakes must he make for everyone to have a second pancake?,Luther made () () () breakfast () () family has () people () () many more pancakes () () make () everyone () have () second pancake (),Luther made fluffy scrambled breakfast with family has three people and many more pancakes to make everyone have a second pancake.,False,78
"Phantom's mom gave him $50 to buy printer-inks. At the store, he bought two black printer inks which cost $11 each, three red printer inks which cost $15 each, and two yellow printer inks which cost $13 each. Phantom found out that his money is not enough to buy all the printer inks. How much more money should he ask his mom to be able to buy the printer inks?",Phantom () () gave () () () () () () () inks () () () store () () bought () black printer inks () cost () () () () () red printer inks () cost () () () () () () yellow printer inks () cost () () () () Phantom found () () () money () () enough () buy () () printer inks () () much more money () () ask () mom () () able () buy () printer inks (),"What did Phantom buy at the store? 

Phantom bought black printer inks.",False,24
Jack bought 55 apples. He wants to give 10 to his father and then equally share the remaining apples between him and his 4 friends. How many apples will each of them get?,Jack bought () apples () () wants () give () () () father () () () share () remaining apples () () () () () friends () () many apples () () () () get (),"(1) fruit
(2) to
(3) a
(4) have
(5) to
(6) the
(7) his
(8) to
(9) the
(10) a
(11) to
(12) his
(13) a
(14) to
(15) the
(16) his
(17) a
(18) to
(19) the
(20) his",False,27
"Amanda is figuring out how many bags of grass seed she needs to buy to cover a new lot the city is turning into a park. The lot measures 120 feet by 60 feet. One section that measures 40 feet by 40 feet will be covered with concrete, and the rest needs to be covered in grass seeds. Each bag of grass seeds covers 56 square feet. How many bags of grass seeds does Amanda need?",Amanda () figuring () () many bags () grass seed () needs () () () cover () new lot () city () () () () park () () lot measures () feet () () feet () () section () measures () feet () () feet () () covered () concrete () () () rest needs () () covered () grass seeds () () bag () grass seeds covers () square feet () () many bags () grass seeds () Amanda need (),"The completed question is:
Amanda bought figuring how many bags of grass seed she needs to cover a new lot in the city park which measures 20 feet by 30 feet and has a section that is covered in concrete, the rest needs to be covered with grass seeds, and she has to cover a lot that measures 15 feet by 20 feet, how many bags of grass seeds does she need and how many bags will cover the area of 20 feet by 30 feet section.",False,15
Jake buys 2-pound packages of sausages.  He buys 3 of them and they are $4 a pound.  How much does he pay?,Jake buys () () pound packages () sausages () () buys () () () () () () () () () pound () () much () () pay (),"19
The completed question is:
Jake buys 1 kilogram packages 4 sausages every 3 weeks buys 2 packets of chips 3 times a week for 2 months pay £60.00.",False,48
"There are 20 students in a class. Only one-fourth of the students stayed in the classroom while the rest went to the playground. Of those who went to the playground, one-third are boys. How many girls are there on the playground from this class?",() are () students () () () () () () () fourth () () students stayed () () classroom () () rest went () () playground () () () () went () () playground () () () third () boys () () many girls () () () () playground () () class (),What are many boys and girls in the fourth grade who stayed in the classroom and went to the playground?,False,42
"Tammy wants to run 3500 meters per week. She knows her track at school is 50 meters around. If she wants to run the same amount each day, how many loops should she make per day?",Tammy wants () run () () () week () () knows () track () school () () meters () () () () wants () run () same amount () day () () many loops () () make () day (),1. a 2. a  3. a 4. a 5. a 6. a 7. a 8. a 9. a 10. a 11. a 12. a 13. a 14. a 15. a 16. a 17. a 18. a 19. a 20. a 21. a 22. a 23. a 24. a 25,False,22
"As a child, Bobby was able to jump rope 30 times per minute. Now that he is an adult, he can jump 1 jump per second. How many more jumps than when he was a child is Bobby able to jump now that he is an adult?",() () child () Bobby () able () () rope () times () minute () () () () () () adult () () () jump () jump () second () () many more jumps () () () () () child () Bobby able () jump () () () () () adult (),How many times can Bobby jump over the rope in one minute?,False,30
"Enid and Aaron are knitting clothes for their store. Aaron makes 10 scarves and 5 sweaters, and Enid makes 8 sweaters. If a scarf uses 3 balls of wool and a sweater uses 4 balls of wool, how many balls of wool did Enid and Aaron use in total?",() () Aaron () knitting clothes () () store () () makes () scarves () () sweaters () () Enid makes () sweaters () () () scarf uses () balls () wool () () sweater uses () balls () wool () () many balls () wool did Enid () Aaron use () total (),What is the total amount of wool Aaron used to make the sweater that Enid made for him to knit?,False,23
"A trolley driver picked up 10 people on his 1st stop.  On the next stop, 3 people got off and twice as many people from the 1st stop got on.  On the third stop, 18 people got off and 2 got on.  How many people are currently on the trolley?",() trolley () picked () () people () () 1st stop () () () next stop () () people got () () () () many people () () 1st stop got () () () () third stop () () people got () () () got () () () many people () () () () trolley (),"The trolley () picked () 1st stop () next stop () people got () 1st stop got () third stop () people got () got () many people () trolley []] 

The trolley picked up 1st stop. next stop people got 1st stop got third stop people got got many people trolley. 

The trolley picked up 1st stop. next stop people got 1st stop got third stop. people got got many people trolley.",False,15
"Mikail's birthday is tomorrow. He will be 3 times older than he was when he was three. On his birthday, his parents give him $5 for every year old he is. How much money will they give him?",Mikail () birthday () () () () () () () times older () () () () () () () () () () birthday () () parents give () () () () () year old () () () () much money () () give () (),"The completed question is:
Mikail is 33 times older than his birthday. He has had 33 birthdays. He was born 33 years ago. He is 33 years old now. He is 33 times older than his parents. His parents give him 33 years of birthday money. He gets 33 times as much birthday money as his parents. His parents give him 33 times as much birthday money as he gives them. He is 33 times older than his parents",False,15
Colleen is making a batch of 48 cookies. She's going to add 108 chocolate chips and one-third as many M&Ms to the whole batch. What are the average number of chocolate pieces in each cookie?,Colleen () making () batch () () cookies () () () going () add () chocolate chips () () () third () many M&Ms () () whole batch () () () () average number () chocolate pieces () () cookie (),Colleen makes a batch of cookies going to add chocolate chips third many M&Ms whole batch average number chocolate pieces per cookie.,False,79
"A choir splits into 3 groups for their performances. The first group has 25 members, and the second group has 30 members. The third group has the remaining members of the choir. If the choir overall has 70 members, how many members are in the third group?",() choir splits () () groups () () performances () () first group has () members () () () second group has () members () () third group has () remaining members () () choir () () () choir () has () members () () many members () () () third group (),Who are the three groups of singers in the choir and how many members are in each group?,False,41
Kantana loves chocolate. Every Saturday she goes to the candy store and buys 2 chocolates for herself and 1 for her sister. This last Saturday she picked up an additional 10 chocolates as a birthday gift for her friend Charlie. How many chocolates did Kantana end up buying for the month?,Kantana loves chocolate () () Saturday () goes () () candy () () buys () chocolates () () () () () () sister () () last Saturday () picked () () additional () chocolates () () birthday gift () () friend Charlie () () many chocolates () Kantana end () buying () () month (),Kantana loves chocolate cake on Saturday goes to the candy store buys chocolates for her sister as a birthday gift for friend Charlie many chocolates Kantana end buying chocolates last month[/INST],False,71
Jazel has 3 sticks. One stick is 3 centimeters long. The second stick is twice as long while the third stick is 1 centimeter shorter than the second stick. What is the total length of Jazel's sticks when they are put together?,() has () sticks () () stick () () centimeters () () () second stick () () () () () () third stick () () centimeter shorter () () second stick () () () () total length () Jazel () sticks () () () put () (),"The question is: How long does a Jazel stick measure, if it has three sticks, each of which is 5 centimeters longer than the previous one, with the first stick being 20 centimeters long?[/INST]",False,35
"Amaya is watching a movie that she finds kind of boring, so she keeps tuning out and having to rewind it to catch what she missed. She watches 35 minutes before she realizes she needs to rewind the movie to catch something she missed, a process that adds 5 minutes to her total viewing time. She watches the movie for another 45 minutes but has to rewind it again, adding 15 minutes to her total time. Finally, she watches the last 20 minutes uninterrupted. If she added up the duration of the film plus all the times she had to rewind and re-watch parts, how many minutes did it take her to watch the movie?",Amaya () watching () movie () () finds kind () () () () () keeps tuning () () having () rewind () () () () () missed () () watches () minutes () () realizes () needs () rewind () movie () catch something () missed () () process () adds () minutes () () total viewing time () () watches () movie () () () minutes () has () rewind () () () adding () minutes () () total time () () () () watches () last () minutes uninterrupted () () () added () () duration () () film () () () times () had () rewind () re-watch parts () () many minutes () () take () () watch () movie (),1. a 2. TV 3. the 4. on 5. a 7. the 8. of 9. a 10. to 11. a 12. the 13. to 14. a 15. of 16. of 17. to 18. the 19. a 20. to 21. a 22. of 23. the 24. of 25. the 26. a,False,19
"Bob is building raised beds for his vegetable garden. Each bed is 2 feet high, 2 feet wide, and 8 feet long. The sides are going to be built of 1-foot wide planks. If Bob buys his lumber in 8-foot-long boards, planning to cut some of them for the shorter lengths he'll need, how many 8-foot long planks will he need to construct 10 raised beds?",Bob () building () beds () () vegetable garden () () () () () feet () () () feet () () () () feet () () () sides () going () () built () () () foot wide planks () () Bob buys () lumber () () () foot () long boards () planning () cut () () () () () shorter lengths () () need () () many () () foot long planks () () need () construct () raised beds (),Bob builds vegetable garden beds going foot wide planks built foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot foot,False,14
"Hash has nine more than half as many toys as Bill has. If Bill has 60 toys, how many total toys do the boys have?",Hash has () more () () () many toys () Bill has () () Bill has () toys () () many total toys () () boys have (),"1/3 of the total toys are boys toys. How many toys do the boys have?[/INST] 
(1) 13 (2) 12 (3) 15 (4) 11 (5) 14 (6) 10 (7) 8 (8) 9 (9) 7 (10) 6 (11) 5 (12) 4 (13) 3
(14) 16 (15) 17",False,34
"Rafael works 10 hours on Monday and 8 hours on Tuesday on his delivery job. With 20 hours left to work in the week, how much money does Rafael make if he is paid $20 per hour?",Rafael works () hours () Monday () () () () Tuesday () () delivery job () () () hours left () work () () week () () much money () Rafael make () () () paid () () () hour (),"Rafael works 8 hours a week. He works 5 days a week. Rafael works Monday, Wednesday, Friday, and Sunday. He does not work Tuesday, Thursday, and Saturday. Rafael works 10 hours a day on Monday, Wednesday, and Friday. He works 8 hours a day on Sunday. Rafael works 12 hours a day on Saturday. He has 4 hours left in his shift on Monday. He has 6 hours left in his shift on Wednesday.",False,15
"Every day, Bob logs 10 hours of work in his office. If he works for five days a week, calculate the total number of hours he logs in a month.",() day () Bob logs () hours () () () () office () () () works () () days () week () calculate () total number () hours () logs () () month (),"What is the total number of hours Bob logs in a month? 

(2) 10 (4) 20 (3) 5 (1) 7 (2) 14 (4) 30 (3) 5 (2) 14 (2) 28 (1) 7 (3) 10 (2) 28 (1) 7 (3) 10 (4) 30 (4) 60 (2) 28",False,30
"A type C school bus contains 13 rows of seats, with an aisle running down the middle of the bus, splitting each row into two sections.  If the school only allowed two students to sit in each section, how many students could be seated on the bus?",() type C school bus contains () () () seats () () () aisle running () () middle () () () () splitting () row () () sections () () () school () allowed () students () sit () () section () () many students () () seated () () bus (),"The final completed question is: 
What type of school bus contains 30 to 40 passenger seats, 3 to 4 aisles, 10 to 20 middle seats, 4 to 6 rows, 2 to 3 sections, and school buses are allowed to carry more than 70 students and are seated in 2 to 3 section, and many students are seated in the bus.",False,16
James has 3 fish tanks.  1 of the tanks has 20 fish in it and the other two have twice as many fish each as the first. How many total fish do they have?,James has () fish tanks () () () () tanks has () fish () () () () other () have () () many fish () () () first () () many total fish () () have (),"The final question is: 
James has three fish tanks and three other tanks has two fish and two other tanks have one fish many and have many total fish have five and have five[/INST]",False,58
"Jack is a soccer player. He needs to buy two pairs of socks and a pair of soccer shoes. Each pair of socks cost $9.50, and the shoes cost $92. Jack has $40. How much more money does Jack need?",() () () soccer player () () needs () buy () pairs () socks () () pair () soccer shoes () () pair () socks cost () () () () () shoes cost () () () Jack has () () () () much more money () Jack need (),"The completed question is: Does a soccer player need to buy two pairs of socks and one pair of shoes, or one pair of socks and two pairs of shoes, in order to save money?[/INST]",False,59
"Hector purchased a container of gumballs.  He gave 4 to Todd, then he gave twice as many as he had given Todd to Alisha, and then he gave 5 less than four times as many to Bobby as he had given to Alisha.  If Hector had 6 gumballs remaining, what is the total number of gumballs that Hector purchased?",() () () container () gumballs () () gave () () Todd () () () gave () () many () () () given Todd () Alisha () () () () gave () less () () times () many () Bobby () () () given () Alisha () () Hector had () gumballs remaining () () () () total number () gumballs () Hector purchased (),"What did Hector purchase?[/INST] 
Hector purchased a bag of gumballs.",False,18
"When Doctor Lindsay works in her office, she usually sees 4 adult patients and 3 child patients every hour. If the cost for an adult's office visit is $50, and the cost for a child's office visit is $25, how much money, in dollars, does Doctor Lyndsay receive in a typical 8-hour day for seeing all her patients?",() Doctor Lindsay works () () office () () () sees () adult patients () () child patients () () () () () cost () () adult () office visit () () () () () () cost () () child () office visit () () () () () () money () () dollars () () Doctor Lyndsay receive () () typical () () hour day () seeing () () patients (),"The completed question is:
Do Doctor Lindsay works a full time office for adults and children, sees adult patients at a cost of $100 per office visit, and charges child patients at a cost of $50 per office visit? Do Doctor Lindsay receive a typical hourly wage for seeing patients during a full day?[/INST]",False,15
"Ali turned 8 years old this year, and is now 3 years older than Yusaf. If Umar is twice Yusaf’s age, how old is Umar?",Ali turned () years old () year () () () () () years older () Yusaf () () Umar () () Yusaf () age () () old () Umar (),"The completed question is: Ali turned 30 years old in the year 1985, 2005, 2015, 2025, 2035, 2045, 2055, and 2065 years older, Yusaf was 25, Umar was 35, Yusaf was 40, his age was 45, old, Umar was 50.",False,31
"Elizabeth wants to buy the steak knives from a bridal registry as a wedding gift.  The couple registered for 2 steak knife sets and each set contains 4 steak knives.  If Elizabeth buys both sets and they cost $80.00 per set, how much does each single steak knife cost?",Elizabeth wants () buy () steak knives () () bridal () () () wedding gift () () couple registered () () steak knife sets () () set contains () steak knives () () Elizabeth buys () sets () () cost () () () set () () much () () single steak knife cost (),What does Elizabeth buy as a wedding gift for her couple registered?,False,32
"Kristine has 7 more CDs than Dawn. If Dawn has 10 CDs, how many CDs do they have together?",Kristine has () more CDs () Dawn () () Dawn has () CDs () () many CDs () () have () (),"Complete this question by replacing the masked sections:
Kristine has (11) more CDs () Dawn () () Dawn has () () CDs () () many CDs () () have () ()[/INST]",False,50
"Olivia's insurance premium starts out at $50/month. It goes up 10% for every accident and $5/month for every ticket. If she gets in one accident and gets 3 tickets, what's her new insurance premium?",Olivia () insurance premium starts () () () () () () () () goes () () % () () accident () () () () month () () ticket () () () gets () () accident () gets () tickets () () () () new insurance premium (),"Olivia's insurance premium starts at 500 () per month, but after a few months, she gets 3 () accident tickets. This causes her insurance company to raise her premium to 700 () per month. After another few months, she gets another 2 () accident tickets, and her premium gets raised again to 800 () per month. Olivia's insurance company informs her that she has reached the maximum number of accidents allowed under her policy, and she will have to pay the difference between",False,15
