original_question,masked_question,generated_question,matched,similarity_score
John's hair grows 1.5 inches every month.  Every time it gets to 9 inches long he cuts it down to 6 inches.  A haircut costs $45 and he gives a 20% tip.  How much does he spend on haircuts a year?,John () hair grows () inches () month () () time () gets () () inches () () cuts () () () () inches () () haircut costs () () () () gives () () % tip () () much () () spend () haircuts () year (),"Question: John's hair grows 0.5 inches per month. Over time, it gets to 6 inches before he cuts it. If each haircut costs $20 and he gives a 15% tip, how much does he spend on haircuts per year?",True,82
"Theresa has 5 more than thrice as many video games as Julia. Julia has a third as many video games as Tory. If Tory has 6 video games, how many video games does Theresa have?",Theresa has () more () thrice () many video games () Julia () Julia has () third () many video games () Tory () () Tory has () video games () () many video games () Theresa have (),"Question: Theresa has 5 more than thrice as many video games as Julia, and Julia has one third as many video games as Tory. If Tory has 18 video games, how many video games does Theresa have?",True,94
"Ali is collecting bottle caps. He has 125 bottle caps. He has red ones and green ones. If he has 50 red caps, what percentage of caps are green?",Ali () collecting bottle () () () has () bottle caps () () has red ones () green ones () () () has () red caps () () percentage () caps () green (),"Question: Ali is collecting bottle caps. He has some bottle caps, and he has red ones and green ones. If he has more red caps, what percentage of the caps are green?",True,89
"Denny is planning to build a modular home.  A 400 square foot Kitchen module costs $20000 and a 150 square foot bathroom module costs $12,000.  All other modules cost $100 per square foot.  If Denny plans to build a 2,000 square foot modular home containing one kitchen and two bathrooms, how much will it cost, in dollars?",Denny () () () build () modular home () () () square foot () module costs () () () () () square foot bathroom module costs () () () () other modules cost () () () square foot () () Denny plans () build () () square foot modular home containing () kitchen () () bathrooms () () much () () cost () () dollars (),"Question: Denny wants to build a modular home where each square foot of a module costs $100, and each square foot bathroom module costs $150. All other modules cost $120 per square foot. If Denny plans to build a 2,000 square foot modular home containing one kitchen and two bathrooms, how much will it cost in dollars?",False,62
James buys pistachios for $10 per can.  Each can is 5 ounces.  He eats 30 ounces of pistachios every 5 days.  How much does he spend on pistachios per week?,James () pistachios () () () () can () () can () () ounces () () eats () ounces () pistachios () () days () () much () () spend () pistachios () week (),"Question: James buys pistachios in bulk and each can contains 16 ounces. If he eats 4 ounces of pistachios every day, how many cans does he need to buy to last him a week?",False,72
"Martha spends 10 minutes turning the router off and on again, six times that long on hold with Comcast, and half as much time as she spent on hold yelling at a customer service representative. How much time did Martha spend on these activities total?",Martha spends () minutes turning () router () () () () () () times () () () hold () Comcast () () () () much time () () () () hold yelling () () () service representative () () much time () Martha spend () () activities total (),Question: Martha spends 15 minutes turning the router on and off multiple times while on hold with Comcast. How much time does she spend on hold yelling at the customer service representative? How much time does Martha spend on these activities in total?,False,54
"Bobby needed to make some trips with his truck and had only 12 gallons of gasoline. He drives to a supermarket 5 miles away and then drives back home. Then he headed to his farm which was 6 miles away. Two miles into the journey, he turned around and drove back home to retrieve some farming tools he forgot to take earlier and drove down to the farm. If he now has exactly 2 gallons of gasoline left, at what rate in miles per gallon has his truck been consuming gasoline?",Bobby () () () () trips () () truck () had () () gallons () gasoline () () drives () () supermarket () miles () () () drives () () () () () headed () () farm () () () miles () () () miles () () journey () () turned () () drove () () () retrieve () farming tools () forgot () take () () drove () () () farm () () () () has () () gallons () gasoline left () () () rate () miles () gallon () () truck () consuming gasoline (),"Question: Bobby initially planned two trips with his truck. He had a full tank of 20 gallons of gasoline. First, he drives to the supermarket, which is 10 miles away, and then drives back home. Next, he drives to a farm, which is 30 miles away, and then returns home, totaling 60 miles for this journey. However, he turned back halfway through and drove an additional 10 miles to retrieve some farming tools he forgot to take. After he drove back to the farm and returned home, he has 10 gallons of gasoline left. What is the rate in miles per gallon at which his truck is consuming gasoline?",False,17
"In a grocery store, the daily salary of the manager is $5 and the clerk is $2. If there are currently 2 managers and 3 clerks employed in the grocery store, how much is the total daily salary of all the employees of the grocery store?",() () grocery store () () daily salary () () manager () () () () () clerk () () () () () () are () () managers () () clerks employed () () grocery store () () much () () total daily salary () () () employees () () grocery store (),"How does a grocery store determine the daily salary of its manager and clerks? If there are multiple managers and clerks employed at the grocery store, how much is the total daily salary of all employees at the grocery store?",False,65
"Exactly two-fifths of NBA players who signed up for a test are aged between 25 and 35 years. If three-eighths of them are older than 35, and a total of 1000 players signed up, how many players are younger than 25 years?",() () () fifths () NBA players () signed () () () test () aged () () () () years () () () () () () () () older () () () () () total () () players signed () () () many players () younger () () years (),"Question: What fraction of NBA players who signed up for the test were aged 25 years or older, and what is the total number of players signed up? How many players were younger than 25 years old?",False,70
"If you buy a dozen of doughnuts, it costs $8; but if you buy 2 dozens, it costs $14. How much will you save from buying 3 sets of 2 dozens than buying 6 sets of 1 dozen?",() () buy () () () doughnuts () () costs () () () () () () buy () dozens () () costs () () () () much () () save () buying () sets () () dozens () buying () sets () () () (),"How many doughnuts can you buy if each dozen costs $5? If you buy 3 dozens, how much does it cost? How much do you save by buying 3 sets of dozens compared to buying 3 sets individually?",False,50
"Bridget counted 14 shooting stars in the night sky.  Reginald counted two fewer shooting stars than did Bridget, but Sam counted four more shooting stars than did Reginald.  How many more shooting stars did Sam count in the night sky than was the average number of shooting stars observed for the three of them?",() () () shooting () () () night sky () Reginald counted () fewer shooting stars () did Bridget () () Sam counted () more shooting stars () did Reginald () () many more shooting stars () Sam count () () night sky () () () average number () shooting stars observed () () () () () (),"Question: While observing the night sky, Reginald counted 3 fewer shooting stars than Bridget did, and Sam counted 5 more shooting stars than Reginald. How many more shooting stars did Sam count in the night sky compared to the average number of shooting stars observed by the three of them?",False,11
"George and Harry want to fill a pool with buckets. George can carry two buckets each round, and Harry can carry three buckets each round. If it takes 110 buckets to fill the pool, how many rounds will it take to fill the pool?",George () Harry want () fill () pool () buckets () George () () () buckets () () () () Harry () carry () buckets () () () () () takes () buckets () fill () pool () () many rounds () () take () fill () pool (),"Question: George and Harry want to fill a pool using buckets. George can carry 3 buckets at a time, while Harry can carry 2 buckets. If it takes 10 buckets to fill the pool, how many rounds will it take to fill the pool completely?",False,75
Luther made 12 pancakes for breakfast. His family has 8 people. How many more pancakes must he make for everyone to have a second pancake?,Luther made () () () breakfast () () family has () people () () many more pancakes () () make () everyone () have () second pancake (),"Question: Luther made pancakes for breakfast, but his family has six people. How many more pancakes should he make for everyone to have a second pancake each?",True,87
"Phantom's mom gave him $50 to buy printer-inks. At the store, he bought two black printer inks which cost $11 each, three red printer inks which cost $15 each, and two yellow printer inks which cost $13 each. Phantom found out that his money is not enough to buy all the printer inks. How much more money should he ask his mom to be able to buy the printer inks?",Phantom () () gave () () () () () () () inks () () () store () () bought () black printer inks () cost () () () () () red printer inks () cost () () () () () () yellow printer inks () cost () () () () Phantom found () () () money () () enough () buy () () printer inks () () much more money () () ask () mom () () able () buy () printer inks (),"Question: Phantom went to the store and found that the black printer inks cost more than the red printer inks, and the red printer inks cost more than the yellow printer inks. Phantom found that the money he had was not enough to buy all the printer inks. How much more money should he ask his mom for to be able to buy all the printer inks?",False,11
Jack bought 55 apples. He wants to give 10 to his father and then equally share the remaining apples between him and his 4 friends. How many apples will each of them get?,Jack bought () apples () () wants () give () () () father () () () share () remaining apples () () () () () friends () () many apples () () () () get (),Question: Jack bought some apples and he wants to give a few to his father and then share the remaining apples with his friends. How many apples will each friend get?,True,81
"Amanda is figuring out how many bags of grass seed she needs to buy to cover a new lot the city is turning into a park. The lot measures 120 feet by 60 feet. One section that measures 40 feet by 40 feet will be covered with concrete, and the rest needs to be covered in grass seeds. Each bag of grass seeds covers 56 square feet. How many bags of grass seeds does Amanda need?",Amanda () figuring () () many bags () grass seed () needs () () () cover () new lot () city () () () () park () () lot measures () feet () () feet () () section () measures () feet () () feet () () covered () concrete () () () rest needs () () covered () grass seeds () () bag () grass seeds covers () square feet () () many bags () grass seeds () Amanda need (),"Question: Amanda is figuring out how many bags of grass seed she needs to use to cover a new lot in the city for a park. The lot measures 100 feet by 150 feet, and a section of it measures 20 feet by 30 feet that is covered with concrete. The rest needs to be covered with grass seeds. Each bag of grass seeds covers 500 square feet. How many bags of grass seeds does Amanda need?",False,52
Jake buys 2-pound packages of sausages.  He buys 3 of them and they are $4 a pound.  How much does he pay?,Jake buys () () pound packages () sausages () () buys () () () () () () () () () pound () () much () () pay (),"Question: Jake buys three 2-pound packages of sausages. If he buys them at $5 per pound, how much does he pay in total?",False,76
"There are 20 students in a class. Only one-fourth of the students stayed in the classroom while the rest went to the playground. Of those who went to the playground, one-third are boys. How many girls are there on the playground from this class?",() are () students () () () () () () () fourth () () students stayed () () classroom () () rest went () () playground () () () () went () () playground () () () third () boys () () many girls () () () () playground () () class (),"How many students from the fourth grade stayed in the classroom while the rest went to the playground? If 15 students went to the playground and there were 20 students in total, how many boys and how many girls from the class went to the playground from the third grade class?",False,12
"Tammy wants to run 3500 meters per week. She knows her track at school is 50 meters around. If she wants to run the same amount each day, how many loops should she make per day?",Tammy wants () run () () () week () () knows () track () school () () meters () () () () wants () run () same amount () day () () many loops () () make () day (),"Question: Tammy wants to run every day this week and she knows the track at her school is 400 meters long. If she wants to run the same amount each day, how many loops should she make each day?",True,84
"As a child, Bobby was able to jump rope 30 times per minute. Now that he is an adult, he can jump 1 jump per second. How many more jumps than when he was a child is Bobby able to jump now that he is an adult?",() () child () Bobby () able () () rope () times () minute () () () () () () adult () () () jump () jump () second () () many more jumps () () () () () child () Bobby able () jump () () () () () adult (),How many times can the child named Bobby jump rope in a minute compared to an adult who can jump once every second? How many more jumps can the child Bobby make in a minute than the adult?,False,64
"Enid and Aaron are knitting clothes for their store. Aaron makes 10 scarves and 5 sweaters, and Enid makes 8 sweaters. If a scarf uses 3 balls of wool and a sweater uses 4 balls of wool, how many balls of wool did Enid and Aaron use in total?",() () Aaron () knitting clothes () () store () () makes () scarves () () sweaters () () Enid makes () sweaters () () () scarf uses () balls () wool () () sweater uses () balls () wool () () many balls () wool did Enid () Aaron use () total (),"Question: If Aaron is knitting clothes for a store and he makes 5 scarves and 3 sweaters, while Enid makes 2 sweaters and 1 scarf, and each scarf uses 2 balls of wool and each sweater uses 4 balls of wool, how many balls of wool did Enid and Aaron use in total?",False,11
"A trolley driver picked up 10 people on his 1st stop.  On the next stop, 3 people got off and twice as many people from the 1st stop got on.  On the third stop, 18 people got off and 2 got on.  How many people are currently on the trolley?",() trolley () picked () () people () () 1st stop () () () next stop () () people got () () () () many people () () 1st stop got () () () () third stop () () people got () () () got () () () many people () () () () trolley (),"Question: A trolley initially picked up 5 people at the 1st stop. At the next stop, 3 people got off and 4 people got on. How many people who were at the 1st stop got off at the third stop if 2 people got off and 6 got on? How many people are now on the trolley?",False,24
"Mikail's birthday is tomorrow. He will be 3 times older than he was when he was three. On his birthday, his parents give him $5 for every year old he is. How much money will they give him?",Mikail () birthday () () () () () () () times older () () () () () () () () () () birthday () () parents give () () () () () year old () () () () much money () () give () (),"Question: Mikail celebrated his birthday recently. He is now three times older than he was five years ago. On his birthday, his parents gave him a gift. If Mikail is now 15 years old, how much money did they give him?",False,24
Colleen is making a batch of 48 cookies. She's going to add 108 chocolate chips and one-third as many M&Ms to the whole batch. What are the average number of chocolate pieces in each cookie?,Colleen () making () batch () () cookies () () () going () add () chocolate chips () () () third () many M&Ms () () whole batch () () () () average number () chocolate pieces () () cookie (),Question: Colleen is making a batch of cookies and is going to add some chocolate chips and one third as many M&Ms to the whole batch. What is the average number of chocolate pieces in each cookie?,True,90
"A choir splits into 3 groups for their performances. The first group has 25 members, and the second group has 30 members. The third group has the remaining members of the choir. If the choir overall has 70 members, how many members are in the third group?",() choir splits () () groups () () performances () () first group has () members () () () second group has () members () () third group has () remaining members () () choir () () () choir () has () members () () many members () () () third group (),"Question: The choir splits into three groups for their performances. The first group has 15 members, the second group has 20 members, and the third group has the remaining members. If the choir as a whole has 50 members, how many members are in the third group?",False,48
Kantana loves chocolate. Every Saturday she goes to the candy store and buys 2 chocolates for herself and 1 for her sister. This last Saturday she picked up an additional 10 chocolates as a birthday gift for her friend Charlie. How many chocolates did Kantana end up buying for the month?,Kantana loves chocolate () () Saturday () goes () () candy () () buys () chocolates () () () () () () sister () () last Saturday () picked () () additional () chocolates () () birthday gift () () friend Charlie () () many chocolates () Kantana end () buying () () month (),"Question: Kantana loves chocolate. On Saturday, she goes to the candy store and buys some chocolates. She also buys some for her sister. On the last Saturday, she picked up some additional chocolates as a birthday gift for her friend Charlie. How many chocolates did Kantana end up buying that month?",False,35
Jazel has 3 sticks. One stick is 3 centimeters long. The second stick is twice as long while the third stick is 1 centimeter shorter than the second stick. What is the total length of Jazel's sticks when they are put together?,() has () sticks () () stick () () centimeters () () () second stick () () () () () () third stick () () centimeter shorter () () second stick () () () () total length () Jazel () sticks () () () put () (),"Who has three sticks where the first stick is 10 centimeters long, the second stick is 5 centimeters longer than the first stick, and the third stick is 2 centimeters shorter than the second stick? What is the total length of Jazel's sticks when they are put together?",False,40
"Amaya is watching a movie that she finds kind of boring, so she keeps tuning out and having to rewind it to catch what she missed. She watches 35 minutes before she realizes she needs to rewind the movie to catch something she missed, a process that adds 5 minutes to her total viewing time. She watches the movie for another 45 minutes but has to rewind it again, adding 15 minutes to her total time. Finally, she watches the last 20 minutes uninterrupted. If she added up the duration of the film plus all the times she had to rewind and re-watch parts, how many minutes did it take her to watch the movie?",Amaya () watching () movie () () finds kind () () () () () keeps tuning () () having () rewind () () () () () missed () () watches () minutes () () realizes () needs () rewind () movie () catch something () missed () () process () adds () minutes () () total viewing time () () watches () movie () () () minutes () has () rewind () () () adding () minutes () () total time () () () () watches () last () minutes uninterrupted () () () added () () duration () () film () () () times () had () rewind () re-watch parts () () many minutes () () take () () watch () movie (),"Question: Amaya is watching a movie and finds it kind of confusing, so she keeps tuning out and having to rewind it. She realizes she missed some parts, so she rewatches a few minutes and realizes she needs to rewind the movie again to catch something else she missed. This process adds several minutes to her total viewing time. She watches the movie for 120 minutes but has to rewind it multiple times, adding 15 minutes to the total time. Finally, she watches the last 10 minutes uninterrupted. With the added time due to the duration of the film and the times she had to rewind and re-watch parts, how many minutes did it take her to watch the movie in total?",False,31
"Bob is building raised beds for his vegetable garden. Each bed is 2 feet high, 2 feet wide, and 8 feet long. The sides are going to be built of 1-foot wide planks. If Bob buys his lumber in 8-foot-long boards, planning to cut some of them for the shorter lengths he'll need, how many 8-foot long planks will he need to construct 10 raised beds?",Bob () building () beds () () vegetable garden () () () () () feet () () () feet () () () () feet () () () sides () going () () built () () () foot wide planks () () Bob buys () lumber () () () foot () long boards () planning () cut () () () () () shorter lengths () () need () () many () () foot long planks () () need () construct () raised beds (),"Question: Bob is building raised beds for his vegetable garden. Each bed is 4 feet wide and 8 feet long. The sides are going to be built using 8-foot wide planks. If Bob buys lumber in 8-foot long boards and is planning to cut them into shorter lengths, how many 8-foot long planks will he need to construct the raised beds?",False,59
"Hash has nine more than half as many toys as Bill has. If Bill has 60 toys, how many total toys do the boys have?",Hash has () more () () () many toys () Bill has () () Bill has () toys () () many total toys () () boys have (),"Question: Hash has 5 more toys than Bill has. If Bill has 8 toys, how many total toys do the two boys have together?",False,77
"Rafael works 10 hours on Monday and 8 hours on Tuesday on his delivery job. With 20 hours left to work in the week, how much money does Rafael make if he is paid $20 per hour?",Rafael works () hours () Monday () () () () Tuesday () () delivery job () () () hours left () work () () week () () much money () Rafael make () () () paid () () () hour (),"Question: Rafael works 8 hours on Monday and 6 hours on Tuesday at his delivery job. If he has 26 hours left to work for the week, how much money will Rafael make if he is paid $15 per hour?",True,87
"Every day, Bob logs 10 hours of work in his office. If he works for five days a week, calculate the total number of hours he logs in a month.",() day () Bob logs () hours () () () () office () () () works () () days () week () calculate () total number () hours () logs () () month (),"What day does Bob log the most hours at the office, and how many days a week does he work? Can you calculate the total number of hours he logs in a month?",False,68
"A type C school bus contains 13 rows of seats, with an aisle running down the middle of the bus, splitting each row into two sections.  If the school only allowed two students to sit in each section, how many students could be seated on the bus?",() type C school bus contains () () () seats () () () aisle running () () middle () () () () splitting () row () () sections () () () school () allowed () students () sit () () section () () many students () () seated () () bus (),"What type C school bus contains 24 passenger seats with an aisle running down the middle, splitting each row into two sections? If each school is allowed 2 students to sit in each section, how many students can be seated on the bus?",False,26
James has 3 fish tanks.  1 of the tanks has 20 fish in it and the other two have twice as many fish each as the first. How many total fish do they have?,James has () fish tanks () () () () tanks has () fish () () () () other () have () () many fish () () () first () () many total fish () () have (),"Sure, here's a completed version of the question:

Question: James has three fish tanks. One of the tanks has five fish, and the other two tanks have seven fish each. How many fish are in the first tank, and how many total fish does he have in all?",False,38
"Jack is a soccer player. He needs to buy two pairs of socks and a pair of soccer shoes. Each pair of socks cost $9.50, and the shoes cost $92. Jack has $40. How much more money does Jack need?",() () () soccer player () () needs () buy () pairs () socks () () pair () soccer shoes () () pair () socks cost () () () () () shoes cost () () () Jack has () () () () much more money () Jack need (),"Question: If a soccer player needs to buy 3 pairs of socks and 1 pair of soccer shoes, and each pair of socks costs $5 while the shoes cost $50, how much more money does Jack need?",True,82
"Hector purchased a container of gumballs.  He gave 4 to Todd, then he gave twice as many as he had given Todd to Alisha, and then he gave 5 less than four times as many to Bobby as he had given to Alisha.  If Hector had 6 gumballs remaining, what is the total number of gumballs that Hector purchased?",() () () container () gumballs () () gave () () Todd () () () gave () () many () () () given Todd () Alisha () () () () gave () less () () times () many () Bobby () () () given () Alisha () () Hector had () gumballs remaining () () () () total number () gumballs () Hector purchased (),"How many gumballs did the container have if it gave twice as many gumballs to Todd as it gave to Alisha, and it gave three times as many to Bobby as it had given to Alisha, and Hector had 15 gumballs remaining? What was the total number of gumballs that Hector purchased?",False,6
"When Doctor Lindsay works in her office, she usually sees 4 adult patients and 3 child patients every hour. If the cost for an adult's office visit is $50, and the cost for a child's office visit is $25, how much money, in dollars, does Doctor Lyndsay receive in a typical 8-hour day for seeing all her patients?",() Doctor Lindsay works () () office () () () sees () adult patients () () child patients () () () () () cost () () adult () office visit () () () () () () cost () () child () office visit () () () () () () money () () dollars () () Doctor Lyndsay receive () () typical () () hour day () seeing () () patients (),"Question: How many adult patients does Doctor Lindsay see in her office if she sees both adult patients and child patients? If the cost for an adult office visit is $100 and the cost for a child office visit is $80, how much money does Doctor Lindsay receive in a typical 8-hour day from seeing these patients?",False,40
"Ali turned 8 years old this year, and is now 3 years older than Yusaf. If Umar is twice Yusaf’s age, how old is Umar?",Ali turned () years old () year () () () () () years older () Yusaf () () Umar () () Yusaf () age () () old () Umar (),Question: Ali turned 12 years old this year. He is 3 years older than Yusaf and 5 years older than Umar. What is Yusaf's age if Umar is 7 years old?,False,60
"Elizabeth wants to buy the steak knives from a bridal registry as a wedding gift.  The couple registered for 2 steak knife sets and each set contains 4 steak knives.  If Elizabeth buys both sets and they cost $80.00 per set, how much does each single steak knife cost?",Elizabeth wants () buy () steak knives () () bridal () () () wedding gift () () couple registered () () steak knife sets () () set contains () steak knives () () Elizabeth buys () sets () () cost () () () set () () much () () single steak knife cost (),"Elizabeth wants to buy some steak knives as a bridal shower or wedding gift for a couple registered for two steak knife sets. Each set contains six steak knives. If Elizabeth buys both sets and the cost of each set is $60, how much does a single steak knife cost?",False,24
"Kristine has 7 more CDs than Dawn. If Dawn has 10 CDs, how many CDs do they have together?",Kristine has () more CDs () Dawn () () Dawn has () CDs () () many CDs () () have () (),"Kristine has 5 more CDs than Dawn. If Dawn has 10 CDs, how many CDs do they have together?",True,99
"Olivia's insurance premium starts out at $50/month. It goes up 10% for every accident and $5/month for every ticket. If she gets in one accident and gets 3 tickets, what's her new insurance premium?",Olivia () insurance premium starts () () () () () () () () goes () () % () () accident () () () () month () () ticket () () () gets () () accident () gets () tickets () () () () new insurance premium (),"Question: Olivia's insurance premium starts at $100 per month. If she goes one year without an accident or ticket, she gets a 10% discount. If she gets into an accident or gets any tickets, her new insurance premium increases.",False,51
