original_question,masked_question,generated_question,matched,similarity_score
John's hair grows 1.5 inches every month.  Every time it gets to 9 inches long he cuts it down to 6 inches.  A haircut costs $45 and he gives a 20% tip.  How much does he spend on haircuts a year?,John () hair grows () inches () month () () time () gets () () inches () () cuts () () () () inches () () haircut costs () () () () gives () () % tip () () much () () spend () haircuts () year (),John's hair grows 2 inches per month so every time he gets it cut 6 inches off. His haircut costs 45 dollars and he gives a 20% tip. How much does he spend on haircuts per year?,True,81
"Theresa has 5 more than thrice as many video games as Julia. Julia has a third as many video games as Tory. If Tory has 6 video games, how many video games does Theresa have?",Theresa has () more () thrice () many video games () Julia () Julia has () third () many video games () Tory () () Tory has () video games () () many video games () Theresa have (),Theresa has 6 more than thrice as many video games as Julia and Julia has a third as many video games as Tory and if Tory has 12 video games how many video games does Theresa have?,True,95
"Ali is collecting bottle caps. He has 125 bottle caps. He has red ones and green ones. If he has 50 red caps, what percentage of caps are green?",Ali () collecting bottle () () () has () bottle caps () () has red ones () green ones () () () has () red caps () () percentage () caps () green (),"Ali enjoys collecting bottle caps from soda bottles. He has 80 bottle caps total. 32 has red ones and 48 green ones. If Ali has 32 red caps, what percentage of caps are green ones?",True,83
"Denny is planning to build a modular home.  A 400 square foot Kitchen module costs $20000 and a 150 square foot bathroom module costs $12,000.  All other modules cost $100 per square foot.  If Denny plans to build a 2,000 square foot modular home containing one kitchen and two bathrooms, how much will it cost, in dollars?",Denny () () () build () modular home () () () square foot () module costs () () () () () square foot bathroom module costs () () () () other modules cost () () () square foot () () Denny plans () build () () square foot modular home containing () kitchen () () bathrooms () () much () () cost () () dollars (),"Denny wants to build a modular home where a 400 square foot kitchen module costs $50,000, a 200 square foot bathroom module costs $30,000, and other modules cost $100 per square foot. If Denny plans to build a 2,000 square foot modular home containing one kitchen and two bathrooms, how much will it cost in dollars?",False,44
James buys pistachios for $10 per can.  Each can is 5 ounces.  He eats 30 ounces of pistachios every 5 days.  How much does he spend on pistachios per week?,James () pistachios () () () () can () () can () () ounces () () eats () ounces () pistachios () () days () () much () () spend () pistachios () week (),James buys pistachios at $8 per pound and can get one can of 16 ounces of pistachios. He eats 4 ounces of pistachios every 2 days. How much does he spend on pistachios per week?,True,81
"Martha spends 10 minutes turning the router off and on again, six times that long on hold with Comcast, and half as much time as she spent on hold yelling at a customer service representative. How much time did Martha spend on these activities total?",Martha spends () minutes turning () router () () () () () () times () () () hold () Comcast () () () () much time () () () () hold yelling () () () service representative () () much time () Martha spend () () activities total (),Martha spends 45 minutes turning her router off and on three times and 30 minutes on hold with Comcast customer service and 15 minutes on hold yelling at the service representative. How much time did Martha spend on these activities total?,False,35
"Bobby needed to make some trips with his truck and had only 12 gallons of gasoline. He drives to a supermarket 5 miles away and then drives back home. Then he headed to his farm which was 6 miles away. Two miles into the journey, he turned around and drove back home to retrieve some farming tools he forgot to take earlier and drove down to the farm. If he now has exactly 2 gallons of gasoline left, at what rate in miles per gallon has his truck been consuming gasoline?",Bobby () () () () trips () () truck () had () () gallons () gasoline () () drives () () supermarket () miles () () () drives () () () () () headed () () farm () () () miles () () () miles () () journey () () turned () () drove () () () retrieve () farming tools () forgot () take () () drove () () () farm () () () () has () () gallons () gasoline left () () () rate () miles () gallon () () truck () consuming gasoline (),Bobby had a large pickup truck that had 20 gallons of gasoline when he drives to the supermarket 5 miles away and then drives back home before headed to his farm which was 15 miles away but 8 miles into the journey he suddenly turned around and drove back home to retrieve his farming tools he forgot to take so he drove all the way to the farm again and now he has 12 gallons of gasoline left at the current rate of 10 miles per gallon is his truck consuming gasoline efficiently?,False,7
"In a grocery store, the daily salary of the manager is $5 and the clerk is $2. If there are currently 2 managers and 3 clerks employed in the grocery store, how much is the total daily salary of all the employees of the grocery store?",() () grocery store () () daily salary () () manager () () () () () clerk () () () () () () are () () managers () () clerks employed () () grocery store () () much () () total daily salary () () () employees () () grocery store (),At a grocery store the daily salary of a manager is $240 and a clerk earns $160 per day. If there are 12 managers and 15 clerks employed at the grocery store how much is the total daily salary of all employees at the grocery store?,False,30
"Exactly two-fifths of NBA players who signed up for a test are aged between 25 and 35 years. If three-eighths of them are older than 35, and a total of 1000 players signed up, how many players are younger than 25 years?",() () () fifths () NBA players () signed () () () test () aged () () () () years () () () () () () () () older () () () () () total () () players signed () () () many players () younger () () years (),How many fifths of NBA players who signed and passed the test were aged between 25 and 30 years old if two thirds of the total 300 players signed and those younger than 25 years old?,False,70
"If you buy a dozen of doughnuts, it costs $8; but if you buy 2 dozens, it costs $14. How much will you save from buying 3 sets of 2 dozens than buying 6 sets of 1 dozen?",() () buy () () () doughnuts () () costs () () () () () () buy () dozens () () costs () () () () much () () save () buying () sets () () dozens () buying () sets () () () (),How much will I save if I buy two dozen doughnuts at once if one dozen costs $5.99 at regular price and when I buy two dozens at once it costs $9.99 instead? How much will I save by buying two sets of two dozens versus buying four sets of one dozen?,False,23
"Bridget counted 14 shooting stars in the night sky.  Reginald counted two fewer shooting stars than did Bridget, but Sam counted four more shooting stars than did Reginald.  How many more shooting stars did Sam count in the night sky than was the average number of shooting stars observed for the three of them?",() () () shooting () () () night sky () Reginald counted () fewer shooting stars () did Bridget () () Sam counted () more shooting stars () did Reginald () () many more shooting stars () Sam count () () night sky () () () average number () shooting stars observed () () () () () (),"During a meteor shower shooting event one summer night sky, Reginald counted 15 fewer shooting stars than did Bridget, while Sam counted 12 more shooting stars than did Reginald. How many more shooting stars did Sam count in the night sky compared to Bridget if the average number of shooting stars observed by the three friends was 42?",False,37
"George and Harry want to fill a pool with buckets. George can carry two buckets each round, and Harry can carry three buckets each round. If it takes 110 buckets to fill the pool, how many rounds will it take to fill the pool?",George () Harry want () fill () pool () buckets () George () () () buckets () () () () Harry () carry () buckets () () () () () takes () buckets () fill () pool () () many rounds () () take () fill () pool (),"George and Harry want to fill their pool with buckets but George can only carry 3 buckets at a time while Harry can carry 2 buckets at a time. If it takes 30 buckets to fill the pool, how many rounds will they take to fill the pool together?",False,23
Luther made 12 pancakes for breakfast. His family has 8 people. How many more pancakes must he make for everyone to have a second pancake?,Luther made () () () breakfast () () family has () people () () many more pancakes () () make () everyone () have () second pancake (),Luther made enough fresh breakfast so his family has 8 people and how many more pancakes should he make if everyone will have a second pancake?,True,82
"Phantom's mom gave him $50 to buy printer-inks. At the store, he bought two black printer inks which cost $11 each, three red printer inks which cost $15 each, and two yellow printer inks which cost $13 each. Phantom found out that his money is not enough to buy all the printer inks. How much more money should he ask his mom to be able to buy the printer inks?",Phantom () () gave () () () () () () () inks () () () store () () bought () black printer inks () cost () () () () () red printer inks () cost () () () () () () yellow printer inks () cost () () () () Phantom found () () () money () () enough () buy () () printer inks () () much more money () () ask () mom () () able () buy () printer inks (),Phantom Electronics Store had three different types of printer inks in store when John bought six black printer inks that cost three dollars each and four red printer inks that cost four dollars each and three yellow printer inks that cost five dollars each. Phantom found that his own money was not enough to buy all the printer inks so how much more money did he ask his mom to be able to buy the printer inks?,False,18
Jack bought 55 apples. He wants to give 10 to his father and then equally share the remaining apples between him and his 4 friends. How many apples will each of them get?,Jack bought () apples () () wants () give () () () father () () () share () remaining apples () () () () () friends () () many apples () () () () get (),Jack bought 48 apples and he wants to give 12 to his father and then share the remaining apples equally with his three friends. How many apples will each friend get?,True,83
"Amanda is figuring out how many bags of grass seed she needs to buy to cover a new lot the city is turning into a park. The lot measures 120 feet by 60 feet. One section that measures 40 feet by 40 feet will be covered with concrete, and the rest needs to be covered in grass seeds. Each bag of grass seeds covers 56 square feet. How many bags of grass seeds does Amanda need?",Amanda () figuring () () many bags () grass seed () needs () () () cover () new lot () city () () () () park () () lot measures () feet () () feet () () section () measures () feet () () feet () () covered () concrete () () () rest needs () () covered () grass seeds () () bag () grass seeds covers () square feet () () many bags () grass seeds () Amanda need (),"Amanda is figuring out how many bags of grass seed she needs to help cover a new lot in city park. The lot measures 150 feet by 75 feet but one section that measures 30 feet by 40 feet is covered in concrete and the rest needs to be covered in grass seeds. If one bag of grass seeds covers 500 square feet, how many bags of grass seeds does Amanda need?",False,42
Jake buys 2-pound packages of sausages.  He buys 3 of them and they are $4 a pound.  How much does he pay?,Jake buys () () pound packages () sausages () () buys () () () () () () () () () pound () () much () () pay (),Jake buys three 2 pound packages of sausages and he buys four 3 pound packages of chicken at $4 per pound. How much did he pay?,False,74
"There are 20 students in a class. Only one-fourth of the students stayed in the classroom while the rest went to the playground. Of those who went to the playground, one-third are boys. How many girls are there on the playground from this class?",() are () students () () () () () () () fourth () () students stayed () () classroom () () rest went () () playground () () () () went () () playground () () () third () boys () () many girls () () () () playground () () class (),"There are 48 students in class 4A. When 12 students stayed in the classroom and the rest went to the playground at recess, 15 boys went to the playground and one third of boys were girls. How many girls were on the playground during class recess?",False,13
"Tammy wants to run 3500 meters per week. She knows her track at school is 50 meters around. If she wants to run the same amount each day, how many loops should she make per day?",Tammy wants () run () () () week () () knows () track () school () () meters () () () () wants () run () same amount () day () () many loops () () make () day (),"Tammy wants to run 10 kilometers this week and she knows the track at school is 400 meters long. If she wants to run the same amount each day for 5 days, how many loops will she make per day?",True,86
"As a child, Bobby was able to jump rope 30 times per minute. Now that he is an adult, he can jump 1 jump per second. How many more jumps than when he was a child is Bobby able to jump now that he is an adult?",() () child () Bobby () able () () rope () times () minute () () () () () () adult () () () jump () jump () second () () many more jumps () () () () () child () Bobby able () jump () () () () () adult (),How many times can Bobby skip rope 20 times per minute if an adult can jump 15 times per second and make 100 more jumps than the child? Is Bobby able to skip faster than the adult?,False,69
"Enid and Aaron are knitting clothes for their store. Aaron makes 10 scarves and 5 sweaters, and Enid makes 8 sweaters. If a scarf uses 3 balls of wool and a sweater uses 4 balls of wool, how many balls of wool did Enid and Aaron use in total?",() () Aaron () knitting clothes () () store () () makes () scarves () () sweaters () () Enid makes () sweaters () () () scarf uses () balls () wool () () sweater uses () balls () wool () () many balls () wool did Enid () Aaron use () total (),"How many balls of wool did Aaron and Enid use in total if Aaron makes 3 scarves and 2 sweaters while Enid makes 4 sweaters and 1 scarf, where each scarf uses 2 balls of wool and each sweater uses 5 balls of wool?",False,17
"A trolley driver picked up 10 people on his 1st stop.  On the next stop, 3 people got off and twice as many people from the 1st stop got on.  On the third stop, 18 people got off and 2 got on.  How many people are currently on the trolley?",() trolley () picked () () people () () 1st stop () () () next stop () () people got () () () () many people () () 1st stop got () () () () third stop () () people got () () () got () () () many people () () () () trolley (),"A trolley bus picked up 12 people at the 1st stop and then at the next stop 8 more people got on board. If 5 people at the 1st stop got off and at the third stop 3 more people got off, how many people were on the trolley now?",False,19
"Mikail's birthday is tomorrow. He will be 3 times older than he was when he was three. On his birthday, his parents give him $5 for every year old he is. How much money will they give him?",Mikail () birthday () () () () () () () times older () () () () () () () () () () birthday () () parents give () () () () () year old () () () () much money () () give () (),"Mikail's birthday was yesterday and he is four times older than his sister. When her birthday comes, his parents give her ten dollars for each year old she is. How much money will they give her?",False,71
Colleen is making a batch of 48 cookies. She's going to add 108 chocolate chips and one-third as many M&Ms to the whole batch. What are the average number of chocolate pieces in each cookie?,Colleen () making () batch () () cookies () () () going () add () chocolate chips () () () third () many M&Ms () () whole batch () () () () average number () chocolate pieces () () cookie (),Colleen is making a batch of 60 cookies and is going to add 180 chocolate chips and one third as many M&Ms to the whole batch of cookies. What is the average number of chocolate pieces per cookie?,True,89
"A choir splits into 3 groups for their performances. The first group has 25 members, and the second group has 30 members. The third group has the remaining members of the choir. If the choir overall has 70 members, how many members are in the third group?",() choir splits () () groups () () performances () () first group has () members () () () second group has () members () () third group has () remaining members () () choir () () () choir () has () members () () many members () () () third group (),"The choir splits into three groups for their performances. The first group has 15 members and the second group has 12 members. The third group has the remaining members of the choir. If the entire choir now has 42 members, how many members are in the third group?",False,47
Kantana loves chocolate. Every Saturday she goes to the candy store and buys 2 chocolates for herself and 1 for her sister. This last Saturday she picked up an additional 10 chocolates as a birthday gift for her friend Charlie. How many chocolates did Kantana end up buying for the month?,Kantana loves chocolate () () Saturday () goes () () candy () () buys () chocolates () () () () () () sister () () last Saturday () picked () () additional () chocolates () () birthday gift () () friend Charlie () () many chocolates () Kantana end () buying () () month (),Kantana loves chocolate and every Saturday she goes to the candy store and buys two chocolates for her little sister but last Saturday she picked up three additional dark chocolates as a birthday gift for her friend Charlie so how many chocolates did Kantana end up buying this month alone?,False,72
Jazel has 3 sticks. One stick is 3 centimeters long. The second stick is twice as long while the third stick is 1 centimeter shorter than the second stick. What is the total length of Jazel's sticks when they are put together?,() has () sticks () () stick () () centimeters () () () second stick () () () () () () third stick () () centimeter shorter () () second stick () () () () total length () Jazel () sticks () () () put () (),Jazel has three sticks where the first stick is 12 centimeters long and the second stick is 5 centimeters longer than the first stick and the third stick is one centimeter shorter than the second stick. What is the total length of all Jazel's sticks if they are put together?,False,31
"Amaya is watching a movie that she finds kind of boring, so she keeps tuning out and having to rewind it to catch what she missed. She watches 35 minutes before she realizes she needs to rewind the movie to catch something she missed, a process that adds 5 minutes to her total viewing time. She watches the movie for another 45 minutes but has to rewind it again, adding 15 minutes to her total time. Finally, she watches the last 20 minutes uninterrupted. If she added up the duration of the film plus all the times she had to rewind and re-watch parts, how many minutes did it take her to watch the movie?",Amaya () watching () movie () () finds kind () () () () () keeps tuning () () having () rewind () () () () () missed () () watches () minutes () () realizes () needs () rewind () movie () catch something () missed () () process () adds () minutes () () total viewing time () () watches () movie () () () minutes () has () rewind () () () adding () minutes () () total time () () () () watches () last () minutes uninterrupted () () () added () () duration () () film () () () times () had () rewind () re-watch parts () () many minutes () () take () () watch () movie (),"Amaya was watching a new movie when she finds herself kind of distracted and keeps tuning out, having to rewind scenes she missed. She watches 30 minutes when she realizes she needs to rewind the movie to catch something she missed. This process then adds 15 minutes to her total viewing time. She watches the movie for another 45 minutes but has to rewind again, adding 20 minutes to her total time. Finally, she watches the last 25 minutes uninterrupted. If she added the normal duration of the film and the times she had to rewind and re-watch parts, how many minutes did it take her to watch the movie completely?",False,43
"Bob is building raised beds for his vegetable garden. Each bed is 2 feet high, 2 feet wide, and 8 feet long. The sides are going to be built of 1-foot wide planks. If Bob buys his lumber in 8-foot-long boards, planning to cut some of them for the shorter lengths he'll need, how many 8-foot long planks will he need to construct 10 raised beds?",Bob () building () beds () () vegetable garden () () () () () feet () () () feet () () () () feet () () () sides () going () () built () () () foot wide planks () () Bob buys () lumber () () () foot () long boards () planning () cut () () () () () shorter lengths () () need () () many () () foot long planks () () need () construct () raised beds (),"Bob is building raised beds for his vegetable garden and wants to make three 8 feet by 4 feet by 2 feet boxes with sides that are going to be built using 6 inch foot wide planks. If Bob buys his lumber in 12 foot long boards and is planning to cut them into the shorter lengths he will need, how many 12 foot long planks will he need to construct the raised beds?",False,24
"Hash has nine more than half as many toys as Bill has. If Bill has 60 toys, how many total toys do the boys have?",Hash has () more () () () many toys () Bill has () () Bill has () toys () () many total toys () () boys have (),How many more toys does Billy have than Bill if Billy has 15 toys and Bill has 7 toys and how many total toys do the boys have together?,False,64
"Rafael works 10 hours on Monday and 8 hours on Tuesday on his delivery job. With 20 hours left to work in the week, how much money does Rafael make if he is paid $20 per hour?",Rafael works () hours () Monday () () () () Tuesday () () delivery job () () () hours left () work () () week () () much money () Rafael make () () () paid () () () hour (),Rafael works 6 hours on Monday and 8 hours on Tuesday at his delivery job and has 10 hours left to work for the week. How much money will Rafael make if he is paid $15 per hour?,True,89
"Every day, Bob logs 10 hours of work in his office. If he works for five days a week, calculate the total number of hours he logs in a month.",() day () Bob logs () hours () () () () office () () () works () () days () week () calculate () total number () hours () logs () () month (),"Each day when Bob logs 8 hours at the downtown office where he works 5 full days per week, calculate the total number of hours he logs in one month.",False,78
"A type C school bus contains 13 rows of seats, with an aisle running down the middle of the bus, splitting each row into two sections.  If the school only allowed two students to sit in each section, how many students could be seated on the bus?",() type C school bus contains () () () seats () () () aisle running () () middle () () () () splitting () row () () sections () () () school () allowed () students () sit () () section () () many students () () seated () () bus (),A standard type C school bus contains 13 rows of double seats with one aisle running down the middle of the bus splitting each row into two sections of seats. The school has allowed 2 students to sit in each section. How many students can be seated on the bus?,False,57
James has 3 fish tanks.  1 of the tanks has 20 fish in it and the other two have twice as many fish each as the first. How many total fish do they have?,James has () fish tanks () () () () tanks has () fish () () () () other () have () () many fish () () () first () () many total fish () () have (),"James has 3 fish tanks and each of the tanks has 12 fish in it. If 2 other tanks have 8 fish, how many total fish does he have?",False,77
"Jack is a soccer player. He needs to buy two pairs of socks and a pair of soccer shoes. Each pair of socks cost $9.50, and the shoes cost $92. Jack has $40. How much more money does Jack need?",() () () soccer player () () needs () buy () pairs () socks () () pair () soccer shoes () () pair () socks cost () () () () () shoes cost () () () Jack has () () () () much more money () Jack need (),"A young soccer player named Jack needs to buy 3 pairs of socks and 1 pair of soccer shoes. If each pair of socks costs $8.50 and the shoes cost $75.00, how much more money does Jack need?",True,84
"Hector purchased a container of gumballs.  He gave 4 to Todd, then he gave twice as many as he had given Todd to Alisha, and then he gave 5 less than four times as many to Bobby as he had given to Alisha.  If Hector had 6 gumballs remaining, what is the total number of gumballs that Hector purchased?",() () () container () gumballs () () gave () () Todd () () () gave () () many () () () given Todd () Alisha () () () () gave () less () () times () many () Bobby () () () given () Alisha () () Hector had () gumballs remaining () () () () total number () gumballs () Hector purchased (),"A clear plastic container of gumballs was shared when Hector gave some to Todd and Bobby. If Hector gave Todd twice as many gumballs as he had given Alisha earlier, and Bobby received three times as many gumballs as Todd did, and Hector had 15 gumballs remaining, what was the total number of gumballs that Hector purchased originally?",False,23
"When Doctor Lindsay works in her office, she usually sees 4 adult patients and 3 child patients every hour. If the cost for an adult's office visit is $50, and the cost for a child's office visit is $25, how much money, in dollars, does Doctor Lyndsay receive in a typical 8-hour day for seeing all her patients?",() Doctor Lindsay works () () office () () () sees () adult patients () () child patients () () () () () cost () () adult () office visit () () () () () () cost () () child () office visit () () () () () () money () () dollars () () Doctor Lyndsay receive () () typical () () hour day () seeing () () patients (),Doctor Lindsay works in her office where she sees 12 adult patients and 8 child patients each day. The cost of an adult office visit is 85 dollars and the cost of a child office visit is 65 dollars. How much money in dollars does Doctor Lindsay receive in a typical 8 hour day by seeing these patients?,False,39
"Ali turned 8 years old this year, and is now 3 years older than Yusaf. If Umar is twice Yusaf’s age, how old is Umar?",Ali turned () years old () year () () () () () years older () Yusaf () () Umar () () Yusaf () age () () old () Umar (),Ali turned 12 years old last year and is 3 years older than Yusaf but 2 years younger than Umar. What is Yusaf's age and how old is Umar?,False,76
"Elizabeth wants to buy the steak knives from a bridal registry as a wedding gift.  The couple registered for 2 steak knife sets and each set contains 4 steak knives.  If Elizabeth buys both sets and they cost $80.00 per set, how much does each single steak knife cost?",Elizabeth wants () buy () steak knives () () bridal () () () wedding gift () () couple registered () () steak knife sets () () set contains () steak knives () () Elizabeth buys () sets () () cost () () () set () () much () () single steak knife cost (),"Elizabeth wants to buy some steak knives as a bridal shower and wedding gift for a couple registered for two steak knife sets. Each set contains 8 steak knives. If Elizabeth buys both sets and the cost is $240 per set, how much does a single steak knife cost?",False,24
"Kristine has 7 more CDs than Dawn. If Dawn has 10 CDs, how many CDs do they have together?",Kristine has () more CDs () Dawn () () Dawn has () CDs () () many CDs () () have () (),"Kristine has 15 more CDs than Dawn does. If Dawn has 25 CDs total, how many CDs do they have together?",True,91
"Olivia's insurance premium starts out at $50/month. It goes up 10% for every accident and $5/month for every ticket. If she gets in one accident and gets 3 tickets, what's her new insurance premium?",Olivia () insurance premium starts () () () () () () () () goes () () % () () accident () () () () month () () ticket () () () gets () () accident () gets () tickets () () () () new insurance premium (),"Olivia's insurance premium starts at $150 per month but goes up by 25% if she has an accident and 10% each time she gets a speeding ticket. If she gets two accidents and three tickets, what is her new insurance premium?",False,59
