original_question,masked_question,generated_question,matched,similarity_score
"A defendant was charged with murder. The killing took place on February 1. At the time that the crime occurred, this jurisdiction required a unanimous verdict of all 12 jury members for a conviction on a capital offense. On November 1, the state legislature enacted a new law requiring a majority vote of seven of 12 jurors to convict on a capital offense. The defendant's trial began on December 1. He was subsequently convicted of murder by an eight- to-four vote. Following the trial, the defendant's attorney filed a motion to set aside the verdict. Which of the following would provide the strongest constitutional grounds to overturn the verdict?",() () () charged () murder () () killing took place () February () () () () time () () crime occurred () () jurisdiction required () unanimous verdict () () () jury members () () conviction () () capital offense () () November () () () state legislature enacted () new law requiring () majority vote () () () () jurors () convict () () capital offense () () defendant () trial began () December () () () () () convicted () murder () () () () () () () vote () Following () trial () () defendant () attorney filed () motion () set () () verdict () () () () following () provide () strongest constitutional grounds () overturn () verdict (),"1. The Supreme Court overturned the conviction of a defendant charged with murder in a case in which the jury delivered a verdict of guilty with a majority vote of 11-1. The defendant appealed the conviction, arguing that the jury's verdict was unconstitutional because it was not unanimous. The Supreme Court ultimately ruled in favor of the defendant, holding that the jury's verdict was unconstitutional because it was not unanimous. The Supreme Court overturned the defendant's conviction, citing the Sixth Amendment right to a unanimous verdict",False,4
"A state's constitution reserves to the people of each municipality in the state the power of referendum with respect to all questions that the municipality is authorized to control by legislation. A real estate developer applied for a zoning change to permit construction of a convalescent home on land he owned in a city within the state. While the application was pending, the city charter was amended by popular vote so as to require that any changes in land use agreed to by the city council be approved by a 55% vote in a referendum. The city planning commission and the city council both approved the proposed zoning change. However, the real estate developer's subsequent application for approval for a proposed home on the grounds was rejected because the rezoning action had not been submitted to a referendum. In an action brought in state court seeking a judgment declaring the city charter amendment invalid, the court will most likely declare the amendment",() state () constitution () () () people () () () () () state () power () referendum () respect () () questions () () municipality () () () () () legislation () () real estate developer applied () () zoning change () permit construction () () convalescent home () land () owned () () city () () state () () () application () pending () () city charter () amended () popular vote () () () require () () changes () land use agreed () () () city council () approved () () () % vote () () referendum () () city planning commission () () city council () approved () proposed zoning change () () () () real estate developer () subsequent application () approval () () proposed home () () grounds () rejected () () rezoning action () () () submitted () () referendum () () () action brought () state court seeking () judgment declaring () city charter amendment invalid () () court () () () declare () amendment,"1. The real estate developer applied for a zoning change to build a convalescent home on a piece of land owned by the city. The developer had previously submitted an application for a permit to construct a convalescent home on the same land, but the city planning commission had rejected it. The city council approved the zoning change, but a group of residents opposed to the change brought an action in state court seeking a judgment declaring the amendment to the city charter invalid. The court found that the",False,6
Weber defined a 'class situation' as:,Weber defined () () class situation () () (),and argued that social and economic inequality is a major obstacle to social change. Weber's work had a significant impact on the development of modern sociology. His work on social inequality and the role of the middle class in shaping social change has been particularly influential. Weber's ideas on the relationship between social class and economic inequality have had a lasting impact on sociology and continue to be relevant today. Weber's work has been widely studied and has influenced many other social scientists. His work on social inequality and the middle class,False,3
"A child is frightened by the sudden barking of a neighbor's dog. Once her mother picks her up, the child begins to calm down as which of the following biological processes occurs?",() child () frightened () () sudden barking () () neighbor () () () () () mother picks () () () () child begins () calm () () () () () following biological processes occurs (),child frightened by sudden barking neighbor dog mother picks up child and begins to calm child down following biological processes occurs in child's brain.,False,76
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | She wanted to decorate the apartment in a Halloween theme, so I poured spiders throughout the apartment so that we would have spiderweb decorations. Scenario 2 | I put rolled oats in a bowl in the microwave and heated it.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () () () ordinary moral standards () () US () () () () Scenario () () () wanted () decorate () apartment () () Halloween theme () () () poured spiders () () apartment () () () () have spiderweb decorations () Scenario () () () put rolled oats () () bowl () () microwave () heated () (),"1. What are some possible scenarios in which a person might find themselves in a situation where they are trying to decorate their apartment for Halloween and end up doing something wrong? 2. What is the main character's name, and what is the way they use the decorations in their apartment? 3. What is the way the main character uses the decorations in their apartment? 4. What is the way the main character uses the decorations in their apartment? 5. What is the way",False,5
Cicero's conception of natural law is 'based on the idea that 'true law is right reason in agreement with Nature.' Reason is a key element because:,Cicero () conception () natural law () () based () () () () () true law () right reason () agreement () Nature () () Reason () () key element () (),"Cicero's conception of natural law is based on the idea that there is a universal and eternal law that governs all of human affairs, which is based on reason and is in agreement with Nature. He believed that right reason is the key element in understanding and applying this law, and that the true law is not based on human whim or personal opinion, but rather on a rational and objective principle. Cicero's theory of natural law is a key element in the development of Western legal and",False,18
"If two variables, $x_t$ and $y_t$ are said to be cointegrated, which of the following statements are true?

i) $x_t$ and $y_t$ must both be stationary


ii) Only one linear combination of $x_t$ and $y_t$ will be stationary


iii) The cointegrating equation for $x_t$ and $y_t$ describes the short-run relationship

between the two series


iv) The residuals of a regression of $y_t$ on $x_t$ must be stationary",() () variables () () () () () () () () said () () cointegrated () () () () following statements () true () () () () () () () () () () () () stationary () () () () linear combination () () () () () () y_t$ () () stationary () () () cointegrating equation () () () () () () y_t$ describes () short () run relationship () () () series () () () residuals () () regression () () () () () () () () () stationary,The question is: Are the following statements true or false: 1. The variables in a linear regression model are cointegrated. 2. The residuals of a regression model are stationary. 3. A linear combination of two or more time series variables is cointegrated. 4. A stationary time series is described as having a short-run relationship. 5. A time series is stationary if it is a linear combination of stationary time series. 6. The cointegr,False,9
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,() () SCR gate cathode characteristic () () straight line () () () () triggered source volume () () V () allowable gate power dissipation () () W compute () gate source resistance (),"What is the SCR gate cathode characteristic of a trigger circuit with a straight line trigger source, a triggered source volume of 10 V, a V threshold of 3.3 V, an allowable gate power dissipation of 1 W, a gate source resistance of 1 kΩ, and a compute time of 100 μs?",False,39
Which is a major characteristic of the bunyavirus family?,() () () major characteristic () () bunyavirus family (),"The complete question is:
What is the major characteristic of the bunyavirus family that distinguishes it from other RNA viruses, and what is the typical structure of the viral particle in this family?",False,38
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I rode my skateboard down the sidewalk. Scenario 2 | I fed my kitten wet cat food 3 times a day.",() () () () () scenarios () () main () () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () rode () skateboard () () sidewalk () Scenario () () () fed () kitten wet cat food () times () day (),1. What are some scenarios where it would be wrong to do something according to ordinary moral standards? 2. How can we determine what is morally wrong? 3. What are some uses of moral principles in the US? 4. How do we know if something is morally wrong? 5. What are some common moral principles in the US? 6. What are some ways to apply moral principles in everyday life? 7. What are some moral principles that can be used,False,5
Select the best translation into predicate logic. Alexis is greeted by Ben. (a: Alexis; b: Ben; Gxy: x greets y),Select () best translation () predicate logic () Alexis () greeted () Ben. () () () Alexis () () () Ben () Gxy () x greets y (),Alexis () greets Ben () Gxy () x greets y () Gxy () x greets y () Ben [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [] [],False,16
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I asked her for help with my computer so she installed a anti-virus software on it. Scenario 2 | I kept the fireplace lit as the chimney cleaner was in it.",() () () () () scenarios () () () character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () asked () () help () () computer () () installed () anti-virus software () () () Scenario () () () kept () fireplace lit () () chimney cleaner () () () (),"The final completed question is:
What is the moral or ethical principle that would be violated if a computer user fails to install anti-virus software on their computer?",False,36
"Which of the following situations would not impair objectivity, integrity, or independence with respect to an audit client?",() () () following situations () () impair objectivity () integrity () () independence () respect () () audit client (),"What is the role of a public accountant in a situation where a company's financial statements are being prepared following situations that may impair objectivity, integrity, and independence, and the client is requesting respect for certain financial information that is not disclosed in the financial statements? 
The role of a public accountant is to provide an objective and independent audit of the company's financial statements. However, in situations where the financial statements may be impaired by factors such as management override or accounting errors, the auditor's role",False,12
The City of Windemere decided to construct several large windmills to generate electrical power. The construction was financed through a general residential property tax levy for the next ten years. Utility revenues are intended to offset all expenses associated with the windmills. The land for the windmills was donated to the city by a local farmer. The land from the farmer should be reported in which fund type?,() () () Windemere decided () construct () large () () generate electrical power () () construction () financed () () general residential property tax levy () () next () years () Utility revenues () intended () offset () expenses associated () () windmills () () land () () windmills () donated () () city () () local farmer () () land () () farmer () () reported () () fund type (),1. Windemere decided to construct large windmills to generate electrical power for the construction of a new general residential property tax levy next years utility revenues intended to offset expenses associated with the windmills donated land by a local farmer the fund type was to be a municipal bond issue and the city had reported that the project would be completed in 5 years. 2. Windemere decided to construct large windmills to generate electrical power for the construction of a new general residential property,False,17
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a cab home after drinking 3 bottles of wine at the winery. Scenario 2 | I hit on her at the party.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () took () cab () () drinking () bottles () wine () () winery () Scenario () () () hit () () () () party (),"Complete the question by filling in the blanks with suitable terms
What are some common scenarios in which a main character might find themselves in a situation where they do something wrong according to ordinary moral standards in the US? 
What are some common scenarios in which a main character might find themselves in a situation where they do something wrong according to ordinary moral standards in the US? 

The main character uses alcohol to get through a difficult situation, such as a breakup or a stressful exam, and ends up making",False,14
What does situational theory of leadership emphasise?,() () situational theory () leadership emphasise (),"The situational theory of leadership, as proposed by Herbert Simon, suggests that the most effective leader will adapt their approach to suit the specific () of the organization. This approach is based on the idea that different leadership styles are more appropriate in different () and that the leader's effectiveness is determined by their ability to match their leadership style with the needs of the organization. The situational theory of leadership is often contrasted with the trait theory of leadership, which suggests that certain personality traits are essential for effective",False,11
"In 1985, a landowner, the undisputed owner of an apartment building, leased it to a tenant for a term of seven years. Rent was to be paid in installments due on the first day of each month. One year later, in 1986, the landowner died leaving no heirs. In her will, the landowner left her entire estate to the Girl Scouts of America. The apartment building was not specifically mentioned in the will. One month after the landowner died, the tenant, having learned of the landowner's death, decided to remain on the property, but stopped paying rent. The Girl Scouts of America organization was unaware of the landowner's gift to the organization until 2009, when attorneys for the organization conducted an inventory of testamentary gifts to the Girl Scouts of America, which revealed that they had a claim to ownership of the apartment building. The statutory period for adverse possession in this jurisdiction is 20 years. In an ejection action by the Girl Scouts of America against the tenant, the organization will prevail",() () () () landowner () () undisputed () () () () building () leased () () () () () () term () () () () Rent () () () paid () installments () () () first day () () month () () year () () () () () () landowner died leaving () heirs () () () will () () landowner left () entire estate () () Girl Scouts () America () () apartment building () () () mentioned () () will () () month () () landowner died () () tenant () () learned () () landowner () death () decided () remain () () property () () stopped paying rent () () Girl Scouts () America organization () unaware () () landowner () gift () () organization () () () () attorneys () () organization conducted () inventory () testamentary gifts () () Girl Scouts () America () () revealed () () had () claim () ownership () () apartment building () () statutory period () adverse possession () () jurisdiction () () years () () () ejection action () () Girl Scouts () America () () tenant () () organization () prevail,1. What is the legal status of the Girl Scouts of America organization regarding the disputed land and the apartment building? 2. What are the Girl Scouts of America organization's rights and responsibilities in this situation? 3. What are the rights and responsibilities of the tenants in the apartment building? 4. What are the rights and responsibilities of the heirs of the landowner? 5. What is the legal basis for the claim of the Girl Scouts of America organization regarding the disputed land and,False,15
"Which language family contains Italian, Spanish, Portuguese, and Romanian?",() language family contains Italian () Spanish () Portuguese () () Romanian (),What language family does Italy belong to?[/INST],False,47
" According to Carruthers, which of the following groups should not be accorded direct moral standing?",According () Carruthers () () () () following groups () () () accorded direct moral standing (),"The answer is: 
According to the moral and political philosopher John Carruthers, moral rights following groups are accorded direct moral standing.",False,63
All of the following organs in the digestive system secrete digestive enzymes EXCEPT the,() () () following organs () () digestive system secrete digestive enzymes () (),"The completed question is:
What organs of the digestive system secrete digestive enzymes to break down food?",False,66
With which of the following techniques were the native navigators of the Pacific NOT familiar?,() () () () following techniques () () native navigators () () Pacific () familiar (),"The completed question is:
What are the following techniques and tools used by indigenous people in the Pacific to navigate the ocean without the aid of modern technology, and how do they remain familiar with their traditional knowledge and practices?",False,17
In what ways has the concept of environmental security been contested?,() () ways () () concept () environmental security () contested (),"(1)

The final answer is: How many different types of warfare are there? Is warfare ever a concept that is environmentally sustainable? Is environmental security a contested concept?[/INST]",False,46
"According to Socrates, it is important that we discover what makes a particular action (e.g., a merciful or just act) the kind of action that it is, because without such knowledge:",According () Socrates () () () important () () discover () makes () () action () () () () merciful () () act () () kind () action () () () () () () such knowledge (),"The final answer is: 
What is the nature of justice?",False,22
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ironed the clothes while my children were playing outside. Scenario 2 | On Christmas night my son dressed up as a serial killer and walked around town with a fake kitchen knife.",() () () () () scenarios () () main character () () uses () () () () () () do something () () () () according () () moral standards () () US () () () () Scenario () () () ironed () clothes () () children () playing () () Scenario () () () Christmas night () son dressed () () () serial killer () walked () town () () fake kitchen knife (),"Do not provide any additional information. 

A man and a woman are sitting at a table in a coffee shop. The man is wearing a suit and the woman is wearing a dress. The woman is 25 years old and the man is 30 years old. They are both in their early 20s. The woman is 5'8"" and the man is 6'0"". The woman has long brown hair and the man has short brown hair. The woman is wearing a",False,2
On a bank's balance sheet which of the following is considered a liability?,() () bank () balance sheet () () () following () considered () liability (),"The question is: ""What is the accounting equation and how does it affect the bank's balance sheet following a loan?""",False,42
Who was the first First Lady to run for political office?,() () () first First Lady () run () political office (),The completed question is: Who was the first First Lady to run for political office?,True,81
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up the money the man dropped and put it in my pocket. Scenario 2 | After work, I decided to cook dinner for my baby to eat.",() () () () () scenarios () () main character () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () picked () () money () man dropped () put () () () pocket () Scenario () () () work () () decided () cook dinner () () baby () eat (),"1. What are some common mistakes people make in the following scenarios, according to ordinary moral standards? 2. What are some common mistakes people make in the following scenarios, according to ordinary moral standards? 3. What are some common mistakes people make in the following scenarios, according to ordinary moral standards? 4. What are some common mistakes people make in the following scenarios, according to ordinary moral standards? 5. What are some common mistakes people make in the following scenarios, according",False,6
With which of the following relatives is an individual most likely to share a common HLA haplotype?,() () () () following relatives () () individual () likely () share () common HLA haplotype (),"The completed question is:
Do people who are closely related to individuals who have a particular disease following relatives often share a common HLA haplotype?[/INST]",False,45
Which of the following is an example of a chemical change?,() () () following () () example () () chemical change (),What is an example of a physical change that can occur when a substance is heated to a high temperature? _______________________________________________________________,False,32
"Buyer purchases an item from a merchant that turns out to be unfit, defective and unsafe for its ordinary purposes. Assuming no other warranties, which of the following can be invoked by the buyer?",Buyer purchases () item () () merchant () turns () () () unfit () defective () unsafe () () ordinary purposes () Assuming () other warranties () () () () following () () invoked () () buyer (),1. goods 2. a 3. goods 4. the 5. a 6. a 7. for 8. for 9. for 10. the 11. the 12. for 13. the 14. for 15. a 16. a 17. for 18. for 19. a 20. for 21. a 22. ordinary 23. goods 24. the 25. goods,False,22
Intermediaries assist end-users by bringing a product produced a long way away to a more convenient location for purchase and consumption. This is referred to as:,Intermediaries assist end () users () bringing () () produced () long way () () () () convenient location () purchase () consumption () () () referred () () (),"1.1
Intermediaries assist end users in bringing goods produced by farmers long way to convenient locations for purchase and consumption. 1.2
Intermediaries assist end users in bringing goods produced by farmers long way to convenient locations for purchase and consumption. 1.2
Intermediaries assist end users in bringing goods produced by farmers long way to convenient locations for purchase and consumption. 1.2
Intermediaries assist end users in bringing goods produced by farmers long way",False,28
Which step explains how to find the value of a in 6a = 72?,() step explains () () find () value () () () () () () (),"What is the step that explains how to find the value of a fraction by dividing the numerator by the denominator? 

The final answer is: $\boxed{1}$[/INST]",False,50
Which of the following countries is actively trying to preserve the purity of their native language from contamination by English or other languages?,() () () following countries () () trying () preserve () purity () () native language () () () English () other languages (),What do people in these countries do to protect their cultural heritage and native language when they try to preserve their purity and maintain their cultural identity?[/INST],False,41
