original_question,masked_question,generated_question,matched,similarity_score
Weber defined a 'class situation' as:,Weber defined () () class situation () () (),Weber defined market power and class situation as economic position,False,65
"A child is frightened by the sudden barking of a neighbor's dog. Once her mother picks her up, the child begins to calm down as which of the following biological processes occurs?",() child () frightened () () sudden barking () () neighbor () () () () () mother picks () () () () child begins () calm () () () () () following biological processes occurs (),"Which child becomes frightened by the sudden barking of the neighbor's dog but when their mother picks them up and holds them close, the child begins to calm down quickly - which of the following biological processes occurs first?",False,76
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | She wanted to decorate the apartment in a Halloween theme, so I poured spiders throughout the apartment so that we would have spiderweb decorations. Scenario 2 | I put rolled oats in a bowl in the microwave and heated it.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () () () ordinary moral standards () () US () () () () Scenario () () () wanted () decorate () apartment () () Halloween theme () () () poured spiders () () apartment () () () () have spiderweb decorations () Scenario () () () put rolled oats () () bowl () () microwave () heated () (),Consider these two scenarios where the main character deliberately uses deception or manipulation to do something ethically wrong according to ordinary moral standards in the US during October 2023. Scenario 1: Sarah wanted to decorate her apartment with a Halloween theme so she poured spiders into her apartment claiming to have spiderweb decorations. Scenario 2: John put rolled oats in his bowl in the microwave and heated it up.,False,44
Cicero's conception of natural law is 'based on the idea that 'true law is right reason in agreement with Nature.' Reason is a key element because:,Cicero () conception () natural law () () based () () () () () true law () right reason () agreement () Nature () () Reason () () key element () (),"Cicero's conception of natural law was based on the idea that true law is right reason in agreement with Nature, where Reason is a key element of justice.",True,91
"If two variables, $x_t$ and $y_t$ are said to be cointegrated, which of the following statements are true?

i) $x_t$ and $y_t$ must both be stationary


ii) Only one linear combination of $x_t$ and $y_t$ will be stationary


iii) The cointegrating equation for $x_t$ and $y_t$ describes the short-run relationship

between the two series


iv) The residuals of a regression of $y_t$ on $x_t$ must be stationary",() () variables () () () () () () () () said () () cointegrated () () () () following statements () true () () () () () () () () () () () () stationary () () () () linear combination () () () () () () y_t$ () () stationary () () () cointegrating equation () () () () () () y_t$ describes () short () run relationship () () () series () () () residuals () () regression () () () () () () () () () stationary,Two time series variables x and y are said to be cointegrated if all of the following statements are true: 1) Both series are non-stationary and 2) there exists a linear combination of x and y_t that is stationary and 3) the cointegrating equation between x and y_t describes the short and long run relationship between the series and the residuals from regression of one on the other are stationary,False,27
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,() () SCR gate cathode characteristic () () straight line () () () () triggered source volume () () V () allowable gate power dissipation () () W compute () gate source resistance (),What is the SCR gate cathode characteristic curve a straight line when the triggered source voltage is 5 V and allowable gate power dissipation is 0.5 W compute the gate source resistance?,True,86
Which is a major characteristic of the bunyavirus family?,() () () major characteristic () () bunyavirus family (),What is one major characteristic of the bunyavirus family viruses?,True,86
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I rode my skateboard down the sidewalk. Scenario 2 | I fed my kitten wet cat food 3 times a day.",() () () () () scenarios () () main () () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () rode () skateboard () () sidewalk () Scenario () () () fed () kitten wet cat food () times () day (),Which of these two scenarios involves the main character doing something morally wrong according to ordinary moral standards in the US today? Scenario A: John rode his skateboard on the sidewalk. Scenario B: Mary fed her kitten wet cat food 3 times a day.,False,62
Select the best translation into predicate logic. Alexis is greeted by Ben. (a: Alexis; b: Ben; Gxy: x greets y),Select () best translation () predicate logic () Alexis () greeted () Ben. () () () Alexis () () () Ben () Gxy () x greets y (),"Select the best translation into predicate logic for ""Alexis has greeted Ben."" Choose between: 1) Let Alexis be x and Ben be y, then Gxy means x greets y 2)",False,75
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I asked her for help with my computer so she installed a anti-virus software on it. Scenario 2 | I kept the fireplace lit as the chimney cleaner was in it.",() () () () () scenarios () () () character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () asked () () help () () computer () () installed () anti-virus software () () () Scenario () () () kept () fireplace lit () () chimney cleaner () () () (),In which of these scenarios would the character be considered morally wrong according to ordinary moral standards in the US? Scenario 1: You are asked to help repair a computer without installed anti-virus software. Scenario 2: You have kept your fireplace lit without using chimney cleaner for three months.,False,48
"Which of the following situations would not impair objectivity, integrity, or independence with respect to an audit client?",() () () following situations () () impair objectivity () integrity () () independence () respect () () audit client (),Which of the following situations would impair objectivity and integrity or independence with respect to an audit client engagement?,True,92
The City of Windemere decided to construct several large windmills to generate electrical power. The construction was financed through a general residential property tax levy for the next ten years. Utility revenues are intended to offset all expenses associated with the windmills. The land for the windmills was donated to the city by a local farmer. The land from the farmer should be reported in which fund type?,() () () Windemere decided () construct () large () () generate electrical power () () construction () financed () () general residential property tax levy () () next () years () Utility revenues () intended () offset () expenses associated () () windmills () () land () () windmills () donated () () city () () local farmer () () land () () farmer () () reported () () fund type (),The City of Windemere decided to construct a large windmill farm to generate electrical power and the construction was financed by a general residential property tax levy over the next five years. Utility revenues are intended to offset all expenses associated with the windmills since the land where the windmills are donated to the city by a local farmer and the land the farmer owns is reported in what fund type?,False,14
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a cab home after drinking 3 bottles of wine at the winery. Scenario 2 | I hit on her at the party.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () took () cab () () drinking () bottles () wine () () winery () Scenario () () () hit () () () () party (),Which of the following scenarios shows the main character who uses questionable judgment to do something morally wrong that according to ordinary moral standards most US citizens would condemn? Scenario A: John took a cab after drinking six bottles of wine at the winery. Scenario B: Sarah hit someone at a party.,False,27
What does situational theory of leadership emphasise?,() () situational theory () leadership emphasise (),How does situational theory of leadership emphasize adaptability?,True,81
"In 1985, a landowner, the undisputed owner of an apartment building, leased it to a tenant for a term of seven years. Rent was to be paid in installments due on the first day of each month. One year later, in 1986, the landowner died leaving no heirs. In her will, the landowner left her entire estate to the Girl Scouts of America. The apartment building was not specifically mentioned in the will. One month after the landowner died, the tenant, having learned of the landowner's death, decided to remain on the property, but stopped paying rent. The Girl Scouts of America organization was unaware of the landowner's gift to the organization until 2009, when attorneys for the organization conducted an inventory of testamentary gifts to the Girl Scouts of America, which revealed that they had a claim to ownership of the apartment building. The statutory period for adverse possession in this jurisdiction is 20 years. In an ejection action by the Girl Scouts of America against the tenant, the organization will prevail",() () () () landowner () () undisputed () () () () building () leased () () () () () () term () () () () Rent () () () paid () installments () () () first day () () month () () year () () () () () () landowner died leaving () heirs () () () will () () landowner left () entire estate () () Girl Scouts () America () () apartment building () () () mentioned () () will () () month () () landowner died () () tenant () () learned () () landowner () death () decided () remain () () property () () stopped paying rent () () Girl Scouts () America organization () unaware () () landowner () gift () () organization () () () () attorneys () () organization conducted () inventory () testamentary gifts () () Girl Scouts () America () () revealed () () had () claim () ownership () () apartment building () () statutory period () adverse possession () () jurisdiction () () years () () () ejection action () () Girl Scouts () America () () tenant () () organization () prevail,If a landowner who had undisputed title to an apartment building had leased it to a tenant for a term of 20 years with Rent to be paid in installments on the first day of each month and after one year of occupancy the landowner died leaving no heirs and in his will the landowner left his entire estate to the Girl Scouts of America but the apartment building was not mentioned in the will and one month after the landowner died when the tenant had learned of the landowner's death he decided to remain on the property but stopped paying rent and the Girl Scouts of America organization was unaware of the landowner's gift to the organization until five years later attorneys for the organization conducted an inventory of testamentary gifts to the Girl Scouts of America which revealed that it had a claim to ownership of the apartment building and the statutory period for adverse possession in the jurisdiction is ten years will an ejection action by the Girl Scouts of America against the tenant at this organization prevail?,False,32
"Which language family contains Italian, Spanish, Portuguese, and Romanian?",() language family contains Italian () Spanish () Portuguese () () Romanian (),"Which language family contains Italian, Spanish, Portuguese, French, Romanian and Catalan?",True,88
" According to Carruthers, which of the following groups should not be accorded direct moral standing?",According () Carruthers () () () () following groups () () () accorded direct moral standing (),"According to Carruthers, which of the following groups should be accorded direct moral standing?",True,97
All of the following organs in the digestive system secrete digestive enzymes EXCEPT the,() () () following organs () () digestive system secrete digestive enzymes () (),Which of the following organs in the digestive system secrete digestive enzymes and juices?,True,86
With which of the following techniques were the native navigators of the Pacific NOT familiar?,() () () () following techniques () () native navigators () () Pacific () familiar (),Which traditional wayfinding techniques did ancient navigators of the Pacific Ocean find most reliable?,False,61
In what ways has the concept of environmental security been contested?,() () ways () () concept () environmental security () contested (),In what specific ways has the concept of environmental security been contested globally?,True,89
"According to Socrates, it is important that we discover what makes a particular action (e.g., a merciful or just act) the kind of action that it is, because without such knowledge:",According () Socrates () () () important () () discover () makes () () action () () () () merciful () () act () () kind () action () () () () () () such knowledge (),According to Socrates why is it important to discover what makes an action truly good and merciful before we act in any kind of action that we believe has such knowledge?,False,74
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ironed the clothes while my children were playing outside. Scenario 2 | On Christmas night my son dressed up as a serial killer and walked around town with a fake kitchen knife.",() () () () () scenarios () () main character () () uses () () () () () () do something () () () () according () () moral standards () () US () () () () Scenario () () () ironed () clothes () () children () playing () () Scenario () () () Christmas night () son dressed () () () serial killer () walked () town () () fake kitchen knife (),"What are some real-life ethical scenarios where the main character deliberately uses deception or trickery to do something they believe is right according to their moral standards in the US during modern times? Scenario 1: A mother ironed her clothes while her children were playing outside. Scenario 2: On Christmas night, a son dressed up as a serial killer and walked through town with a fake kitchen knife.",False,36
On a bank's balance sheet which of the following is considered a liability?,() () bank () balance sheet () () () following () considered () liability (),Which major bank account balance sheet item from the following is considered a liability today?,False,78
Who was the first First Lady to run for political office?,() () () first First Lady () run () political office (),Who was the first First Lady to run for political office independently?,True,89
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up the money the man dropped and put it in my pocket. Scenario 2 | After work, I decided to cook dinner for my baby to eat.",() () () () () scenarios () () main character () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () picked () () money () man dropped () put () () () pocket () Scenario () () () work () () decided () cook dinner () () baby () eat (),Which of these two scenarios shows a main character who uses their judgment to do something that seems wrong or questionable according to ordinary moral standards in the US and why? Scenario 1: A woman picked up some money a man dropped and put it in her own pocket. Scenario 2: A mother at work who decided to cook dinner while her baby might eat alone.,False,27
With which of the following relatives is an individual most likely to share a common HLA haplotype?,() () () () following relatives () () individual () likely () share () common HLA haplotype (),Which two first-degree following relatives of an individual are most likely to share a common HLA haplotype?,True,87
Which of the following is an example of a chemical change?,() () () following () () example () () chemical change (),Which of the following is an example of a chemical change reaction?,True,93
"Buyer purchases an item from a merchant that turns out to be unfit, defective and unsafe for its ordinary purposes. Assuming no other warranties, which of the following can be invoked by the buyer?",Buyer purchases () item () () merchant () turns () () () unfit () defective () unsafe () () ordinary purposes () Assuming () other warranties () () () () following () () invoked () () buyer (),"Buyer purchases an item from a merchant that turns out to be unfit or defective or unsafe for its ordinary purposes. Assuming no other warranties exist, which of the following can be invoked by the buyer?",True,87
Intermediaries assist end-users by bringing a product produced a long way away to a more convenient location for purchase and consumption. This is referred to as:,Intermediaries assist end () users () bringing () () produced () long way () () () () convenient location () purchase () consumption () () () referred () () (),Intermediaries assist end market users by bringing goods produced a long way away from production to convenient locations for purchase and consumption which are referred to as markets.,True,82
Which step explains how to find the value of a in 6a = 72?,() step explains () () find () value () () () () () () (),Which step explains how we find the expected value of a random variable?,False,74
Which of the following countries is actively trying to preserve the purity of their native language from contamination by English or other languages?,() () () following countries () () trying () preserve () purity () () native language () () () English () other languages (),Which of the following countries are actively trying to preserve the purity of their native language from English and other languages today?,True,89
