original_question,masked_question,generated_question,matched,similarity_score
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | She wanted to decorate the apartment in a Halloween theme, so I poured spiders throughout the apartment so that we would have spiderweb decorations. Scenario 2 | I put rolled oats in a bowl in the microwave and heated it.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () () () ordinary moral standards () () US () () () () Scenario () () () wanted () decorate () apartment () () Halloween theme () () () poured spiders () () apartment () () () () have spiderweb decorations () Scenario () () () put rolled oats () () bowl () () microwave () heated () (),"Question: In which scenarios does the main character uses their creativity to do something outside ordinary moral standards in the US? Scenario one: They wanted to decorate their apartment with a Halloween theme, so they poured spiders throughout the apartment to have spiderweb decorations. Scenario two: They put rolled oats in a bowl in the microwave and heated it.",False,18
Cicero's conception of natural law is 'based on the idea that 'true law is right reason in agreement with Nature.' Reason is a key element because:,Cicero () conception () natural law () () based () () () () () true law () right reason () agreement () Nature () () Reason () () key element () (),Question: Cicero's conception of natural law is based on true law being right reason in agreement with Nature. Reason is a key element in (his) philosophy.,True,81
"If two variables, $x_t$ and $y_t$ are said to be cointegrated, which of the following statements are true?

i) $x_t$ and $y_t$ must both be stationary


ii) Only one linear combination of $x_t$ and $y_t$ will be stationary


iii) The cointegrating equation for $x_t$ and $y_t$ describes the short-run relationship

between the two series


iv) The residuals of a regression of $y_t$ on $x_t$ must be stationary",() () variables () () () () () () () () said () () cointegrated () () () () following statements () true () () () () () () () () () () () () stationary () () () () linear combination () () () () () () y_t$ () () stationary () () () cointegrating equation () () () () () () y_t$ describes () short () run relationship () () () series () () () residuals () () regression () () () () () () () () () stationary,"Question: How many variables are said to be cointegrated if the following statements are true: the variables are stationary, there exists a linear combination where $y_t$ is stationary, the cointegrating equation describes a short-run relationship between the series, and the residuals of the regression are stationary?",False,12
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,() () SCR gate cathode characteristic () () straight line () () () () triggered source volume () () V () allowable gate power dissipation () () W compute () gate source resistance (),"Question: What are the SCR gate cathode characteristic that results in a straight line when triggered, and what is the allowable gate power dissipation in watts to compute the gate-source resistance?",False,72
Which is a major characteristic of the bunyavirus family?,() () () major characteristic () () bunyavirus family (),What is the major characteristic of the bunyavirus family?,True,92
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I rode my skateboard down the sidewalk. Scenario 2 | I fed my kitten wet cat food 3 times a day.",() () () () () scenarios () () main () () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () rode () skateboard () () sidewalk () Scenario () () () fed () kitten wet cat food () times () day (),"Question: Can you describe the scenarios and their main ethical uses that involve doing something wrong according to ordinary moral standards in the US? Scenario one involved a person who rode a skateboard on the sidewalk, while scenario two featured someone who fed a kitten wet cat food multiple times a day.",False,24
Select the best translation into predicate logic. Alexis is greeted by Ben. (a: Alexis; b: Ben; Gxy: x greets y),Select () best translation () predicate logic () Alexis () greeted () Ben. () () () Alexis () () () Ben () Gxy () x greets y (),"Question: Select the best translation in predicate logic for ""Alexis greeted Ben."" using the formula Gxy, where x greets y.",False,71
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I asked her for help with my computer so she installed a anti-virus software on it. Scenario 2 | I kept the fireplace lit as the chimney cleaner was in it.",() () () () () scenarios () () () character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () asked () () help () () computer () () installed () anti-virus software () () () Scenario () () () kept () fireplace lit () () chimney cleaner () () () (),Question: Can you describe scenarios where a character uses their skills to do something morally wrong according to ordinary moral standards in the US? Scenario one: A person is asked to help a computer that is installed with anti-virus software. Scenario two: A person kept the fireplace lit without chimney cleaner.,False,49
"Which of the following situations would not impair objectivity, integrity, or independence with respect to an audit client?",() () () following situations () () impair objectivity () integrity () () independence () respect () () audit client (),"Question: What are the following situations that may impair objectivity, integrity, and independence, and show respect to the audit client?",False,79
The City of Windemere decided to construct several large windmills to generate electrical power. The construction was financed through a general residential property tax levy for the next ten years. Utility revenues are intended to offset all expenses associated with the windmills. The land for the windmills was donated to the city by a local farmer. The land from the farmer should be reported in which fund type?,() () () Windemere decided () construct () large () () generate electrical power () () construction () financed () () general residential property tax levy () () next () years () Utility revenues () intended () offset () expenses associated () () windmills () () land () () windmills () donated () () city () () local farmer () () land () () farmer () () reported () () fund type (),"Question: How did Windemere decide to construct a large project to generate electrical power, and how was the construction financed without relying on a general residential property tax levy for the next few years? Additionally, how were utility revenues intended to offset expenses associated with the windmills, and what was the significance of the land where the windmills were located, considering it was donated by a local farmer?",False,23
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a cab home after drinking 3 bottles of wine at the winery. Scenario 2 | I hit on her at the party.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () took () cab () () drinking () bottles () wine () () winery () Scenario () () () hit () () () () party (),Question: In which scenarios does the main character uses their judgment to do something considered wrong according to ordinary moral standards in the US? Scenario one took a cab after drinking bottles of wine at a winery. Scenario two hit a parked car at a party.,False,29
What does situational theory of leadership emphasise?,() () situational theory () leadership emphasise (),Question: What does situational theory of leadership emphasize?,True,90
"In 1985, a landowner, the undisputed owner of an apartment building, leased it to a tenant for a term of seven years. Rent was to be paid in installments due on the first day of each month. One year later, in 1986, the landowner died leaving no heirs. In her will, the landowner left her entire estate to the Girl Scouts of America. The apartment building was not specifically mentioned in the will. One month after the landowner died, the tenant, having learned of the landowner's death, decided to remain on the property, but stopped paying rent. The Girl Scouts of America organization was unaware of the landowner's gift to the organization until 2009, when attorneys for the organization conducted an inventory of testamentary gifts to the Girl Scouts of America, which revealed that they had a claim to ownership of the apartment building. The statutory period for adverse possession in this jurisdiction is 20 years. In an ejection action by the Girl Scouts of America against the tenant, the organization will prevail",() () () () landowner () () undisputed () () () () building () leased () () () () () () term () () () () Rent () () () paid () installments () () () first day () () month () () year () () () () () () landowner died leaving () heirs () () () will () () landowner left () entire estate () () Girl Scouts () America () () apartment building () () () mentioned () () will () () month () () landowner died () () tenant () () learned () () landowner () death () decided () remain () () property () () stopped paying rent () () Girl Scouts () America organization () unaware () () landowner () gift () () organization () () () () attorneys () () organization conducted () inventory () testamentary gifts () () Girl Scouts () America () () revealed () () had () claim () ownership () () apartment building () () statutory period () adverse possession () () jurisdiction () () years () () () ejection action () () Girl Scouts () America () () tenant () () organization () prevail,"Question: The landowner, before passing away, left the entire estate to the Girl Scouts of America, including an apartment building. However, the organization was unaware of this gift until a month after the landowner's death. When the tenant learned of the landowner's death, they decided to remain on the property but stopped paying rent. The Girl Scouts of America organization, upon discovering the gift, conducted an inventory of testamentary gifts and found out they had a claim to ownership of the apartment building. Despite the statutory period for adverse possession in the jurisdiction being (masked word), the organization initiated an ejection action against the tenant. Did the Girl Scouts of America organization prevail in claiming ownership of the apartment building?",False,14
"Which language family contains Italian, Spanish, Portuguese, and Romanian?",() language family contains Italian () Spanish () Portuguese () () Romanian (),"Question: Which language family contains Italian, Spanish, Portuguese, and Romanian?",True,94
" According to Carruthers, which of the following groups should not be accorded direct moral standing?",According () Carruthers () () () () following groups () () () accorded direct moral standing (),"Question: According to Carruthers, who are the following groups accorded direct moral standing?",True,84
All of the following organs in the digestive system secrete digestive enzymes EXCEPT the,() () () following organs () () digestive system secrete digestive enzymes () (),Question: Which following organs in the digestive system secrete digestive enzymes?,True,81
With which of the following techniques were the native navigators of the Pacific NOT familiar?,() () () () following techniques () () native navigators () () Pacific () familiar (),Question: What are the following techniques used by native navigators in the Pacific that they are familiar with?,False,71
In what ways has the concept of environmental security been contested?,() () ways () () concept () environmental security () contested (),Question: In how many ways can the concept of environmental security be contested?,True,84
"According to Socrates, it is important that we discover what makes a particular action (e.g., a merciful or just act) the kind of action that it is, because without such knowledge:",According () Socrates () () () important () () discover () makes () () action () () () () merciful () () act () () kind () action () () () () () () such knowledge (),"Question: According to Socrates, what is the important discovery that makes an action merciful and kind, and how does such knowledge influence actions?",False,62
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ironed the clothes while my children were playing outside. Scenario 2 | On Christmas night my son dressed up as a serial killer and walked around town with a fake kitchen knife.",() () () () () scenarios () () main character () () uses () () () () () () do something () () () () according () () moral standards () () US () () () () Scenario () () () ironed () clothes () () children () playing () () Scenario () () () Christmas night () son dressed () () () serial killer () walked () town () () fake kitchen knife (),"Question: In which scenarios does the main character uses their skills to do something according to moral standards in the US? Scenario one involves ironed clothes while children are playing. Scenario two takes place on Christmas night, where the son is dressed as a serial killer and walked into town with a fake kitchen knife.",False,23
On a bank's balance sheet which of the following is considered a liability?,() () bank () balance sheet () () () following () considered () liability (),Question: What items on a bank's balance sheet are following considered a liability?,False,75
Who was the first First Lady to run for political office?,() () () first First Lady () run () political office (),Question: Who was the first First Lady to run for political office?,True,92
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up the money the man dropped and put it in my pocket. Scenario 2 | After work, I decided to cook dinner for my baby to eat.",() () () () () scenarios () () main character () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () picked () () money () man dropped () put () () () pocket () Scenario () () () work () () decided () cook dinner () () baby () eat (),Question: Can you describe scenarios where the main character knowingly uses something in a way that goes against ordinary moral standards in the US? Scenario one involves finding money a man dropped and putting it in your pocket. Scenario two involves being at work and deciding to cook dinner for yourself instead of feeding a hungry baby.,False,35
With which of the following relatives is an individual most likely to share a common HLA haplotype?,() () () () following relatives () () individual () likely () share () common HLA haplotype (),Question: How many following relatives are likely to share a common HLA haplotype?,False,73
Which of the following is an example of a chemical change?,() () () following () () example () () chemical change (),Question: What is the process following an example of a chemical change?,False,77
"Buyer purchases an item from a merchant that turns out to be unfit, defective and unsafe for its ordinary purposes. Assuming no other warranties, which of the following can be invoked by the buyer?",Buyer purchases () item () () merchant () turns () () () unfit () defective () unsafe () () ordinary purposes () Assuming () other warranties () () () () following () () invoked () () buyer (),"Question: Buyer purchases an item from a merchant but turns out to be unfit, defective, unsafe, or not suitable for ordinary purposes. Assuming no other warranties were provided, what legal rights can be invoked by the buyer?",False,74
Intermediaries assist end-users by bringing a product produced a long way away to a more convenient location for purchase and consumption. This is referred to as:,Intermediaries assist end () users () bringing () () produced () long way () () () () convenient location () purchase () consumption () () () referred () () (),Question: Intermediaries assist end **consumers** in bringing **products** produced **from** long way **to** a convenient location **for** purchase **and** consumption **commonly** referred **to** as **customers**.,False,19
Which step explains how to find the value of a in 6a = 72?,() step explains () () find () value () () () () () () (),Question: Which step explains how to find the value of the masked words?,False,74
Which of the following countries is actively trying to preserve the purity of their native language from contamination by English or other languages?,() () () following countries () () trying () preserve () purity () () native language () () () English () other languages (),Question: Which following countries are currently trying to preserve the purity of their native language besides English and other languages?,False,79
