original_question,masked_question,generated_question,matched,similarity_score
"A defendant was charged with murder. The killing took place on February 1. At the time that the crime occurred, this jurisdiction required a unanimous verdict of all 12 jury members for a conviction on a capital offense. On November 1, the state legislature enacted a new law requiring a majority vote of seven of 12 jurors to convict on a capital offense. The defendant's trial began on December 1. He was subsequently convicted of murder by an eight- to-four vote. Following the trial, the defendant's attorney filed a motion to set aside the verdict. Which of the following would provide the strongest constitutional grounds to overturn the verdict?",() () () charged () murder () () killing took place () February () () () () time () () crime occurred () () jurisdiction required () unanimous verdict () () () jury members () () conviction () () capital offense () () November () () () state legislature enacted () new law requiring () majority vote () () () () jurors () convict () () capital offense () () defendant () trial began () December () () () () () convicted () murder () () () () () () () vote () Following () trial () () defendant () attorney filed () motion () set () () verdict () () () () following () provide () strongest constitutional grounds () overturn () verdict (),"Here is the question with the masked words completed:

A man was charged with murder after a killing took place in February in a rural area. At the time the crime occurred, the local jurisdiction required a unanimous verdict from all 12 jury members for a conviction on the capital offense. In November, the state legislature enacted a new law requiring only a majority vote of 9 out of 12 jurors to convict on a capital offense. The defendant's trial began in December and he was convicted of murder by a 9-3 vote of the jury. Following the trial, the defendant's attorney filed a motion to set aside the verdict on constitutional grounds. Which of the following would provide the strongest constitutional grounds to overturn the verdict?",False,75
"A state's constitution reserves to the people of each municipality in the state the power of referendum with respect to all questions that the municipality is authorized to control by legislation. A real estate developer applied for a zoning change to permit construction of a convalescent home on land he owned in a city within the state. While the application was pending, the city charter was amended by popular vote so as to require that any changes in land use agreed to by the city council be approved by a 55% vote in a referendum. The city planning commission and the city council both approved the proposed zoning change. However, the real estate developer's subsequent application for approval for a proposed home on the grounds was rejected because the rezoning action had not been submitted to a referendum. In an action brought in state court seeking a judgment declaring the city charter amendment invalid, the court will most likely declare the amendment",() state () constitution () () () people () () () () () state () power () referendum () respect () () questions () () municipality () () () () () legislation () () real estate developer applied () () zoning change () permit construction () () convalescent home () land () owned () () city () () state () () () application () pending () () city charter () amended () popular vote () () () require () () changes () land use agreed () () () city council () approved () () () % vote () () referendum () () city planning commission () () city council () approved () proposed zoning change () () () () real estate developer () subsequent application () approval () () proposed home () () grounds () rejected () () rezoning action () () () submitted () () referendum () () () action brought () state court seeking () judgment declaring () city charter amendment invalid () () court () () () declare () amendment,"Here is the completed question with the masked words replaced:

A real estate developer applied for a zoning change to permit construction of a convalescent home on land it owned within the city. Under the state constitution, the people of a municipality have the power to approve legislation by referendum with respect to certain questions of land use. After the city council approved the zoning change by a 60% vote, a referendum was held and the city planning commission and city council approved the proposed zoning change. However, the real estate developer's subsequent application for approval of the proposed home on those grounds was rejected based on the rezoning action. The developer then submitted a referendum on that action brought to state court seeking a judgment declaring the city charter amendment invalid. Will the court likely declare the amendment unconstitutional?",False,6
Weber defined a 'class situation' as:,Weber defined () () class situation () () (),Weber defined the ideal typical bureaucratic class situation as follows:,False,64
"A child is frightened by the sudden barking of a neighbor's dog. Once her mother picks her up, the child begins to calm down as which of the following biological processes occurs?",() child () frightened () () sudden barking () () neighbor () () () () () mother picks () () () () child begins () calm () () () () () following biological processes occurs (),"Here is the question with the masked words completed:

A young child is frightened by the sudden barking of the neighbor's dog. The child's mother picks him up to soothe him. The child begins to calm down as the following biological processes occurs in his body:",False,36
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | She wanted to decorate the apartment in a Halloween theme, so I poured spiders throughout the apartment so that we would have spiderweb decorations. Scenario 2 | I put rolled oats in a bowl in the microwave and heated it.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () () () ordinary moral standards () () US () () () () Scenario () () () wanted () decorate () apartment () () Halloween theme () () () poured spiders () () apartment () () () () have spiderweb decorations () Scenario () () () put rolled oats () () bowl () () microwave () heated () (),"Here is the question with the masked words completed:

In the following scenarios the main character's actions raise questions about whether they did something legally or ethically wrong according to ordinary moral standards in the US. Scenario 1: Sarah wanted to decorate her apartment with a Halloween theme. To do this, she poured plastic spiders all over her apartment to make it look like they had spiderweb decorations. Scenario 2: John put rolled oats in a bowl and put it in the microwave and heated them up.",False,18
Cicero's conception of natural law is 'based on the idea that 'true law is right reason in agreement with Nature.' Reason is a key element because:,Cicero () conception () natural law () () based () () () () () true law () right reason () agreement () Nature () () Reason () () key element () (),"Here is the completed question with the masked words replaced:

Cicero's conception of natural law was fundamentally based on the idea that the true law is right reason in agreement with Nature, governed by divine Reason as its key element.",False,56
"If two variables, $x_t$ and $y_t$ are said to be cointegrated, which of the following statements are true?

i) $x_t$ and $y_t$ must both be stationary


ii) Only one linear combination of $x_t$ and $y_t$ will be stationary


iii) The cointegrating equation for $x_t$ and $y_t$ describes the short-run relationship

between the two series


iv) The residuals of a regression of $y_t$ on $x_t$ must be stationary",() () variables () () () () () () () () said () () cointegrated () () () () following statements () true () () () () () () () () () () () () stationary () () () () linear combination () () () () () () y_t$ () () stationary () () () cointegrating equation () () () () () () y_t$ describes () short () run relationship () () () series () () () residuals () () regression () () () () () () () () () stationary,"If two variables are non-stationary but a linear combination of them is stationary, then the two variables are said to be cointegrated. The following statements are true about cointegrated time series. If two non-stationary variables are cointegrated, then there exists a stationary linear combination of the two variables. Let y_t be a non-stationary variable. If y_t is cointegrated with other non-stationary variables, then the cointegrating equation for y_t describes the long run relationship between the time series variables. The residuals from the cointegrating regression for y_t are stationary.",False,24
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,() () SCR gate cathode characteristic () () straight line () () () () triggered source volume () () V () allowable gate power dissipation () () W compute () gate source resistance (),"What is the SCR gate cathode characteristic curve, does it follow a straight line or curve, and for a gate triggered source voltage of 5 V and allowable gate power dissipation of 1 W, compute the gate source resistance?",False,38
Which is a major characteristic of the bunyavirus family?,() () () major characteristic () () bunyavirus family (),The major characteristic of the bunyavirus family is:,True,85
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I rode my skateboard down the sidewalk. Scenario 2 | I fed my kitten wet cat food 3 times a day.",() () () () () scenarios () () main () () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () rode () skateboard () () sidewalk () Scenario () () () fed () kitten wet cat food () times () day (),"Here is the question with the masked words completed:

In what scenarios is the main character's actions considered something morally wrong according to ordinary moral standards in the US? Consider the following two scenarios. Scenario 1: John rode his skateboard on the sidewalk. Scenario 2: Emily fed a stray kitten wet cat food three times a day.",False,52
Select the best translation into predicate logic. Alexis is greeted by Ben. (a: Alexis; b: Ben; Gxy: x greets y),Select () best translation () predicate logic () Alexis () greeted () Ben. () () () Alexis () () () Ben () Gxy () x greets y (),"Select the best translation into predicate logic for the sentence ""Alexis greeted Ben.""

Alexis greeted Ben can be translated as:
∃x∃y(Gxy ∧ x = Alexis ∧ y = Ben)
Where Gxy means ""x greets y""",False,64
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I asked her for help with my computer so she installed a anti-virus software on it. Scenario 2 | I kept the fireplace lit as the chimney cleaner was in it.",() () () () () scenarios () () () character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () asked () () help () () computer () () installed () anti-virus software () () () Scenario () () () kept () fireplace lit () () chimney cleaner () () () (),"Here is the question with the masked words completed:

In thought experiment scenarios where a fictional character occasionally uses questionable means to do something considered wrong according to ordinary moral standards, how would you assess the following US scenarios? Scenario 1: John is asked to help install anti-virus software on a computer he has installed. Scenario 2: Mary has kept her fireplace lit and a chimney cleaner comes to service it.",False,33
"Which of the following situations would not impair objectivity, integrity, or independence with respect to an audit client?",() () () following situations () () impair objectivity () integrity () () independence () respect () () audit client (),"In the following situations, certain circumstances may impair objectivity, integrity, and independence with respect to an audit client:",True,81
The City of Windemere decided to construct several large windmills to generate electrical power. The construction was financed through a general residential property tax levy for the next ten years. Utility revenues are intended to offset all expenses associated with the windmills. The land for the windmills was donated to the city by a local farmer. The land from the farmer should be reported in which fund type?,() () () Windemere decided () construct () large () () generate electrical power () () construction () financed () () general residential property tax levy () () next () years () Utility revenues () intended () offset () expenses associated () () windmills () () land () () windmills () donated () () city () () local farmer () () land () () farmer () () reported () () fund type (),The City of Windemere decided to construct a large wind farm to generate electrical power for the community. The construction was financed by the general residential property tax levy over the next 10 years. Utility revenues are intended to offset the expenses associated with the windmills once the land for the windmills is donated to the city by a local farmer. The land for the farmer was purchased from a special fund type.,False,12
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a cab home after drinking 3 bottles of wine at the winery. Scenario 2 | I hit on her at the party.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () took () cab () () drinking () bottles () wine () () winery () Scenario () () () hit () () () () party (),"Here is the question with the masked sections replaced:

In thought experiments or hypothetical scenarios, a main character sometimes uses morally questionable actions to do something considered wrong according to ordinary moral standards. In the US, consider the following two scenarios: Scenario 1 - A person took a cab home after drinking several bottles of wine at a winery. Scenario 2 - A person hit someone at a party.",False,30
What does situational theory of leadership emphasise?,() () situational theory () leadership emphasise (),The situational theory of leadership emphasises the importance of adapting one's leadership style to the situation or context.,False,50
"In 1985, a landowner, the undisputed owner of an apartment building, leased it to a tenant for a term of seven years. Rent was to be paid in installments due on the first day of each month. One year later, in 1986, the landowner died leaving no heirs. In her will, the landowner left her entire estate to the Girl Scouts of America. The apartment building was not specifically mentioned in the will. One month after the landowner died, the tenant, having learned of the landowner's death, decided to remain on the property, but stopped paying rent. The Girl Scouts of America organization was unaware of the landowner's gift to the organization until 2009, when attorneys for the organization conducted an inventory of testamentary gifts to the Girl Scouts of America, which revealed that they had a claim to ownership of the apartment building. The statutory period for adverse possession in this jurisdiction is 20 years. In an ejection action by the Girl Scouts of America against the tenant, the organization will prevail",() () () () landowner () () undisputed () () () () building () leased () () () () () () term () () () () Rent () () () paid () installments () () () first day () () month () () year () () () () () () landowner died leaving () heirs () () () will () () landowner left () entire estate () () Girl Scouts () America () () apartment building () () () mentioned () () will () () month () () landowner died () () tenant () () learned () () landowner () death () decided () remain () () property () () stopped paying rent () () Girl Scouts () America organization () unaware () () landowner () gift () () organization () () () () attorneys () () organization conducted () inventory () testamentary gifts () () Girl Scouts () America () () revealed () () had () claim () ownership () () apartment building () () statutory period () adverse possession () () jurisdiction () () years () () () ejection action () () Girl Scouts () America () () tenant () () organization () prevail,"Here is the completed question with the masked sections replaced:

A wealthy landowner had undisputed title to an apartment building he leased to a tenant for a fixed term of 5 years. Rent was to be paid in monthly installments on the first day of each month for the term of the year-long lease. However, the landowner died leaving two heirs who fought over his will in which the landowner left his entire estate to the Girl Scouts of America, including the apartment building that was not mentioned in the will. One month after the landowner died, the tenant had learned of the landowner's death and decided to remain on the property but stopped paying rent to the Girl Scouts of America organization, which was unaware of the landowner's gift to the organization. The attorneys for the organization conducted an inventory of testamentary gifts to the Girl Scouts of America and revealed that they had a claim of ownership to the apartment building after the statutory period for adverse possession in that jurisdiction of 20 years. In an ejection action by the Girl Scouts of America against the tenant, who will prevail - the organization or the tenant?",False,5
"Which language family contains Italian, Spanish, Portuguese, and Romanian?",() language family contains Italian () Spanish () Portuguese () () Romanian (),"The Romance language family contains Italian, Spanish, Portuguese, French, Romanian and more.",True,81
" According to Carruthers, which of the following groups should not be accorded direct moral standing?",According () Carruthers () () () () following groups () () () accorded direct moral standing (),"Here is the completed question with the masked words replaced:

According to Carruthers, only humans and perhaps some other great apes should be accorded direct moral standing.",False,57
All of the following organs in the digestive system secrete digestive enzymes EXCEPT the,() () () following organs () () digestive system secrete digestive enzymes () (),The following organs of the digestive system secrete digestive enzymes:,True,84
With which of the following techniques were the native navigators of the Pacific NOT familiar?,() () () () following techniques () () native navigators () () Pacific () familiar (),"Here is the completed question with the masked words replaced:

What were some of the following techniques used by native navigators in the Pacific to stay familiar with their surroundings?",False,56
In what ways has the concept of environmental security been contested?,() () ways () () concept () environmental security () contested (),"Here is the completed question with the masked sections replaced:

What are some ways to apply the concept of environmental security in contested regions?",False,57
"According to Socrates, it is important that we discover what makes a particular action (e.g., a merciful or just act) the kind of action that it is, because without such knowledge:",According () Socrates () () () important () () discover () makes () () action () () () () merciful () () act () () kind () action () () () () () () such knowledge (),"Here is the completed question with the masked words replaced:

According to Socrates, it is extremely important to discover what makes an ethical action truly ethical, for a merciful and kind action without true understanding behind such knowledge is meaningless.",False,28
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ironed the clothes while my children were playing outside. Scenario 2 | On Christmas night my son dressed up as a serial killer and walked around town with a fake kitchen knife.",() () () () () scenarios () () main character () () uses () () () () () () do something () () () () according () () moral standards () () US () () () () Scenario () () () ironed () clothes () () children () playing () () Scenario () () () Christmas night () son dressed () () () serial killer () walked () town () () fake kitchen knife (),"Here is the question with the masked sections completed:

In fictional storytelling scenarios, how would the main character typically react if they use violence to try to do something that goes against their moral standards? In the US legal system, consider the following Scenario: A mother carefully ironed her clothes before her children came home from playing outside. Scenario: On a Christmas night, a son dressed up as a serial killer and walked around town carrying a fake kitchen knife.",False,34
On a bank's balance sheet which of the following is considered a liability?,() () bank () balance sheet () () () following () considered () liability (),"Here is the question with the masked words completed:

What does a bank's balance sheet show as a liability on the assets and liabilities following that is considered a deposit liability?",False,53
Who was the first First Lady to run for political office?,() () () first First Lady () run () political office (),Michelle Obama was the first First Lady to run for political office herself.,True,81
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up the money the man dropped and put it in my pocket. Scenario 2 | After work, I decided to cook dinner for my baby to eat.",() () () () () scenarios () () main character () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () picked () () money () man dropped () put () () () pocket () Scenario () () () work () () decided () cook dinner () () baby () eat (),"Here is the question with the masked sections completed:

In the following scenarios the main character makes choices that may be considered wrong according to ordinary moral standards in the US. In the first scenario, a person picked up some money that a man dropped and put it in their own pocket. In the second scenario, a parent went to work and decided to cook dinner for their baby to eat.",False,21
With which of the following relatives is an individual most likely to share a common HLA haplotype?,() () () () following relatives () () individual () likely () share () common HLA haplotype (),The following relatives of an individual are most likely to share a common HLA haplotype:,True,86
Which of the following is an example of a chemical change?,() () () following () () example () () chemical change (),"Here is the completed question with the masked words replaced:

Burning is the following an example of a chemical change?",False,58
"Buyer purchases an item from a merchant that turns out to be unfit, defective and unsafe for its ordinary purposes. Assuming no other warranties, which of the following can be invoked by the buyer?",Buyer purchases () item () () merchant () turns () () () unfit () defective () unsafe () () ordinary purposes () Assuming () other warranties () () () () following () () invoked () () buyer (),"Here is the completed question with the masked words replaced:

Buyer purchases a consumer item from a merchant but it turns out to be unfit, defective or unsafe for its ordinary purposes. Assuming no other warranties apply, which of the following implied warranties can be invoked by the buyer?",False,68
Intermediaries assist end-users by bringing a product produced a long way away to a more convenient location for purchase and consumption. This is referred to as:,Intermediaries assist end () users () bringing () () produced () long way () () () () convenient location () purchase () consumption () () () referred () () (),"Here is the question with the masked sections completed:

Intermediaries assist end consumers users by bringing goods products produced a long way from their source to a convenient location for purchase and consumption. This process is referred to as the distribution channel.",False,63
Which step explains how to find the value of a in 6a = 72?,() step explains () () find () value () () () () () () (),"Here is the completed question with the masked words replaced:

The first step explains how to find the square root of a given number.",False,48
Which of the following countries is actively trying to preserve the purity of their native language from contamination by English or other languages?,() () () following countries () () trying () preserve () purity () () native language () () () English () other languages (),The following countries are increasingly trying to preserve the purity of their native language by restricting the use of English and other languages:,False,78
