original_question,masked_question,generated_question,matched,similarity_score
"A state's constitution reserves to the people of each municipality in the state the power of referendum with respect to all questions that the municipality is authorized to control by legislation. A real estate developer applied for a zoning change to permit construction of a convalescent home on land he owned in a city within the state. While the application was pending, the city charter was amended by popular vote so as to require that any changes in land use agreed to by the city council be approved by a 55% vote in a referendum. The city planning commission and the city council both approved the proposed zoning change. However, the real estate developer's subsequent application for approval for a proposed home on the grounds was rejected because the rezoning action had not been submitted to a referendum. In an action brought in state court seeking a judgment declaring the city charter amendment invalid, the court will most likely declare the amendment",() state () constitution () () () people () () () () () state () power () referendum () respect () () questions () () municipality () () () () () legislation () () real estate developer applied () () zoning change () permit construction () () convalescent home () land () owned () () city () () state () () () application () pending () () city charter () amended () popular vote () () () require () () changes () land use agreed () () () city council () approved () () () % vote () () referendum () () city planning commission () () city council () approved () proposed zoning change () () () () real estate developer () subsequent application () approval () () proposed home () () grounds () rejected () () rezoning action () () () submitted () () referendum () () () action brought () state court seeking () judgment declaring () city charter amendment invalid () () court () () () declare () amendment,"Question: Does the state constitution allow the people of the state to exercise power through a referendum with respect to questions involving a municipality, particularly when legislation is involved? A real estate developer applied for a zoning change to permit the construction of a convalescent home on land owned by the city. The state requires that any application pending when the city charter is amended by popular vote must comply with the new requirements. The changes in land use were agreed upon after the city council approved them with a 75% vote. However, a referendum by the city planning commission and the city council approved the proposed zoning change. The real estate developer's subsequent application for approval of the proposed home was rejected on the grounds that the rezoning action was not submitted to a referendum. An action was brought in state court seeking a judgment declaring the city charter amendment invalid. Can the court legally declare the amendment invalid?",False,5
Weber defined a 'class situation' as:,Weber defined () () class situation () () (),Weber defined **a social class situation as follows**.,False,75
"A child is frightened by the sudden barking of a neighbor's dog. Once her mother picks her up, the child begins to calm down as which of the following biological processes occurs?",() child () frightened () () sudden barking () () neighbor () () () () () mother picks () () () () child begins () calm () () () () () following biological processes occurs (),"Which child becomes frightened by the sudden barking of the neighbor's dog, and when the mother picks up the child, the child begins to calm down? Which of the following biological processes occurs here?",False,70
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | She wanted to decorate the apartment in a Halloween theme, so I poured spiders throughout the apartment so that we would have spiderweb decorations. Scenario 2 | I put rolled oats in a bowl in the microwave and heated it.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () () () ordinary moral standards () () US () () () () Scenario () () () wanted () decorate () apartment () () Halloween theme () () () poured spiders () () apartment () () () () have spiderweb decorations () Scenario () () () put rolled oats () () bowl () () microwave () heated () (),"Question: In what scenarios might the main character intentionally use unconventional methods to do something that seems wrong by ordinary moral standards? For example, in the US, one scenario could be if they wanted to decorate their apartment with a Halloween theme, so they poured spiders into the apartment to have spiderweb decorations. Another scenario might be if they put rolled oats in a bowl and microwaved them to heat them up.",False,11
Cicero's conception of natural law is 'based on the idea that 'true law is right reason in agreement with Nature.' Reason is a key element because:,Cicero () conception () natural law () () based () () () () () true law () right reason () agreement () Nature () () Reason () () key element () (),Question: Cicero's conception of natural law is fundamentally based on the idea that true law is right reason in agreement with Nature. This alignment with Reason is a key element in his philosophy.,False,79
"If two variables, $x_t$ and $y_t$ are said to be cointegrated, which of the following statements are true?

i) $x_t$ and $y_t$ must both be stationary


ii) Only one linear combination of $x_t$ and $y_t$ will be stationary


iii) The cointegrating equation for $x_t$ and $y_t$ describes the short-run relationship

between the two series


iv) The residuals of a regression of $y_t$ on $x_t$ must be stationary",() () variables () () () () () () () () said () () cointegrated () () () () following statements () true () () () () () () () () () () () () stationary () () () () linear combination () () () () () () y_t$ () () stationary () () () cointegrating equation () () () () () () y_t$ describes () short () run relationship () () () series () () () residuals () () regression () () () () () () () () () stationary,"Question: When two variables are said to be cointegrated, which of the following statements is true? (1) Both variables are stationary. (2) A linear combination of the variables, such as \( y_t \), is stationary. (3) The cointegrating equation involving \( y_t \) describes a short-run relationship between the series. (4) The residuals from the regression are stationary.",False,23
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,() () SCR gate cathode characteristic () () straight line () () () () triggered source volume () () V () allowable gate power dissipation () () W compute () gate source resistance (),"Question: How does the SCR gate cathode characteristic curve appear as a straight line when it is triggered from a source with a volume of V, and what is the allowable gate power dissipation in W to compute the gate source resistance?",False,57
Which is a major characteristic of the bunyavirus family?,() () () major characteristic () () bunyavirus family (),What is a major characteristic of the bunyavirus family?,True,96
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I rode my skateboard down the sidewalk. Scenario 2 | I fed my kitten wet cat food 3 times a day.",() () () () () scenarios () () main () () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () rode () skateboard () () sidewalk () Scenario () () () fed () kitten wet cat food () times () day (),"What are some scenarios where the main character uses something considered wrong according to ordinary moral standards in the US? For example, in Scenario 1, someone rode a skateboard on the sidewalk. In Scenario 2, someone fed a kitten wet cat food three times a day.",False,58
Select the best translation into predicate logic. Alexis is greeted by Ben. (a: Alexis; b: Ben; Gxy: x greets y),Select () best translation () predicate logic () Alexis () greeted () Ben. () () () Alexis () () () Ben () Gxy () x greets y (),"Select the best translation into predicate logic for ""Alexis greeted Ben."" Let Gxy mean ""x greets y.""",True,80
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I asked her for help with my computer so she installed a anti-virus software on it. Scenario 2 | I kept the fireplace lit as the chimney cleaner was in it.",() () () () () scenarios () () () character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () asked () () help () () computer () () installed () anti-virus software () () () Scenario () () () kept () fireplace lit () () chimney cleaner () () () (),"Question: What are some scenarios where a character knowingly uses deception to do something considered wrong according to ordinary moral standards in the US? For example, Scenario 1: A person is asked to help fix a computer but installs malicious software instead. Scenario 2: Someone keeps a fireplace lit without having the chimney cleaned, risking a fire hazard.",False,18
"Which of the following situations would not impair objectivity, integrity, or independence with respect to an audit client?",() () () following situations () () impair objectivity () integrity () () independence () respect () () audit client (),"Question: What are the following situations that could impair objectivity, integrity, or independence with respect to an audit client?",True,88
The City of Windemere decided to construct several large windmills to generate electrical power. The construction was financed through a general residential property tax levy for the next ten years. Utility revenues are intended to offset all expenses associated with the windmills. The land for the windmills was donated to the city by a local farmer. The land from the farmer should be reported in which fund type?,() () () Windemere decided () construct () large () () generate electrical power () () construction () financed () () general residential property tax levy () () next () years () Utility revenues () intended () offset () expenses associated () () windmills () () land () () windmills () donated () () city () () local farmer () () land () () farmer () () reported () () fund type (),"Question: Why has Windemere decided to construct a large facility to generate electrical power, and how is the construction being financed? Is it through a general residential property tax levy over the next few years, or are utility revenues intended to offset the expenses associated with the windmills? Was the land for the windmills donated to the city by a local farmer, and how is this land and the farmer being reported in the fund type?",False,17
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a cab home after drinking 3 bottles of wine at the winery. Scenario 2 | I hit on her at the party.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () took () cab () () drinking () bottles () wine () () winery () Scenario () () () hit () () () () party (),"Question: In what scenarios might the main character find themselves using questionable judgment to do something considered wrong according to ordinary moral standards in the US? For example, in Scenario 1, the character took a cab home after drinking several bottles of wine at a winery. In Scenario 2, the character hit someone at a party.",False,29
What does situational theory of leadership emphasise?,() () situational theory () leadership emphasise (),What does situational theory of leadership emphasize?,True,98
"In 1985, a landowner, the undisputed owner of an apartment building, leased it to a tenant for a term of seven years. Rent was to be paid in installments due on the first day of each month. One year later, in 1986, the landowner died leaving no heirs. In her will, the landowner left her entire estate to the Girl Scouts of America. The apartment building was not specifically mentioned in the will. One month after the landowner died, the tenant, having learned of the landowner's death, decided to remain on the property, but stopped paying rent. The Girl Scouts of America organization was unaware of the landowner's gift to the organization until 2009, when attorneys for the organization conducted an inventory of testamentary gifts to the Girl Scouts of America, which revealed that they had a claim to ownership of the apartment building. The statutory period for adverse possession in this jurisdiction is 20 years. In an ejection action by the Girl Scouts of America against the tenant, the organization will prevail",() () () () landowner () () undisputed () () () () building () leased () () () () () () term () () () () Rent () () () paid () installments () () () first day () () month () () year () () () () () () landowner died leaving () heirs () () () will () () landowner left () entire estate () () Girl Scouts () America () () apartment building () () () mentioned () () will () () month () () landowner died () () tenant () () learned () () landowner () death () decided () remain () () property () () stopped paying rent () () Girl Scouts () America organization () unaware () () landowner () gift () () organization () () () () attorneys () () organization conducted () inventory () testamentary gifts () () Girl Scouts () America () () revealed () () had () claim () ownership () () apartment building () () statutory period () adverse possession () () jurisdiction () () years () () () ejection action () () Girl Scouts () America () () tenant () () organization () prevail,"Question: If a landowner had an undisputed lease on a building rented to a tenant for a specific term with rent to be paid in installments on the first day of each month, and the landowner died leaving no heirs or will, and the landowner left the entire estate to the Girl Scouts of America, including the apartment building mentioned in the will, one month after the landowner died, the tenant learned of the landowner's death and decided to remain on the property but stopped paying rent. If the Girl Scouts of America organization was unaware of the landowner's gift to the organization until their attorneys conducted an inventory of testamentary gifts to the Girl Scouts of America, which revealed they had a claim to ownership of the apartment building, and the statutory period for adverse possession in the jurisdiction is ten years, can an ejection action by the Girl Scouts of America against the tenant allow the organization to prevail?",False,14
"Which language family contains Italian, Spanish, Portuguese, and Romanian?",() language family contains Italian () Spanish () Portuguese () () Romanian (),"Which language family contains Italian, Spanish, Portuguese, French, and Romanian?",True,95
" According to Carruthers, which of the following groups should not be accorded direct moral standing?",According () Carruthers () () () () following groups () () () accorded direct moral standing (),"Sure, here's a completed version of the question:

""According to Carruthers, which of the following groups should be accorded direct moral standing?""",False,78
All of the following organs in the digestive system secrete digestive enzymes EXCEPT the,() () () following organs () () digestive system secrete digestive enzymes () (),Which of the following organs in the digestive system secrete digestive enzymes and why?,True,88
With which of the following techniques were the native navigators of the Pacific NOT familiar?,() () () () following techniques () () native navigators () () Pacific () familiar (),What are the following techniques used by native navigators in the Pacific to become familiar with?,False,76
In what ways has the concept of environmental security been contested?,() () ways () () concept () environmental security () contested (),What are the ways in which the concept of environmental security is contested today?,False,78
"According to Socrates, it is important that we discover what makes a particular action (e.g., a merciful or just act) the kind of action that it is, because without such knowledge:",According () Socrates () () () important () () discover () makes () () action () () () () merciful () () act () () kind () action () () () () () () such knowledge (),"Question: According to Socrates, is it important to discover what makes an action just or merciful, and what makes an act a kind or virtuous action? How can we gain such knowledge?",False,68
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ironed the clothes while my children were playing outside. Scenario 2 | On Christmas night my son dressed up as a serial killer and walked around town with a fake kitchen knife.",() () () () () scenarios () () main character () () uses () () () () () () do something () () () () according () () moral standards () () US () () () () Scenario () () () ironed () clothes () () children () playing () () Scenario () () () Christmas night () son dressed () () () serial killer () walked () town () () fake kitchen knife (),"What are some possible scenarios where the main character in a story uses their judgment to do something that may be questionable according to the moral standards in the US? For example, Scenario 1: A parent ironed clothes while their children were playing nearby. Scenario 2: On Christmas night, a son dressed up as a serial killer and walked around town with a fake kitchen knife.",False,9
On a bank's balance sheet which of the following is considered a liability?,() () bank () balance sheet () () () following () considered () liability (),Which items on a bank's balance sheet are typically considered a liability?,False,71
Who was the first First Lady to run for political office?,() () () first First Lady () run () political office (),Which was the first First Lady to run for political office successfully?,True,87
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up the money the man dropped and put it in my pocket. Scenario 2 | After work, I decided to cook dinner for my baby to eat.",() () () () () scenarios () () main character () () uses () () () () () () () something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () picked () () money () man dropped () put () () () pocket () Scenario () () () work () () decided () cook dinner () () baby () eat (),"Sure! Here's a completed version of the question:

Question: In which of the following scenarios does the main character engage in an action that involves doing something considered wrong according to ordinary moral standards in the US? Scenario 1: The main character picked up money that a man dropped and put it in their pocket. Scenario 2: The main character went to work and then decided to cook dinner for their baby to eat.",False,21
With which of the following relatives is an individual most likely to share a common HLA haplotype?,() () () () following relatives () () individual () likely () share () common HLA haplotype (),Which of the following relatives of an individual is most likely to share a common HLA haplotype with them?,True,89
Which of the following is an example of a chemical change?,() () () following () () example () () chemical change (),What is the following an example of in a chemical change process?,True,81
"Buyer purchases an item from a merchant that turns out to be unfit, defective and unsafe for its ordinary purposes. Assuming no other warranties, which of the following can be invoked by the buyer?",Buyer purchases () item () () merchant () turns () () () unfit () defective () unsafe () () ordinary purposes () Assuming () other warranties () () () () following () () invoked () () buyer (),"Question: Buyer purchases an item from a merchant that turns out to be unfit, defective, or unsafe for its ordinary purposes. Assuming no other warranties apply, which of the following can be invoked by the buyer?",True,85
Intermediaries assist end-users by bringing a product produced a long way away to a more convenient location for purchase and consumption. This is referred to as:,Intermediaries assist end () users () bringing () () produced () long way () () () () convenient location () purchase () consumption () () () referred () () (),Question: Intermediaries assist end consumers by bringing products that are produced a long way away to a convenient location for purchase and consumption. What is this process referred to as?,True,85
Which step explains how to find the value of a in 6a = 72?,() step explains () () find () value () () () () () () (),What step explains how to find the value of a given expression?,False,79
Which of the following countries is actively trying to preserve the purity of their native language from contamination by English or other languages?,() () () following countries () () trying () preserve () purity () () native language () () () English () other languages (),Which of the following countries are actively trying to preserve the purity of their native language against the influence of English and other languages?,True,86
