Unnamed: 0.1,Unnamed: 0,id,question,question_concept,choices,answerKey,answer_options_formatted,answer,choices_copy,masked_options,question_answer,masked_question,masked_word_answer,extracted_terms,rel_info_generated,leakage_in_bucket,can_be_data_leakage,seen_terms
27,2983,c42d4a2a31a4442832074cd3c697a2cc,What would you be doing if you are having lunch?,having lunch,"['eating', 'hunger', 'burp', 'laughing', 'food']",A,"A: eating
B: hunger
C: burp
D: laughing
E: food",eating,"['eating', 'hunger', 'burp', 'laughing', '']",['food'],"Question: What would you be doing if you are having lunch?
Answer:
A: eating
B: hunger
C: burp
D: laughing
E: ",What would you be doing if you are having ()?,lunch,"['doing', 'having']","Here is a paragraph incorporating the key terms ""doing"" and ""having"" in a meaningful context:

In life, there is often a tension between doing and having. Many people get caught up in the pursuit of having more - accumulating material possessions, wealth, status symbols etc. However, some of the wisest philosophers and teachers have emphasized that true fulfillment comes not from what we have, but from what we do with our time and energy. Having a lot of stuff doesn't necessarily make us happier, but doing meaningful activities, cultivating relationships, growing as individuals, and contributing to society can lead to deeper satisfaction. While having basic needs met is important, once those are covered, many find that the activities they spend their time doing become the real source of purpose and contentment. The balance between doing and having is one each person must navigate based on their values and priorities. But it's a reminder that life is fundamentally about the experiences we have, not just the things we accumulate.",,False,Vacation
28,1061,87f8bfdea382f440c65027372991fc99,A hinged door is not always found in which room of the house?,hinged door,"['jamb', 'own house', 'building', 'kitchen', 'washing machine']",D,"A: jamb
B: own house
C: building
D: kitchen
E: washing machine",kitchen,"['jamb', 'own house', '', 'kitchen', 'washing machine']",['building'],"Question: A hinged door is not always found in which room of the house?
Answer:
A: jamb
B: own house
C: 
D: kitchen
E: washing machine",A hinged door is not always found in which room of the ()?,house,,,Seen Q,True,house
29,3770,d1e02be9922ae8f52cef4a7dca8fa331,Why could someone fall down after eating lunch?,eating lunch,"['drowsiness', 'late for work', 'feel full', 'lethargy', 'feel sleepy']",E,"A: drowsiness
B: late for work
C: feel full
D: lethargy
E: feel sleepy",feelsleepy,"['', 'late for work', 'feel full', 'lethargy', 'feel sleepy']",['drowsiness'],"Question: Why could someone fall down after eating lunch?
Answer:
A: 
B: late for work
C: feel full
D: lethargy
E: feel sleepy",Why could someone fall down after eating ()?,lunch,"['Why', 'fall']","Here is a paragraph incorporating the key terms ""why"" and ""fall"":

The changing of the seasons is one of nature's great wonders, but many people wonder why leaves fall from the trees each autumn. As the days grow shorter and colder, deciduous trees undergo a process called abscission where a layer of cells forms at the base of the leaf stem. This allows the leaves to detach from the branches and fall to the ground. Trees shed their leaves in the fall to conserve water and energy during the winter months when water is frozen in the soil and sunlight is limited. By dropping their leaves, trees reduce surface area and prevent excessive moisture loss that could potentially damage or kill the tree. The brilliant colors we associate with fall foliage are the result of chemical processes in the leaves as they prepare to fall. While the loss of leaves may seem like a vulnerability, it is actually an ingenious adaptation that allows deciduous trees to survive winter's harsh conditions.",,False,Intoxication
30,7165,5556bf1702075d307fe639156412e042,What is the opposite of ambiguous?,ambiguous,"['clear', 'certain', 'distinct', 'blurry', 'explicit']",A,"A: clear
B: certain
C: distinct
D: blurry
E: explicit",clear,"['clear', '', 'distinct', 'blurry', 'explicit']",['certain'],"Question: What is the opposite of ambiguous?
Answer:
A: clear
B: 
C: distinct
D: blurry
E: explicit",What is the () of ambiguous?,opposite,"['opposite', 'ambiguous']","Here is a paragraph incorporating the key terms opposite and ambiguous in a meaningful context:

In many situations, words or phrases can have opposite or ambiguous meanings depending on the context. For example, the statement ""I'm going to take a rain check on that"" could ambiguously mean either accepting an offer to reschedule, or politely declining it altogether - two opposite interpretations. Ambiguous language often arises from idioms, slang, or figures of speech whose intended meaning is not literal. Skilled communicators strive to use clear, unambiguous language to avoid opposite interpretations and misunderstandings. However, some writers intentionally employ ambiguity as a literary device to create uncertainty, multiple potential meanings, or to spark the reader's imagination. Whether ambiguity is intentional or not, recognizing potential opposite or ambiguous meanings is important for effective communication.",Relevent Info,True,meaning
31,4446,e7fd320d1b0935f833e378f9b7aea2a9,What do people feel when something good happens?,people,"['experience joy', 'believe in god', 'sadness', 'get sick', 'ask questions']",A,"A: experience joy
B: believe in god
C: sadness
D: get sick
E: ask questions",experiencejoy,"['experience joy', 'believe in god', 'sadness', '', 'ask questions']",['get sick'],"Question: What do people feel when something good happens?
Answer:
A: experience joy
B: believe in god
C: sadness
D: 
E: ask questions",What do () feel when something good happens?,people,,,Seen Q,True,People
32,6404,15a0a893bb90661d44ebe6fbc04a09d1,A modern farmer needs many skills common for who in order to manage finances and increase sales?,farmer,"['harvesting', 'business man', 'city dweller', 'farm land', 'industrial']",B,"A: harvesting
B: business man
C: city dweller
D: farm land
E: industrial",businessman,"['harvesting', 'business man', '', 'farm land', 'industrial']",['city dweller'],"Question: A modern farmer needs many skills common for who in order to manage finances and increase sales?
Answer:
A: harvesting
B: business man
C: 
D: farm land
E: industrial",A modern farmer needs many skills common for who in order to manage finances and increase ()?,sales,"['modern farmer', 'needs', 'skills', 'order', 'finances', 'increase', 'sales']","In today's rapidly evolving agricultural landscape, the modern farmer faces a multitude of challenges and requirements to ensure the success and sustainability of their operations. One of the primary needs is the development of a diverse set of skills that extend beyond traditional farming practices. Effective financial management, strategic planning, and a keen understanding of market dynamics have become essential for farmers to maintain order in their finances and increase sales.

To thrive in this competitive environment, modern farmers must possess strong business acumen, embracing technological advancements, and adapting to changing consumer preferences. They need to be adept at analyzing market trends, identifying lucrative opportunities, and implementing innovative techniques to optimize yields and enhance product quality. Effective record-keeping, budgeting, and cost-control measures are crucial for maintaining financial stability and maximizing profitability.

Moreover, modern farmers must cultivate strong communication and marketing skills to effectively promote their products, build brand recognition, and establish direct connections with consumers. Leveraging digital platforms, social media, and e-commerce channels has become increasingly important for expanding sales and reaching broader markets.

By continuously developing their skills, adopting modern farming practices, and staying attuned to the evolving needs of the industry, modern farmers can navigate the complexities of the agricultural sector, increase their sales, and contribute to a sustainable and prosperous future for their operations.",Relevent Info,True,Profits
33,9087,cf6dd9e9b603b02049f80202ef537383,Where in your office would you store a highlight that you don't use often?,highlighter,"['office supply store', 'case', 'desk drawer', 'campus book store', 'lamp']",C,"A: office supply store
B: case
C: desk drawer
D: campus book store
E: lamp",deskdrawer,"['office supply store', 'case', 'desk drawer', '', 'lamp']",['campus book store'],"Question: Where in your office would you store a highlight that you don't use often?
Answer:
A: office supply store
B: case
C: desk drawer
D: 
E: lamp",Where in your office would you store a () that you don't use often?,highlight,"['store', 'highlight', 'use']","Here is a paragraph incorporating the key terms store, highlight, and use in a relevant context:

When shopping for makeup or other beauty products, it's important to visit a reputable store that can properly highlight and showcase the items. A well-organized makeup store will use effective lighting and display techniques to allow the true colors and textures of the products to shine. The store staff should be knowledgeable about the merchandise and able to provide useful guidance on how to select and use the various makeup items based on your skin type, preferences, and desired looks. Trying out testers and samples in the store can help you find products that work well before making a purchase to take home and use as part of your regular beauty routine. A good makeup store will strive to make the shopping experience enjoyable while helping you discover new products to enhance your natural features.",,False,Closet
34,2933,4adaae09787113aacf58028c3ca97948,"She loved the music so much, how did she describe it?",music,"['silent', 'express emotion', 'beautifull', 'irritate', 'quiet mind']",C,"A: silent
B: express emotion
C: beautifull
D: irritate
E: quiet mind",beautifull,"['', 'express emotion', 'beautifull', 'irritate', 'quiet mind']",['silent'],"Question: She loved the music so much, how did she describe it?
Answer:
A: 
B: express emotion
C: beautifull
D: irritate
E: quiet mind","She loved the () so much, how did she describe it?",music,"['music', 'so', 'much']","Music is an integral part of human culture and has been present in various forms across civilizations throughout history. It has the power to evoke emotions, tell stories, and bring people together. Music is so much more than just a collection of notes and rhythms; it is a universal language that transcends boundaries and connects individuals from diverse backgrounds.

From the soulful melodies of folk songs to the intricate compositions of classical masterpieces, music has the ability to touch the depths of our souls and convey emotions that words alone cannot express. It can uplift our spirits during times of joy and provide solace during moments of sorrow. Music has the power to unite people, fostering a sense of community and shared experiences.

Moreover, music plays a significant role in various aspects of our lives, such as celebrations, religious ceremonies, and even therapeutic settings. It has the capacity to influence our moods, enhance our focus, and create lasting memories. Whether we are listening to our favorite tunes, playing an instrument, or singing along, music has the ability to bring so much joy and fulfillment into our lives.",,False,Flower
35,5124,9785f452c949c6db50a7162aea120437,Where would you store potato chips in their home?,chips,"['supermarket', 'toilet', 'pantry', 'bar', 'motherboard']",C,"A: supermarket
B: toilet
C: pantry
D: bar
E: motherboard",pantry,"['supermarket', '', 'pantry', 'bar', 'motherboard']",['toilet'],"Question: Where would you store potato chips in their home?
Answer:
A: supermarket
B: 
C: pantry
D: bar
E: motherboard",Where would you store potato chips in their ()?,home,"['potato chips', 'Where', 'home']","Here is a paragraph incorporating the key terms potato chips, where, and home:

There's nothing quite like the aroma of freshly made potato chips wafting through the house. It's a smell that instantly transports you back to childhood memories of coming home from school to a kitchen filled with that unmistakable scent. Whether fried up in a pan on the stovetop or baked to crispy perfection in the oven, homemade potato chips are a simple pleasure that can turn any ordinary day into something special. The real magic happens when you get to enjoy those golden, salty chips straight out of the fryer or oven, still warm and fresh, right there in the comfort of your own home. It's in those moments that you realize where true happiness lies - in the simple act of savoring a beloved snack surrounded by the familiar sights, sounds, and smells of the place you call home.",,False,Bag
36,4930,c127dc0a6c2701ff59e20c7070fbce8c,Why do people want to swim in the heat?,swim,"['wear bathing suit', 'fun', 'excercise', 'cool down', 'exercise']",D,"A: wear bathing suit
B: fun
C: excercise
D: cool down
E: exercise",cooldown,"['wear bathing suit', '', 'excercise', 'cool down', 'exercise']",['fun'],"Question: Why do people want to swim in the heat?
Answer:
A: wear bathing suit
B: 
C: excercise
D: cool down
E: exercise",Why do () want to swim in the heat?,people,"['Why', 'want']","Here is a paragraph incorporating the key terms ""why"" and ""want"":

Understanding why we want the things we desire is a fundamental part of human nature. We all have wants and needs that drive our behaviors and motivations. Sometimes the reasons why we want something are obvious - we want food because we're hungry, or want shelter to protect us from the elements. Other times, our wants are more complex, shaped by factors like our upbringing, culture, life experiences, and aspirations. We may want success, status, love, or a sense of purpose and meaning. Exploring the ""why"" behind our wants can lead to greater self-awareness and help us align our goals with our core values. It allows us to ensure we are pursuing wants that truly enrich our lives, rather than chasing after superficial desires. Asking ""why"" we want the things we do is an important step in living an authentic, intentional life.",,False,Humans
37,1599,866deeda79fe257ffcfc08c674962894,"A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?",snake,"['nature', 'pet shop', 'georgia', 'tropical forest', 'france']",A,"A: nature
B: pet shop
C: georgia
D: tropical forest
E: france",nature,"['nature', '', 'georgia', 'tropical forest', 'france']",['pet shop'],"Question: A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?
Answer:
A: nature
B: 
C: georgia
D: tropical forest
E: france","A snake is not something you want to come across on a plane, but it's most likely to happen while out in () what?",mother,"['snake', 'want', 'most', 'likely']","Here is a paragraph incorporating the key terms snake, want, most, and likely:

When it comes to encountering snakes in the wild, most people likely want to avoid them. Snakes can inspire fear and apprehension in many, as these reptiles are often associated with danger and venom. However, the vast majority of snake species are not only harmless to humans but play a vital role in their ecosystems by controlling rodent populations. While it's understandable to be cautious around snakes, appreciating them from a safe distance is usually the most sensible approach. By understanding that snakes are simply trying to survive, just like any other creature, we can overcome irrational fears and develop a healthy respect for these fascinating animals that have inhabited the Earth for millions of years.",Relevent Info,True,nature
38,3246,3baeaad2a086a01163a3843487ea1039,Where is known for powerful storms from the ocean?,storm,"['rain', 'weather report', 'tropics', 'summer', 'america']",C,"A: rain
B: weather report
C: tropics
D: summer
E: america",tropics,"['rain', 'weather report', 'tropics', 'summer', '']",['america'],"Question: Where is known for powerful storms from the ocean?
Answer:
A: rain
B: weather report
C: tropics
D: summer
E: ",Where is known for powerful () from the ocean?,storms,"['powerful storms', 'Where', 'storms']","Here is a paragraph incorporating the key terms in a relevant context:

Powerful storms can strike in many regions around the world, bringing destructive winds, torrential rain, and other severe weather hazards. Where these intense storms occur depends on geographic and meteorological factors. Some areas prone to powerful storms include the central plains of the United States, known as ""Tornado Alley"" due to the ideal conditions for spawning twisters. The tropical regions near the equator can give rise to hurricanes or typhoons - massive rotating storms originating over warm ocean waters. Other storm hotspots include Bangladesh and parts of India impacted by cyclones from the Bay of Bengal, as well as Australia's eastern coast frequently hit by intense thunderstorms and coastal lows. Monitoring weather patterns and being prepared is crucial when living in regions susceptible to these powerful storms.",Relevent Info,True,Waves
39,1879,f8172664e106f16aea64ee4fccb3e0c7,Thousands of companies and a rosebush call what place home?,rosebush,"['lawn', 'rose parade', 'backyard', 'delaware', 'planting']",D,"A: lawn
B: rose parade
C: backyard
D: delaware
E: planting",delaware,"['lawn', 'rose parade', 'backyard', 'delaware', '']",['planting'],"Question: Thousands of companies and a rosebush call what place home?
Answer:
A: lawn
B: rose parade
C: backyard
D: delaware
E: ",() of companies and a rosebush call what place home?,Thousands,"['rosebush', 'call', 'place']","Here is a paragraph incorporating the key terms rosebush, call, and place:

Sarah tended to the rosebush in her backyard garden, carefully pruning the thorny stems and deadheading the faded blooms. As she worked, her phone began to ring from its place on the patio table. She set down her pruners and went to answer the call. It was her sister inviting her over for dinner that evening. Sarah smiled, happy to have a place to go and loved ones to spend time with after putting in such diligent work caring for her rose garden. The fragrant rosebush always put her in a pleasant mood and made her feel at home in this place she had cultivated with her own hands.",,False,Nursery
40,73,58c3817107e323fdd7d70c4014990626,Where could you see an advertisement while reading news?,advertisement,"['television', 'bus', 'email', 'web page', 'la ville']",D,"A: television
B: bus
C: email
D: web page
E: la ville",webpage,"['television', '', 'email', 'web page', 'la ville']",['bus'],"Question: Where could you see an advertisement while reading news?
Answer:
A: television
B: 
C: email
D: web page
E: la ville",Where could you see an advertisement while reading ()?,news,"['see', 'news']","Here is a paragraph incorporating the key terms ""see"" and ""news"":

Staying informed about current events is important in today's fast-paced world. One of the primary ways people see or learn about news is through various media outlets like television, newspapers, radio, and online sources. Every day, news organizations report on local, national, and international happenings, allowing people to see and understand what is going on around them. From major political developments and economic trends to human interest stories and entertainment news, the media plays a crucial role in keeping the public informed and helping them see the bigger picture of the world they live in. Whether it's watching the nightly news, reading a newspaper over morning coffee, or scrolling through news apps on a smartphone, consuming news has become an integral part of many people's daily routines as they seek to see and make sense of the constantly evolving world around them.",,False,Magazine
41,2314,73f3f34462fc60d229b194580e7d1744,Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?,most people,"['lie', 'set table', 'think', 'read books', 'not speak']",A,"A: lie
B: set table
C: think
D: read books
E: not speak",lie,"['lie', 'set table', '', 'read books', 'not speak']",['think'],"Question: Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?
Answer:
A: lie
B: set table
C: 
D: read books
E: not speak",Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your () if you want to understand.    What do most people due sometimes?,brain,"['Most people', 'say', 'mean', 'avoid', 'have', 'use', 'brain', 'understand', 'most']","Most people use their brain to understand and make sense of the world around them. When we say something, we often mean more than just the literal words we use. Our brains are wired to interpret context, tone, and subtext to avoid misunderstandings and have meaningful communication. Most of the time, we rely on our ability to read between the lines and grasp the intended meaning behind what someone says or writes. This cognitive process allows us to navigate social interactions, convey complex ideas, and connect with others on a deeper level.",,False,Intuition
42,1155,ee9a374176ae07c14ab7c0b2adc02b7b,"The children were going to play, the parents encouraged it hoping it resulted in what?",going to play,"['being entertained', 'spending money', 'intermission', 'weight loss', 'sleepiness']",E,"A: being entertained
B: spending money
C: intermission
D: weight loss
E: sleepiness",sleepiness,"['being entertained', 'spending money', '', 'weight loss', 'sleepiness']",['intermission'],"Question: The children were going to play, the parents encouraged it hoping it resulted in what?
Answer:
A: being entertained
B: spending money
C: 
D: weight loss
E: sleepiness","The children were going to play, the () encouraged it hoping it resulted in what?",parents,"['going', 'parents', 'resulted']","Here is a paragraph incorporating the key terms going, parents, and resulted in a meaningful context:

After months of pleading with their teenage daughter, Sarah's parents had finally resulted to allowing her to go on the class trip to Europe. While they had initial reservations about her going so far away at such a young age, they ultimately decided the educational and cultural experience would be invaluable. Their decision resulted from numerous conversations with the trip organizers and Sarah's teachers, who assured them of the tight supervision and security measures in place. Sarah's exemplary behavior and strong grades also resulted in her parents feeling she had demonstrated the maturity and responsibility to handle such an adventure. Though they would miss her dearly, Sarah's parents were proud to allow this opportunity that resulted from her hard work and commitment.",,False,Exercise
43,4814,f0de70cdbcc02782af3870228ad133de,If you entire body is experiencing fatigue what would you do at the end of the day?,fatigue,"['sleep', 'sit down', 'sit on chair', 'have rest', 'lie on floor']",A,"A: sleep
B: sit down
C: sit on chair
D: have rest
E: lie on floor",sleep,"['sleep', 'sit down', 'sit on chair', '', 'lie on floor']",['have rest'],"Question: If you entire body is experiencing fatigue what would you do at the end of the day?
Answer:
A: sleep
B: sit down
C: sit on chair
D: 
E: lie on floor",If you entire body is experiencing fatigue what would you do at the () of the day?,end,,,Seen Q,True,end
44,5943,9e8abd6ed99d6d0125a7a7cdbb272e1c,"if you cogitate on something for a long time, you can get this feeling?",cogitating,"['might understand', 'enjoy', 'sit comfortably', 'think about things', 'get irritated']",A,"A: might understand
B: enjoy
C: sit comfortably
D: think about things
E: get irritated",mightunderstand,"['might understand', 'enjoy', 'sit comfortably', 'think about things', '']",['get irritated'],"Question: if you cogitate on something for a long time, you can get this feeling?
Answer:
A: might understand
B: enjoy
C: sit comfortably
D: think about things
E: ","if you cogitate on something for a long (), you can get this feeling?",time,"['long', 'time', 'feeling']","Here is a paragraph incorporating the key terms long, time, and feeling:

It had been a long time since Sarah felt that way. The feeling crept up on her slowly, like a morning fog rolling in. At first, she didn't recognize it - it had been so long since she last experienced that particular emotion. But as the days went by, the feeling became more pronounced, more undeniable. She had spent years building up walls, trying to insulate herself from getting hurt again. But somehow, this feeling had managed to seep through the cracks. Sarah knew she had a choice to make - embrace the feeling and open herself up, or once again reject it and resign herself to a life devoid of that deep human connection she had been lacking for so long. As she weighed her options, she realized just how much time had passed and how exhausting it was to constantly put up emotional barriers. Maybe, just maybe, it was time to take a chance again.",,False,Ponder
45,4099,a7312907b6a6c487508ecbc8b70ff863,"After answering questions from the press for hours, what did the police chief feel?",answering questions,"['irritation', 'sadness', 'polite', 'teaching', 'detective']",A,"A: irritation
B: sadness
C: polite
D: teaching
E: detective",irritation,"['irritation', 'sadness', '', 'teaching', 'detective']",['polite'],"Question: After answering questions from the press for hours, what did the police chief feel?
Answer:
A: irritation
B: sadness
C: 
D: teaching
E: detective","After answering questions from the press for hours, what did the () chief feel?",police,"['police chief', 'answering', 'questions', 'feel']","Here is a relevant paragraph incorporating the key terms:

The police chief stood before the press conference, preparing to answer questions from the gathered reporters. She could feel the weight of the community's concerns and scrutiny on her shoulders. As the top law enforcement official, it was her responsibility to address issues transparently and assure the public that the police department was working diligently to serve and protect. Taking a deep breath, she nodded to the first journalist, ready to field their inquiries with professionalism and empathy. The chief knew that honestly answering the tough questions, even when the truth was uncomfortable, was crucial to maintaining trust and improving the relationship between the police and the citizens they are sworn to protect and serve.",,False,Drained
46,9121,221c93c7b7850d527692934dbeaf7156,"A lawyer is taking care of proposals, what are they trying to do?",taking care of proposals,"['paperwork', 'getting work done', 'results', 'finishing up', 'marriage']",B,"A: paperwork
B: getting work done
C: results
D: finishing up
E: marriage",gettingworkdone,"['paperwork', 'getting work done', 'results', 'finishing up', '']",['marriage'],"Question: A lawyer is taking care of proposals, what are they trying to do?
Answer:
A: paperwork
B: getting work done
C: results
D: finishing up
E: ","A lawyer is taking () of proposals, what are they trying to do?",care,"['lawyer', 'taking', 'proposals']","Here is a paragraph incorporating the key terms lawyer, taking, and proposals in a relevant context:

When starting a new business venture, it's crucial to have a skilled lawyer review all legal documents and contracts. An experienced lawyer can protect your interests by carefully taking the time to scrutinize proposals from potential partners, investors, or vendors. They will ensure the proposals comply with regulations and don't contain any unfair or one-sided clauses that could put you at a disadvantage. A lawyer's expertise is invaluable for negotiating favorable terms, minimizing risks, and taking proactive measures to safeguard your business's future success. Attempting to navigate complex legal matters without professional guidance could lead to costly mistakes, so retaining a reputable lawyer is a wise investment when taking on new business proposals.",,False,Inventory
47,3866,58713467ef9b426cc1e6033bcf7bef62,"When you want to go to bed with a pretty girl and want to get warm, what do you need to do?",go to bed,"['pull up covers', 'fall asleep', 'brush teeth', 'remove the covers', 'get laid']",A,"A: pull up covers
B: fall asleep
C: brush teeth
D: remove the covers
E: get laid",pullupcovers,"['pull up covers', 'fall asleep', 'brush teeth', 'remove the covers', '']",['get laid'],"Question: When you want to go to bed with a pretty girl and want to get warm, what do you need to do?
Answer:
A: pull up covers
B: fall asleep
C: brush teeth
D: remove the covers
E: ","When you want to go to bed with a pretty () and want to get warm, what do you need to do?",girl,"['bed', 'pretty', 'warm', 'need', 'do']","Here is a paragraph incorporating the key terms in a meaningful context:

After a long, tiring day, there's nothing quite like crawling into a warm, cozy bed. The soft sheets and plush comforter envelop you, providing a sense of comfort and security that you need after facing the world's demands. As you sink into the mattress, you can't help but notice how pretty the bedroom looks with the gentle glow of the lamp and the way the curtains flutter in the evening breeze. In these tranquil moments, you don't have to do anything but relax and let your mind and body rejuvenate for whatever tomorrow may bring. The warm bed beckons you to surrender to its embrace and drift off into a peaceful slumber.",,False,Blanket
48,1132,1154f4c7b861d66ca531bef6ec873e1c,"It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?",commit to memory,"['make tape', 'memorize', 'never forget', 'concentrate', 'learn']",E,"A: make tape
B: memorize
C: never forget
D: concentrate
E: learn",learn,"['', 'memorize', 'never forget', 'concentrate', 'learn']",['make tape'],"Question: It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?
Answer:
A: 
B: memorize
C: never forget
D: concentrate
E: learn","It is a () job to help students commit to memory new skills, what is the () main job in the classroom to help students do?",teachers,"['memory new', 'main job', 'job', 'students', 'new', 'skills', 'classroom']","Here is a paragraph incorporating the key terms in a meaningful context:

In today's rapidly changing world, one of the main jobs of educators is to help students acquire new skills that will serve them well in the future. This means going beyond just teaching facts and figures from textbooks. Instead, teachers need to create an engaging classroom environment that fosters critical thinking, problem-solving, and lifelong learning abilities. With technology advancing at a breakneck pace, the skills that are in high demand today may become obsolete tomorrow. Therefore, it is crucial for students to develop the ability to continuously update their memory with new knowledge and adapt to evolving job requirements. By emphasizing these transferable skills over rote memorization, educators can better prepare the next generation for success in whatever careers or challenges lie ahead.",Relevent Info,True,Challenging
49,6826,79d2e1d7f876bd676a3f8abf1dd051b0,Where is aberdeen in the US located?,aberdeen,"['washington', 'europe', 'scotland', 'maryland', 'south dakota']",A,"A: washington
B: europe
C: scotland
D: maryland
E: south dakota",washington,"['washington', '', 'scotland', 'maryland', 'south dakota']",['europe'],"Question: Where is aberdeen in the US located?
Answer:
A: washington
B: 
C: scotland
D: maryland
E: south dakota",Where is aberdeen in the US located?,,,,,False,Scotland
50,7115,c830d821e857afb10fb3895859c47557,Where do students stick gum in school?,gum,"['books', 'sidewalk', 'water fountain', 'shelf', 'movies']",C,"A: books
B: sidewalk
C: water fountain
D: shelf
E: movies",waterfountain,"['', 'sidewalk', 'water fountain', 'shelf', 'movies']",['books'],"Question: Where do students stick gum in school?
Answer:
A: 
B: sidewalk
C: water fountain
D: shelf
E: movies",Where do students stick () in school?,gum,,,Seen Q,True,Gum
51,4878,7e51b17fac83325b74b4923607f82fce,What is a method expressing yourself while making an object of lasting beauty?,expressing yourself,"['understood', 'being slapped', 'people will understand', 'pain', 'creation of art']",E,"A: understood
B: being slapped
C: people will understand
D: pain
E: creation of art",creationofart,"['understood', 'being slapped', 'people will understand', 'pain', '']",['creation of art'],"Question: What is a method expressing yourself while making an object of lasting beauty?
Answer:
A: understood
B: being slapped
C: people will understand
D: pain
E: ",What is a method expressing yourself while making an object of lasting ()?,beauty,"['lasting beauty', 'method', 'beauty']","Here is a paragraph incorporating the key terms lasting beauty, method, and beauty:

The pursuit of lasting beauty has captivated humans for centuries. While physical attractiveness is fleeting, inner beauty endures. One method to cultivate lasting beauty is to focus on developing qualities like kindness, integrity, and wisdom. True beauty radiates from within - it's a warmth, grace, and self-assuredness that comes from living an authentic and meaningful life aligned with one's values. Though conventional beauty fades with time, a beautiful soul shines ever brighter. By nurturing our character and essence, we can access a depth of beauty that transcends the superficial and physical. Lasting beauty is an embodiment of our most virtuous selves.",,False,Art
52,2649,c41b829944815e18e945ba30f2f1ff2d,James was dedicated to contemplating things.  What did he seek?,contemplating,"['revelations', 'hesitation', 'lessons', 'new insights', 'enlightenment']",E,"A: revelations
B: hesitation
C: lessons
D: new insights
E: enlightenment",enlightenment,"['revelations', '', 'lessons', 'new insights', 'enlightenment']",['hesitation'],"Question: James was dedicated to contemplating things.  What did he seek?
Answer:
A: revelations
B: 
C: lessons
D: new insights
E: enlightenment",James was dedicated to contemplating ().  What did he seek?,things,"['dedicated', 'contemplating']","Here is a paragraph incorporating the key terms dedicated and contemplating in a meaningful context:

After years of dedicated hard work and sacrifice, Sarah found herself contemplating a major life decision. She had poured her heart and soul into building a successful career, spending countless hours at the office and meticulously honing her skills. However, as she looked back on her journey, she couldn't help but wonder if there was more to life than the corporate grind. Sarah spent many sleepless nights contemplating a career change or perhaps even starting her own business venture. She knew that any new path would require the same level of dedication she had shown in the past, but the prospect of finding greater fulfillment was enticing. With a mix of trepidation and excitement, Sarah began exploring her options, determined to make a decision that would align with her deepest values and aspirations.",,False,Enlightenment
53,6642,29dbe400236f47f534b89f903dfa713b,Where could I buy some chocolate?,chocolate,"['restaurant', 'hotel', 'mouth', 'box', 'supermarket']",E,"A: restaurant
B: hotel
C: mouth
D: box
E: supermarket",supermarket,"['', 'hotel', 'mouth', 'box', 'supermarket']",['restaurant'],"Question: Where could I buy some chocolate?
Answer:
A: 
B: hotel
C: mouth
D: box
E: supermarket",Where could I buy some ()?,chocolate,"['Where', 'buy']","Here is a paragraph incorporating the key terms ""where"" and ""buy"":

When it comes to making purchases, one of the most important questions consumers ask is ""Where can I buy this product or service?"" In today's world, there are numerous options for where to buy things - brick-and-mortar retail stores, online marketplaces like Amazon or eBay, direct from company websites, or even peer-to-peer platforms. The ""where to buy"" decision is often influenced by factors like convenience, price, product selection, and customer reviews. Savvy shoppers typically research multiple purchase channels to determine the best place to buy based on their specific needs and preferences. Whether buying in-person at a local store or with the click of a button online, understanding where to make purchases is crucial for finding the right products at the right prices.",,False,Groceries
54,3391,2add47b0fb30af6f0c53e9e37fde334d_1,"The police saw the moving car, what did they know the suspect was doing?",moving car,"['driving', 'breathing', 'getting tired', 'ticket', 'accidents']",A,"A: driving
B: breathing
C: getting tired
D: ticket
E: accidents",driving,"['driving', '', 'getting tired', 'ticket', 'accidents']",['breathing'],"Question: The police saw the moving car, what did they know the suspect was doing?
Answer:
A: driving
B: 
C: getting tired
D: ticket
E: accidents","The () saw the moving car, what did they know the suspect was doing?",police,"['moving car', 'moving', 'car', 'doing']","Here is a paragraph incorporating the key terms moving car, moving, car, and doing:

As the car moved down the highway, the driver couldn't help but feel a sense of freedom and adventure. The gentle hum of the engine and the blur of scenery passing by was oddly calming. Moving from one place to another in a car allowed for contemplation and an escape from the usual stresses of daily life. While doing something as mundane as driving, the mind could wander and explore new ideas and perspectives. The moving car became a temporary cocoon, transporting not just the body but the imagination as well. Whether heading somewhere new or just running errands around town, there was something special about being in motion, cocooned in the familiar space of one's car and leaving the world behind for a little while.",Relevent Info,True,Witness
