Unnamed: 0.1,Unnamed: 0,id,question,question_concept,choices,answerKey,answer_options_formatted,answer,choices_copy,masked_options,question_answer,masked_question,masked_word_answer,extracted_terms,rel_info_generated,leakage_in_bucket,can_be_data_leakage,seen_terms
33,9087,cf6dd9e9b603b02049f80202ef537383,Where in your office would you store a highlight that you don't use often?,highlighter,"['office supply store', 'case', 'desk drawer', 'campus book store', 'lamp']",C,"A: office supply store
B: case
C: desk drawer
D: campus book store
E: lamp",deskdrawer,"['office supply store', 'case', 'desk drawer', '', 'lamp']",['campus book store'],"Question: Where in your office would you store a highlight that you don't use often?
Answer:
A: office supply store
B: case
C: desk drawer
D: 
E: lamp",Where in your office would you store a () that you don't use often?,highlight,"['office', 'store', 'use']","In today's digital age, the integration of technology in both the office and retail environments has transformed how businesses operate and how consumers shop. In an office setting, the use of advanced software and cloud-based solutions has streamlined workflows, enabling employees to collaborate more efficiently and manage tasks with greater ease. Meanwhile, in the retail sector, stores are increasingly adopting digital tools to enhance the shopping experience. For instance, the use of point-of-sale systems and inventory management software allows store managers to keep track of stock levels in real-time, ensuring that popular items are always available for customers. Additionally, the use of data analytics in both offices and stores helps businesses understand",,False,Cabinet
34,2933,4adaae09787113aacf58028c3ca97948,"She loved the music so much, how did she describe it?",music,"['silent', 'express emotion', 'beautifull', 'irritate', 'quiet mind']",C,"A: silent
B: express emotion
C: beautifull
D: irritate
E: quiet mind",beautifull,"['', 'express emotion', 'beautifull', 'irritate', 'quiet mind']",['silent'],"Question: She loved the music so much, how did she describe it?
Answer:
A: 
B: express emotion
C: beautifull
D: irritate
E: quiet mind","She loved the () so much, how did she describe it?",music,"['music', 'much', 'how']","Music has always played a significant role in human culture, influencing emotions and social interactions in profound ways. Much of its power lies in its ability to convey complex feelings and ideas without the need for words. How music achieves this effect is a subject of much study and debate among scientists and musicians alike. Researchers explore how different elements such as melody, harmony, rhythm, and dynamics interact to create an emotional response in listeners. Additionally, music's impact can vary greatly depending on cultural background and personal experiences, illustrating how deeply personal and universal music can be. Understanding how music affects the brain and emotions continues to be a fascinating area of study, offering insights",,False,Passionately
35,5124,9785f452c949c6db50a7162aea120437,Where would you store potato chips in their home?,chips,"['supermarket', 'toilet', 'pantry', 'bar', 'motherboard']",C,"A: supermarket
B: toilet
C: pantry
D: bar
E: motherboard",pantry,"['supermarket', '', 'pantry', 'bar', 'motherboard']",['toilet'],"Question: Where would you store potato chips in their home?
Answer:
A: supermarket
B: 
C: pantry
D: bar
E: motherboard",Where would you store potato chips in their ()?,home,"['potato chips', 'potato', 'home']","Potato chips, a beloved snack around the world, have a humble origin that begins with the simple potato. This versatile tuber, native to the Americas, has been a staple in many homes for centuries due to its adaptability and nutritional value. The story goes that potato chips were accidentally invented in the mid-19th century by a chef named George Crum in Saratoga Springs, New York. A customer at his restaurant repeatedly sent back his fried potatoes, complaining they were too thick. In frustration, Crum sliced the potatoes as thin as possible, fried them to a crisp, and seasoned them with salt. To his surprise, the",,False,Packaging
36,4930,c127dc0a6c2701ff59e20c7070fbce8c,Why do people want to swim in the heat?,swim,"['wear bathing suit', 'fun', 'excercise', 'cool down', 'exercise']",D,"A: wear bathing suit
B: fun
C: excercise
D: cool down
E: exercise",cooldown,"['wear bathing suit', '', 'excercise', 'cool down', 'exercise']",['fun'],"Question: Why do people want to swim in the heat?
Answer:
A: wear bathing suit
B: 
C: excercise
D: cool down
E: exercise",Why do () want to swim in the heat?,people,"['Why', 'swim']","Swimming is a popular activity enjoyed by many people around the world, and understanding why individuals choose to swim can provide insight into its widespread appeal. For some, swimming is a form of exercise that offers a full-body workout, improving cardiovascular health, building muscle strength, and enhancing flexibility. Others are drawn to swimming for its therapeutic benefits, as the buoyancy of water can alleviate stress on joints and provide a calming effect, making it an excellent choice for those seeking relaxation or rehabilitation. Additionally, swimming is a life skill that can enhance safety, as it equips individuals with the ability to navigate water environments confidently. Whether for fitness, leisure, or safety",,False,you
37,1599,866deeda79fe257ffcfc08c674962894,"A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?",snake,"['nature', 'pet shop', 'georgia', 'tropical forest', 'france']",A,"A: nature
B: pet shop
C: georgia
D: tropical forest
E: france",nature,"['nature', '', 'georgia', 'tropical forest', 'france']",['pet shop'],"Question: A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?
Answer:
A: nature
B: 
C: georgia
D: tropical forest
E: france","A snake is not something you want to come across on a plane, but it's most likely to happen while out in () what?",mother,"['snake', 'across', 'plane', 'likely']","While flying across the vast expanse of the Australian outback, passengers on a small plane were startled by an unusual sight. A snake had somehow made its way into the cabin, slithering silently along the overhead compartments. It was likely that the reptile had boarded the aircraft during a brief stopover at a remote airstrip, where the plane had been refueled and supplies loaded. The presence of the snake caused quite a commotion among the passengers, who were both fascinated and frightened by the unexpected visitor. The pilot, maintaining his composure, assured everyone that the situation was under control and that they would land safely at the",,False,nature
38,3246,3baeaad2a086a01163a3843487ea1039,Where is known for powerful storms from the ocean?,storm,"['rain', 'weather report', 'tropics', 'summer', 'america']",C,"A: rain
B: weather report
C: tropics
D: summer
E: america",tropics,"['rain', 'weather report', 'tropics', 'summer', '']",['america'],"Question: Where is known for powerful storms from the ocean?
Answer:
A: rain
B: weather report
C: tropics
D: summer
E: ",Where is known for powerful () from the ocean?,storms,"['powerful storms', 'known', 'powerful']","Powerful storms, known for their devastating impact, have become increasingly frequent and intense in recent years due to climate change. These storms, which include hurricanes, typhoons, and cyclones, are characterized by their powerful winds and heavy rainfall, often leading to significant damage to infrastructure, homes, and ecosystems. Scientists have observed that as global temperatures rise, the conditions that fuel these powerful storms, such as warm ocean waters and atmospheric instability, are becoming more prevalent. This has led to a growing concern among communities and policymakers about the need for improved disaster preparedness and resilient infrastructure to withstand the impact of these formidable natural events.",Relevent Info,True,waves
39,1879,f8172664e106f16aea64ee4fccb3e0c7,Thousands of companies and a rosebush call what place home?,rosebush,"['lawn', 'rose parade', 'backyard', 'delaware', 'planting']",D,"A: lawn
B: rose parade
C: backyard
D: delaware
E: planting",delaware,"['lawn', 'rose parade', 'backyard', 'delaware', '']",['planting'],"Question: Thousands of companies and a rosebush call what place home?
Answer:
A: lawn
B: rose parade
C: backyard
D: delaware
E: ",() of companies and a rosebush call what place home?,Thousands,"['companies', 'rosebush', 'home']","In recent years, many companies have recognized the growing trend of individuals seeking to create a more serene and aesthetically pleasing environment at home. This has led to an increase in the availability of products designed to enhance home gardens, including the cultivation of rosebushes. Rosebushes, known for their vibrant blooms and fragrant scent, have become a popular choice for homeowners looking to add a touch of elegance and natural beauty to their outdoor spaces. Companies specializing in gardening supplies and landscaping services have responded by offering a wide range of rosebush varieties, along with expert advice on planting and care, to help customers transform their homes into personal sanctu",,False,Garden
40,73,58c3817107e323fdd7d70c4014990626,Where could you see an advertisement while reading news?,advertisement,"['television', 'bus', 'email', 'web page', 'la ville']",D,"A: television
B: bus
C: email
D: web page
E: la ville",webpage,"['television', '', 'email', 'web page', 'la ville']",['bus'],"Question: Where could you see an advertisement while reading news?
Answer:
A: television
B: 
C: email
D: web page
E: la ville",Where could you see an advertisement while reading ()?,news,"['reading', 'news']","In today's fast-paced world, staying informed is more important than ever, and reading the news is a crucial way to achieve this. With the advent of digital media, accessing news has become more convenient, allowing individuals to stay updated on global events, politics, and local happenings at the touch of a button. Reading the news not only keeps us informed but also enhances our understanding of complex issues, encourages critical thinking, and fosters a more informed citizenry. Whether through traditional newspapers, online articles, or news apps, engaging with the news regularly can help individuals develop a well-rounded perspective on the world around them. Moreover, reading diverse news sources can",,False,newspaper
41,2314,73f3f34462fc60d229b194580e7d1744,Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?,most people,"['lie', 'set table', 'think', 'read books', 'not speak']",A,"A: lie
B: set table
C: think
D: read books
E: not speak",lie,"['lie', 'set table', '', 'read books', 'not speak']",['think'],"Question: Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?
Answer:
A: lie
B: set table
C: 
D: read books
E: not speak",Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your () if you want to understand.    What do most people due sometimes?,brain,"['Most people', 'Most', 'always', 'twisty', 'want', 'avoid', 'conflict', 'use', 'understand']","Most people generally want to avoid conflict in their daily interactions, as it can lead to stress and discomfort. However, understanding the underlying reasons for disagreements can be beneficial. While it is always tempting to sidestep contentious issues, addressing them directly can lead to more productive outcomes. Many individuals use communication strategies to navigate these situations, often employing a twisty path of negotiation and compromise to reach a resolution. By fostering an environment where open dialogue is encouraged, people can better understand each other's perspectives and work towards mutually beneficial solutions.",,False,Intuition
42,1155,ee9a374176ae07c14ab7c0b2adc02b7b,"The children were going to play, the parents encouraged it hoping it resulted in what?",going to play,"['being entertained', 'spending money', 'intermission', 'weight loss', 'sleepiness']",E,"A: being entertained
B: spending money
C: intermission
D: weight loss
E: sleepiness",sleepiness,"['being entertained', 'spending money', '', 'weight loss', 'sleepiness']",['intermission'],"Question: The children were going to play, the parents encouraged it hoping it resulted in what?
Answer:
A: being entertained
B: spending money
C: 
D: weight loss
E: sleepiness","The children were going to play, the () encouraged it hoping it resulted in what?",parents,,,Seen Q,True,parents
43,4814,f0de70cdbcc02782af3870228ad133de,If you entire body is experiencing fatigue what would you do at the end of the day?,fatigue,"['sleep', 'sit down', 'sit on chair', 'have rest', 'lie on floor']",A,"A: sleep
B: sit down
C: sit on chair
D: have rest
E: lie on floor",sleep,"['sleep', 'sit down', 'sit on chair', '', 'lie on floor']",['have rest'],"Question: If you entire body is experiencing fatigue what would you do at the end of the day?
Answer:
A: sleep
B: sit down
C: sit on chair
D: 
E: lie on floor",If you entire body is experiencing fatigue what would you do at the () of the day?,end,,,Seen Q,True,end
44,5943,9e8abd6ed99d6d0125a7a7cdbb272e1c,"if you cogitate on something for a long time, you can get this feeling?",cogitating,"['might understand', 'enjoy', 'sit comfortably', 'think about things', 'get irritated']",A,"A: might understand
B: enjoy
C: sit comfortably
D: think about things
E: get irritated",mightunderstand,"['might understand', 'enjoy', 'sit comfortably', 'think about things', '']",['get irritated'],"Question: if you cogitate on something for a long time, you can get this feeling?
Answer:
A: might understand
B: enjoy
C: sit comfortably
D: think about things
E: ","if you cogitate on something for a long (), you can get this feeling?",time,"['long time', 'cogitate', 'long']","After a long time spent in solitude, Emily found herself in a reflective state, often choosing to cogitate on the complexities of life and the decisions that had brought her to this point. The long hours she dedicated to deep thought allowed her to gain a clearer understanding of her goals and aspirations. This period of introspection was not just about pondering the past but also about planning for the future, ensuring that the time she spent thinking would lead to meaningful actions and a more fulfilling life.",,False,overthink
45,4099,a7312907b6a6c487508ecbc8b70ff863,"After answering questions from the press for hours, what did the police chief feel?",answering questions,"['irritation', 'sadness', 'polite', 'teaching', 'detective']",A,"A: irritation
B: sadness
C: polite
D: teaching
E: detective",irritation,"['irritation', 'sadness', '', 'teaching', 'detective']",['polite'],"Question: After answering questions from the press for hours, what did the police chief feel?
Answer:
A: irritation
B: sadness
C: 
D: teaching
E: detective","After answering questions from the press for hours, what did the () chief feel?",police,"['hours', 'answering', 'press', 'feel']","In today's fast-paced world, many people feel overwhelmed by the constant demands on their time, especially when it comes to work-related tasks. For instance, employees often spend countless hours answering emails and attending meetings, which can lead to burnout. The pressure to always be available and responsive is exacerbated by the expectation to press on with tasks even outside of regular working hours. This blurring of boundaries between work and personal life can make it difficult for individuals to truly relax and recharge. To combat this, some companies are implementing policies that encourage employees to disconnect after work hours, allowing them to feel more balanced and satisfied in both their professional and personal lives",Relevent Info,True,Exhausted.
46,9121,221c93c7b7850d527692934dbeaf7156,"A lawyer is taking care of proposals, what are they trying to do?",taking care of proposals,"['paperwork', 'getting work done', 'results', 'finishing up', 'marriage']",B,"A: paperwork
B: getting work done
C: results
D: finishing up
E: marriage",gettingworkdone,"['paperwork', 'getting work done', 'results', 'finishing up', '']",['marriage'],"Question: A lawyer is taking care of proposals, what are they trying to do?
Answer:
A: paperwork
B: getting work done
C: results
D: finishing up
E: ","A lawyer is taking () of proposals, what are they trying to do?",care,"['lawyer', 'care', 'do']","A lawyer plays a crucial role in the legal system, providing expert advice and representation to clients who require assistance with legal matters. It is essential for a lawyer to care deeply about their clients' needs and concerns, as this empathy and dedication can significantly impact the outcome of a case. A lawyer must do everything within their professional capacity to ensure that their clients' rights are protected and that they receive fair treatment under the law. This involves not only a thorough understanding of legal principles but also a commitment to ethical practice and a genuine concern for the well-being of those they represent. By balancing their legal expertise with a compassionate approach, lawyers can effectively advocate",,False,Review
47,3866,58713467ef9b426cc1e6033bcf7bef62,"When you want to go to bed with a pretty girl and want to get warm, what do you need to do?",go to bed,"['pull up covers', 'fall asleep', 'brush teeth', 'remove the covers', 'get laid']",A,"A: pull up covers
B: fall asleep
C: brush teeth
D: remove the covers
E: get laid",pullupcovers,"['pull up covers', 'fall asleep', 'brush teeth', 'remove the covers', '']",['get laid'],"Question: When you want to go to bed with a pretty girl and want to get warm, what do you need to do?
Answer:
A: pull up covers
B: fall asleep
C: brush teeth
D: remove the covers
E: ","When you want to go to bed with a pretty () and want to get warm, what do you need to do?",girl,"['pretty girl', 'want', 'pretty', 'girl', 'do']","In a bustling city filled with vibrant energy and diverse people, there was a pretty girl named Emily who often found herself contemplating what she truly wanted in life. Despite being frequently complimented on her looks, Emily knew that being a ""pretty girl"" was just one aspect of her identity. She wanted to be recognized for her talents and intelligence, and she often pondered what she could do to make a meaningful impact in the world. Emily believed that every girl should have the opportunity to pursue her dreams and aspirations, regardless of societal expectations. With determination and a clear vision, she set out to achieve her goals, proving that a pretty girl can",,False,Blanket
48,1132,1154f4c7b861d66ca531bef6ec873e1c,"It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?",commit to memory,"['make tape', 'memorize', 'never forget', 'concentrate', 'learn']",E,"A: make tape
B: memorize
C: never forget
D: concentrate
E: learn",learn,"['', 'memorize', 'never forget', 'concentrate', 'learn']",['make tape'],"Question: It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?
Answer:
A: 
B: memorize
C: never forget
D: concentrate
E: learn","It is a () job to help students commit to memory new skills, what is the () main job in the classroom to help students do?",teachers,"['memory new', 'new skills', 'teachers', 'new', 'skills', 'main', 'classroom']","In the modern classroom, teachers play a crucial role in helping students develop new skills that are essential for their academic and personal growth. One of the main focuses of contemporary education is to enhance students' ability to acquire and retain new information, which is often referred to as ""memory new."" This involves employing innovative teaching strategies that cater to diverse learning styles, ensuring that students can effectively process and remember new concepts. By integrating technology and interactive activities, teachers can create a dynamic learning environment that not only engages students but also reinforces their ability to apply new skills in real-world scenarios. As educators continue to adapt to the evolving educational landscape, the emphasis on",Relevent Info,True,teacher's
49,6826,79d2e1d7f876bd676a3f8abf1dd051b0,Where is aberdeen in the US located?,aberdeen,"['washington', 'europe', 'scotland', 'maryland', 'south dakota']",A,"A: washington
B: europe
C: scotland
D: maryland
E: south dakota",washington,"['washington', '', 'scotland', 'maryland', 'south dakota']",['europe'],"Question: Where is aberdeen in the US located?
Answer:
A: washington
B: 
C: scotland
D: maryland
E: south dakota",Where is aberdeen in the US located?,,,,,False,Washington
50,7115,c830d821e857afb10fb3895859c47557,Where do students stick gum in school?,gum,"['books', 'sidewalk', 'water fountain', 'shelf', 'movies']",C,"A: books
B: sidewalk
C: water fountain
D: shelf
E: movies",waterfountain,"['', 'sidewalk', 'water fountain', 'shelf', 'movies']",['books'],"Question: Where do students stick gum in school?
Answer:
A: 
B: sidewalk
C: water fountain
D: shelf
E: movies",Where do students stick () in school?,gum,"['stick', 'gum']","In the world of confectionery, a stick of gum is a popular and convenient form of chewing gum that many people enjoy. Typically, a stick of gum is a slender, rectangular piece that is individually wrapped for freshness and ease of transport. Chewing gum has been a favorite pastime for centuries, with its origins tracing back to ancient civilizations that used natural tree resins and saps. Today, modern gum is made from a synthetic rubber base, which allows it to be chewed without dissolving. The act of chewing gum can serve various purposes, from freshening breath to providing a simple distraction or stress relief. Additionally, some studies suggest",,False,together
51,4878,7e51b17fac83325b74b4923607f82fce,What is a method expressing yourself while making an object of lasting beauty?,expressing yourself,"['understood', 'being slapped', 'people will understand', 'pain', 'creation of art']",E,"A: understood
B: being slapped
C: people will understand
D: pain
E: creation of art",creationofart,"['understood', 'being slapped', 'people will understand', 'pain', '']",['creation of art'],"Question: What is a method expressing yourself while making an object of lasting beauty?
Answer:
A: understood
B: being slapped
C: people will understand
D: pain
E: ",What is a method expressing yourself while making an object of lasting ()?,beauty,"['method', 'making', 'beauty']","In the world of art and design, the method of creation plays a crucial role in the making of beauty. Artists and designers often employ various techniques and processes to bring their visions to life, each method contributing uniquely to the final aesthetic outcome. For instance, a sculptor might choose the method of carving to reveal the inherent beauty of a marble block, while a painter might use layering techniques to create depth and vibrancy on a canvas. The making of beauty is not just about the end result but also about the journey and the choices made along the way. Each method reflects the artist's intent and skill, transforming raw materials into something that resonates",Relevent Info,True,Art
52,2649,c41b829944815e18e945ba30f2f1ff2d,James was dedicated to contemplating things.  What did he seek?,contemplating,"['revelations', 'hesitation', 'lessons', 'new insights', 'enlightenment']",E,"A: revelations
B: hesitation
C: lessons
D: new insights
E: enlightenment",enlightenment,"['revelations', '', 'lessons', 'new insights', 'enlightenment']",['hesitation'],"Question: James was dedicated to contemplating things.  What did he seek?
Answer:
A: revelations
B: 
C: lessons
D: new insights
E: enlightenment",James was dedicated to contemplating ().  What did he seek?,things,"['contemplating', 'seek']","When contemplating a major life decision, such as changing careers or moving to a new city, it's important to seek out as much information and advice as possible. This process often involves reflecting deeply on your personal goals and values, while also considering the practical implications of your choices. Seeking guidance from trusted mentors, friends, or professionals can provide valuable perspectives that you might not have considered. Additionally, researching the potential outcomes and challenges associated with each option can help clarify your thoughts and lead to a more informed decision. Ultimately, the act of contemplating and seeking knowledge allows you to approach your decision with confidence and clarity.",Relevent Info,True,Truth
53,6642,29dbe400236f47f534b89f903dfa713b,Where could I buy some chocolate?,chocolate,"['restaurant', 'hotel', 'mouth', 'box', 'supermarket']",E,"A: restaurant
B: hotel
C: mouth
D: box
E: supermarket",supermarket,"['', 'hotel', 'mouth', 'box', 'supermarket']",['restaurant'],"Question: Where could I buy some chocolate?
Answer:
A: 
B: hotel
C: mouth
D: box
E: supermarket",Where could I buy some ()?,chocolate,"['Where', 'buy']","When considering where to buy a product, it's essential to evaluate various factors to ensure a satisfactory purchase. First, determine the type of product you need and research the best places to find it. Online marketplaces like Amazon or eBay offer a wide range of options, often with customer reviews that can guide your decision. Alternatively, local stores might provide the advantage of seeing the product in person before buying. Consider the reputation of the seller, the return policy, and any warranties offered. Additionally, compare prices across different platforms to ensure you're getting the best deal. Whether you choose to buy online or in-store, being informed about where to buy can significantly",,False,supplies
54,3391,2add47b0fb30af6f0c53e9e37fde334d_1,"The police saw the moving car, what did they know the suspect was doing?",moving car,"['driving', 'breathing', 'getting tired', 'ticket', 'accidents']",A,"A: driving
B: breathing
C: getting tired
D: ticket
E: accidents",driving,"['driving', '', 'getting tired', 'ticket', 'accidents']",['breathing'],"Question: The police saw the moving car, what did they know the suspect was doing?
Answer:
A: driving
B: 
C: getting tired
D: ticket
E: accidents","The () saw the moving car, what did they know the suspect was doing?",police,"['police', 'saw', 'car', 'know']","While walking down the street, I saw a police car parked at the corner, its lights flashing intermittently. I didn't know what had happened, but the presence of the police suggested that something significant was unfolding. As I approached, I noticed a small crowd gathered nearby, all trying to catch a glimpse of the scene. The officers were speaking with a few individuals, likely witnesses, trying to piece together the events that had transpired. It was clear that the police were diligently working to ensure the safety and order of the area, and I couldn't help but feel a sense of reassurance knowing they were there to handle the situation.",,False,Witness
55,6542,f273f70b5f783466931555d5a391e161,Where are you normally when you take a bath?,bath,"['greece', 'hotel room', 'clothing store', 'own home', 'house']",D,"A: greece
B: hotel room
C: clothing store
D: own home
E: house",ownhome,"['greece', '', 'clothing store', 'own home', 'house']",['hotel room'],"Question: Where are you normally when you take a bath?
Answer:
A: greece
B: 
C: clothing store
D: own home
E: house",Where are you normally when you take a ()?,bath,,,Seen Q,True,bath
56,9190,e74b768a33f0f591af80fe4d8ef8f304,where can someone get a new chess set?,chess set,"['kitchen', 'toy store', 'michigan', 'cupboard', 'dorm']",B,"A: kitchen
B: toy store
C: michigan
D: cupboard
E: dorm",toystore,"['kitchen', 'toy store', 'michigan', 'cupboard', '']",['dorm'],"Question: where can someone get a new chess set?
Answer:
A: kitchen
B: toy store
C: michigan
D: cupboard
E: ",where can someone get a new chess ()?,set,,,Seen Q,True,set
57,358,846a368a6c74259556f8df1a31db77cb,"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",cow,"['toy store', 'story book', 'great outdoors', 'countryside', 'wildlife refuge']",A,"A: toy store
B: story book
C: great outdoors
D: countryside
E: wildlife refuge",toystore,"['toy store', 'story book', 'great outdoors', '', 'wildlife refuge']",['countryside'],"Question: When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?
Answer:
A: toy store
B: story book
C: great outdoors
D: 
E: wildlife refuge","When he was a small () he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",child,,,Seen Q,True,child
58,3906,7cc82a88e4b85df5b78ca37ca58362fa,Where do lizards like to sun themselves?,lizard,"['garden', 'jazz club', 'tropical rainforest', 'rocky places', 'tanning bed']",D,"A: garden
B: jazz club
C: tropical rainforest
D: rocky places
E: tanning bed",rockyplaces,"['garden', '', 'tropical rainforest', 'rocky places', 'tanning bed']",['jazz club'],"Question: Where do lizards like to sun themselves?
Answer:
A: garden
B: 
C: tropical rainforest
D: rocky places
E: tanning bed",Where do () like to sun themselves?,lizards,,,Seen Q,True,lizards
59,6102,f4875cde564c06795dff317449b855f1,Which state are you in if you're at a tennis court in a mitten-shaped state?,tennis court,"['town', 'country club', 'health club', 'florida', 'michigan']",E,"A: town
B: country club
C: health club
D: florida
E: michigan",michigan,"['', 'country club', 'health club', 'florida', 'michigan']",['town'],"Question: Which state are you in if you're at a tennis court in a mitten-shaped state?
Answer:
A: 
B: country club
C: health club
D: florida
E: michigan",Which () are you in if you're at a tennis court in a mitten-shaped ()?,state,"['mitten shaped', 'shaped state', 'state', 'mitten']","Michigan is often referred to as the ""mitten-shaped state"" due to the distinctive shape of its Lower Peninsula, which resembles a mitten. This unique geographical feature makes it easy for residents and visitors alike to use their hands as a map to point out locations within the state. The mitten shape is a defining characteristic of Michigan, setting it apart from other states and serving as a cultural symbol for Michiganders. The state is bordered by four of the Great Lakes, which contribute to its unique geography and climate. The mitten shape not only aids in navigation but also plays a role in the state's identity, with many local businesses and organizations incorporating the",Relevent Info,True,Michigan
60,533,bb3c158fe3d9c54d18fcb178caf8b070,Where are you if your reading magazines while waiting for a vehicle on rails?,magazines,"['vegetables', 'market', 'doctor', 'train station', 'bookstore']",D,"A: vegetables
B: market
C: doctor
D: train station
E: bookstore",trainstation,"['vegetables', 'market', '', 'train station', 'bookstore']",['doctor'],"Question: Where are you if your reading magazines while waiting for a vehicle on rails?
Answer:
A: vegetables
B: market
C: 
D: train station
E: bookstore",Where are you if your () magazines while waiting for a vehicle on rails?,reading,,,Seen Q,True,Reading
61,9404,1098d6e38f549550bfd5ded1ccaa73e1,Where might a bureau be in charge?,bureau,"['french government', 'home office', 'office building', 'parliament', 'bedroom']",A,"A: french government
B: home office
C: office building
D: parliament
E: bedroom",frenchgovernment,"['french government', '', 'office building', 'parliament', 'bedroom']",['home office'],"Question: Where might a bureau be in charge?
Answer:
A: french government
B: 
C: office building
D: parliament
E: bedroom",Where might a () be in charge?,bureau,"['Where', 'bureau']","The Bureau of Land Management, where many public lands are overseen, plays a crucial role in the stewardship of natural resources across the United States. This federal agency, part of the Department of the Interior, manages approximately 245 million acres of public land, primarily located in the western states. The bureau's responsibilities include balancing the diverse uses of these lands, such as recreation, grazing, timber harvesting, and mineral extraction, while ensuring the conservation of natural habitats and cultural resources. The bureau's offices, where much of the planning and decision-making occur, are strategically located to address the unique needs and challenges of each region they serve.",,False,Courtroom
62,9282,10ce9f17e72c70bde21544edbe5b9591,What kind of leave did the manager assign all nonessential personnel?,nonessential,"['mandatory', 'shall', 'necessary', 'essential', 'required']",A,"A: mandatory
B: shall
C: necessary
D: essential
E: required",mandatory,"['mandatory', 'shall', '', 'essential', 'required']",['necessary'],"Question: What kind of leave did the manager assign all nonessential personnel?
Answer:
A: mandatory
B: shall
C: 
D: essential
E: required",What kind of () did the manager assign all nonessential personnel?,leave,"['nonessential personnel', 'kind', 'personnel']","In the event of an emergency or during specific operational adjustments, organizations often categorize their workforce into essential and nonessential personnel. Essential personnel are those whose roles are critical to the operation and safety of the organization, such as healthcare workers during a pandemic or maintenance staff during a power outage. Nonessential personnel, on the other hand, are those whose duties can be temporarily suspended or performed remotely without significantly impacting the organization's core functions. This distinction is not a reflection of the value or importance of the individuals themselves, but rather a practical measure to ensure safety and efficiency. It is important for management to communicate clearly and kindly with all personnel, ensuring that everyone",,False,furlough
63,8142,98bbe0d300f5f0d7983d0081ed187b4d,When you meet interesting people your contacts list is likely to do what?,meet interesting people,"['remember names', 'grow', 'friendly', 'cordial', 'friendship']",B,"A: remember names
B: grow
C: friendly
D: cordial
E: friendship",grow,"['remember names', 'grow', '', 'cordial', 'friendship']",['friendly'],"Question: When you meet interesting people your contacts list is likely to do what?
Answer:
A: remember names
B: grow
C: 
D: cordial
E: friendship",When you meet interesting () your contacts list is likely to do what?,people,,,Seen Q,True,people
64,8910,d7c8377953e0175ef57d59f3a8e63a8e,What place could have one back garden?,back garden,"['police station', 'city', 'town', 'england', 'house']",E,"A: police station
B: city
C: town
D: england
E: house",house,"['', 'city', 'town', 'england', 'house']",['police station'],"Question: What place could have one back garden?
Answer:
A: 
B: city
C: town
D: england
E: house",What () could have one back garden?,place,"['place', 'back', 'garden']","A garden can be a tranquil place where one finds solace and a connection to nature. Often located at the back of a house, a garden serves as a private sanctuary away from the hustle and bustle of daily life. It is a space where one can cultivate plants, flowers, and vegetables, creating a vibrant ecosystem that attracts birds, bees, and butterflies. The back garden is not just a place for gardening; it can also be a venue for relaxation, meditation, and social gatherings. Whether it's a small patch of greenery or an expansive landscape, a garden at the back of a home offers a unique blend of beauty and utility, enhancing the",Relevent Info,True,House
65,3857,3c06db0a2abf67151514d6c568eb66b5,Where does a cast act?,cast,"['perform', 'stage', 'cast net', 'film', 'broken leg']",B,"A: perform
B: stage
C: cast net
D: film
E: broken leg",stage,"['perform', 'stage', 'cast net', '', 'broken leg']",['film'],"Question: Where does a cast act?
Answer:
A: perform
B: stage
C: cast net
D: 
E: broken leg",Where does a () act?,cast,"['Where', 'cast']","In the world of theater and film, the term ""cast"" refers to the group of actors selected to portray characters in a production. The casting process is crucial, as it determines who will bring the story to life on stage or screen. The question of ""where"" a production is cast can vary greatly depending on the project's needs. For instance, a film set in New York City might hold casting calls in the city itself to find local talent familiar with the setting, while a theater production might cast actors from a specific region to ensure authenticity in accents or cultural nuances. Additionally, the location of casting can influence the diversity and range of actors",,False,stage
