Unnamed: 0.1,Unnamed: 0,id,question,question_concept,choices,answerKey,answer_options_formatted,answer,choices_copy,masked_options,question_answer,masked_question,masked_word_answer,extracted_terms,rel_info_generated,leakage_in_bucket,can_be_data_leakage,seen_terms
33,9087,cf6dd9e9b603b02049f80202ef537383,Where in your office would you store a highlight that you don't use often?,highlighter,"['office supply store', 'case', 'desk drawer', 'campus book store', 'lamp']",C,"A: office supply store
B: case
C: desk drawer
D: campus book store
E: lamp",deskdrawer,"['office supply store', 'case', 'desk drawer', '', 'lamp']",['campus book store'],"Question: Where in your office would you store a highlight that you don't use often?
Answer:
A: office supply store
B: case
C: desk drawer
D: 
E: lamp",Where in your office would you store a () that you don't use often?,highlight,"['Where', 'highlight', 'often']","When exploring a new city, it is essential to know where the most popular attractions are located. Tourist guides often highlight these key points of interest to ensure visitors make the most of their time in the area. By knowing where these attractions are, tourists can plan their itinerary effectively and make the most of their visit. Additionally, these highlighted spots are often accompanied by useful information such as operating hours, ticket prices, and special events, making it easier for visitors to navigate the city and fully enjoy their experience.",,False,Cabinet
34,2933,4adaae09787113aacf58028c3ca97948,"She loved the music so much, how did she describe it?",music,"['silent', 'express emotion', 'beautifull', 'irritate', 'quiet mind']",C,"A: silent
B: express emotion
C: beautifull
D: irritate
E: quiet mind",beautifull,"['', 'express emotion', 'beautifull', 'irritate', 'quiet mind']",['silent'],"Question: She loved the music so much, how did she describe it?
Answer:
A: 
B: express emotion
C: beautifull
D: irritate
E: quiet mind","She loved the () so much, how did she describe it?",music,"['loved', 'music', 'so']","Music has always been a universal language that transcends barriers and connects people from all walks of life. It is a powerful medium that has the ability to evoke emotions and memories, making it a cherished art form for many. For those who have a deep appreciation for music, it is not just a form of entertainment, but a source of solace and inspiration. The way music can touch the soul is truly remarkable, and it is no wonder why it is so loved by people around the world. Whether it's the soothing melodies of a classical symphony or the energetic beats of a pop song, music has a way of resonating with individuals on a profound level.",,False,book
35,5124,9785f452c949c6db50a7162aea120437,Where would you store potato chips in their home?,chips,"['supermarket', 'toilet', 'pantry', 'bar', 'motherboard']",C,"A: supermarket
B: toilet
C: pantry
D: bar
E: motherboard",pantry,"['supermarket', '', 'pantry', 'bar', 'motherboard']",['toilet'],"Question: Where would you store potato chips in their home?
Answer:
A: supermarket
B: 
C: pantry
D: bar
E: motherboard",Where would you store potato chips in their ()?,home,"['Where', 'store', 'chips']","When looking for a store to purchase chips, it is important to consider where you are located. The availability of different types of chips may vary depending on the region or country you are in. Some stores may specialize in a wide variety of chips, including traditional potato chips, tortilla chips, or even gourmet options. Whether you prefer classic flavors like salt and vinegar or enjoy exploring unique and exotic chip varieties, finding the right store that offers a diverse selection can enhance your snacking experience. Additionally, considering factors such as proximity, pricing, and any special promotions can help you make the most informed decision when choosing where to buy your favorite chips.",,False,bag
36,4930,c127dc0a6c2701ff59e20c7070fbce8c,Why do people want to swim in the heat?,swim,"['wear bathing suit', 'fun', 'excercise', 'cool down', 'exercise']",D,"A: wear bathing suit
B: fun
C: excercise
D: cool down
E: exercise",cooldown,"['wear bathing suit', '', 'excercise', 'cool down', 'exercise']",['fun'],"Question: Why do people want to swim in the heat?
Answer:
A: wear bathing suit
B: 
C: excercise
D: cool down
E: exercise",Why do () want to swim in the heat?,people,"['swim', 'heat']","Swimming is a popular activity, especially during hot weather when the heat can be quite intense. Many people enjoy taking a refreshing dip in a pool or heading to the beach to swim and cool off. The combination of the heat and the water provides a perfect way to relax and stay comfortable during the summer months. Whether it's a leisurely swim in a calm pool or an invigorating workout in the water, swimming is a great way to beat the heat and stay active.",Relevent Info,True,you
37,1599,866deeda79fe257ffcfc08c674962894,"A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?",snake,"['nature', 'pet shop', 'georgia', 'tropical forest', 'france']",A,"A: nature
B: pet shop
C: georgia
D: tropical forest
E: france",nature,"['nature', '', 'georgia', 'tropical forest', 'france']",['pet shop'],"Question: A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?
Answer:
A: nature
B: 
C: georgia
D: tropical forest
E: france","A snake is not something you want to come across on a plane, but it's most likely to happen while out in () what?",mother,"['across', 'most', 'likely', 'happen']","Across most scenarios, it is likely that certain events will happen. This suggests a commonality or trend that can be observed across various situations. Whether it pertains to statistical probabilities, general trends, or common occurrences, the likelihood of certain events happening remains consistent across a wide range of contexts.",,False,nature
38,3246,3baeaad2a086a01163a3843487ea1039,Where is known for powerful storms from the ocean?,storm,"['rain', 'weather report', 'tropics', 'summer', 'america']",C,"A: rain
B: weather report
C: tropics
D: summer
E: america",tropics,"['rain', 'weather report', 'tropics', 'summer', '']",['america'],"Question: Where is known for powerful storms from the ocean?
Answer:
A: rain
B: weather report
C: tropics
D: summer
E: ",Where is known for powerful () from the ocean?,storms,"['powerful storms', 'Where', 'storms']","Powerful storms can occur in various regions around the world, impacting different areas with varying degrees of intensity. These storms, characterized by strong winds, heavy rainfall, and sometimes destructive consequences, can manifest in different forms such as hurricanes, typhoons, or cyclones. Where these storms occur is often influenced by factors like ocean temperatures, atmospheric conditions, and geographical location. Understanding the patterns and behaviors of storms in specific regions is crucial for preparedness and response efforts to mitigate their potential impact on communities and infrastructure. By monitoring and studying the dynamics of storms, scientists and meteorologists can provide valuable insights and forecasts to help people stay safe and informed in the face of these natural phenomena.",Relevent Info,True,waves
39,1879,f8172664e106f16aea64ee4fccb3e0c7,Thousands of companies and a rosebush call what place home?,rosebush,"['lawn', 'rose parade', 'backyard', 'delaware', 'planting']",D,"A: lawn
B: rose parade
C: backyard
D: delaware
E: planting",delaware,"['lawn', 'rose parade', 'backyard', 'delaware', '']",['planting'],"Question: Thousands of companies and a rosebush call what place home?
Answer:
A: lawn
B: rose parade
C: backyard
D: delaware
E: ",() of companies and a rosebush call what place home?,Thousands,"['Thousands', 'companies', 'place']","Thousands of companies operate in various industries around the world, each with its unique products and services. These companies are spread across different regions, with headquarters and branches in place in numerous countries. The competition among these thousands of companies is fierce, as they strive to innovate, attract customers, and stay ahead in their respective markets. In this dynamic business environment, companies constantly adapt to changing consumer preferences, technological advancements, and global economic trends to maintain their place in the market and achieve sustainable growth.",,False,Cluster
40,73,58c3817107e323fdd7d70c4014990626,Where could you see an advertisement while reading news?,advertisement,"['television', 'bus', 'email', 'web page', 'la ville']",D,"A: television
B: bus
C: email
D: web page
E: la ville",webpage,"['television', '', 'email', 'web page', 'la ville']",['bus'],"Question: Where could you see an advertisement while reading news?
Answer:
A: television
B: 
C: email
D: web page
E: la ville",Where could you see an advertisement while reading ()?,news,"['see', 'news']","In today's fast-paced digital age, staying informed and up-to-date with the latest news has become increasingly important. With the click of a button, individuals can now easily see breaking news stories from around the world, thanks to the widespread availability of online news platforms and social media. This instant access to information allows people to stay connected and aware of current events, whether it be political developments, global happenings, or local news stories. The ability to see news as it unfolds not only keeps individuals informed but also empowers them to make well-informed decisions and engage in meaningful discussions about the world around them.",,False,book
41,2314,73f3f34462fc60d229b194580e7d1744,Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?,most people,"['lie', 'set table', 'think', 'read books', 'not speak']",A,"A: lie
B: set table
C: think
D: read books
E: not speak",lie,"['lie', 'set table', '', 'read books', 'not speak']",['think'],"Question: Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?
Answer:
A: lie
B: set table
C: 
D: read books
E: not speak",Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your () if you want to understand.    What do most people due sometimes?,brain,"['most people', 'mean', 'twisty', 'avoid', 'conflict', 'have', 'use', 'understand', 'most']","In interpersonal relationships, conflict is a common occurrence that most people experience at some point. It is essential to understand that conflicts often arise due to differing perspectives or misunderstandings. To navigate these situations effectively, individuals can use communication strategies to avoid unnecessary conflicts. One approach is to use active listening and empathy to understand the other person's point of view. By doing so, individuals can prevent misunderstandings and find common ground, ultimately fostering healthier relationships. It is crucial to remember that most conflicts can be resolved through open and honest communication, even when discussions take a twisty path.",,False,intuition
42,1155,ee9a374176ae07c14ab7c0b2adc02b7b,"The children were going to play, the parents encouraged it hoping it resulted in what?",going to play,"['being entertained', 'spending money', 'intermission', 'weight loss', 'sleepiness']",E,"A: being entertained
B: spending money
C: intermission
D: weight loss
E: sleepiness",sleepiness,"['being entertained', 'spending money', '', 'weight loss', 'sleepiness']",['intermission'],"Question: The children were going to play, the parents encouraged it hoping it resulted in what?
Answer:
A: being entertained
B: spending money
C: 
D: weight loss
E: sleepiness","The children were going to play, the () encouraged it hoping it resulted in what?",parents,,,Seen Q,True,Parents
43,4814,f0de70cdbcc02782af3870228ad133de,If you entire body is experiencing fatigue what would you do at the end of the day?,fatigue,"['sleep', 'sit down', 'sit on chair', 'have rest', 'lie on floor']",A,"A: sleep
B: sit down
C: sit on chair
D: have rest
E: lie on floor",sleep,"['sleep', 'sit down', 'sit on chair', '', 'lie on floor']",['have rest'],"Question: If you entire body is experiencing fatigue what would you do at the end of the day?
Answer:
A: sleep
B: sit down
C: sit on chair
D: 
E: lie on floor",If you entire body is experiencing fatigue what would you do at the () of the day?,end,,,Seen Q,True,end
44,5943,9e8abd6ed99d6d0125a7a7cdbb272e1c,"if you cogitate on something for a long time, you can get this feeling?",cogitating,"['might understand', 'enjoy', 'sit comfortably', 'think about things', 'get irritated']",A,"A: might understand
B: enjoy
C: sit comfortably
D: think about things
E: get irritated",mightunderstand,"['might understand', 'enjoy', 'sit comfortably', 'think about things', '']",['get irritated'],"Question: if you cogitate on something for a long time, you can get this feeling?
Answer:
A: might understand
B: enjoy
C: sit comfortably
D: think about things
E: ","if you cogitate on something for a long (), you can get this feeling?",time,,,Seen Q,True,time
45,4099,a7312907b6a6c487508ecbc8b70ff863,"After answering questions from the press for hours, what did the police chief feel?",answering questions,"['irritation', 'sadness', 'polite', 'teaching', 'detective']",A,"A: irritation
B: sadness
C: polite
D: teaching
E: detective",irritation,"['irritation', 'sadness', '', 'teaching', 'detective']",['polite'],"Question: After answering questions from the press for hours, what did the police chief feel?
Answer:
A: irritation
B: sadness
C: 
D: teaching
E: detective","After answering questions from the press for hours, what did the () chief feel?",police,"['police chief', 'answering', 'questions', 'police']","The police chief plays a crucial role in overseeing law enforcement operations within a community. As the head of the police department, the chief is responsible for making strategic decisions, managing resources, and ensuring public safety. In times of crisis or controversy, the police chief often takes on the role of answering questions from the media, community members, and other stakeholders regarding police actions, policies, and procedures. This transparency and accountability are essential for maintaining trust and fostering positive relationships between the police and the community they serve. By addressing concerns and providing information, the police chief helps to promote understanding and collaboration in addressing issues related to policing and public safety.",,False,Exhausted
46,9121,221c93c7b7850d527692934dbeaf7156,"A lawyer is taking care of proposals, what are they trying to do?",taking care of proposals,"['paperwork', 'getting work done', 'results', 'finishing up', 'marriage']",B,"A: paperwork
B: getting work done
C: results
D: finishing up
E: marriage",gettingworkdone,"['paperwork', 'getting work done', 'results', 'finishing up', '']",['marriage'],"Question: A lawyer is taking care of proposals, what are they trying to do?
Answer:
A: paperwork
B: getting work done
C: results
D: finishing up
E: ","A lawyer is taking () of proposals, what are they trying to do?",care,,,Seen Q,True,care
47,3866,58713467ef9b426cc1e6033bcf7bef62,"When you want to go to bed with a pretty girl and want to get warm, what do you need to do?",go to bed,"['pull up covers', 'fall asleep', 'brush teeth', 'remove the covers', 'get laid']",A,"A: pull up covers
B: fall asleep
C: brush teeth
D: remove the covers
E: get laid",pullupcovers,"['pull up covers', 'fall asleep', 'brush teeth', 'remove the covers', '']",['get laid'],"Question: When you want to go to bed with a pretty girl and want to get warm, what do you need to do?
Answer:
A: pull up covers
B: fall asleep
C: brush teeth
D: remove the covers
E: ","When you want to go to bed with a pretty () and want to get warm, what do you need to do?",girl,"['When', 'want', 'go', 'bed', 'pretty']","When it comes to getting a good night's sleep, it's important to establish a bedtime routine that works for you. If you want to feel well-rested and refreshed in the morning, going to bed at a consistent time each night can be beneficial. Creating a relaxing environment in your bedroom, such as dimming the lights and setting a comfortable temperature, can help you unwind and prepare for sleep. It's also a good idea to avoid stimulating activities, like scrolling through your phone or watching TV, as these can interfere with your ability to fall asleep. By prioritizing a consistent bedtime and creating a peaceful sleep environment, you can pretty much guarantee a more restful night's sleep.",,False,blanket
48,1132,1154f4c7b861d66ca531bef6ec873e1c,"It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?",commit to memory,"['make tape', 'memorize', 'never forget', 'concentrate', 'learn']",E,"A: make tape
B: memorize
C: never forget
D: concentrate
E: learn",learn,"['', 'memorize', 'never forget', 'concentrate', 'learn']",['make tape'],"Question: It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?
Answer:
A: 
B: memorize
C: never forget
D: concentrate
E: learn","It is a () job to help students commit to memory new skills, what is the () main job in the classroom to help students do?",teachers,"['main job', 'job', 'commit', 'memory', 'skills', 'main', 'classroom']","In a typical classroom setting, students are often encouraged to commit their time and effort to their main job, which is to learn and acquire new skills. Developing a good memory is essential for retaining information and applying learned concepts effectively. Teachers play a crucial role in guiding students through various subjects and helping them enhance their skills. By actively engaging with the material presented in the classroom, students can strengthen their memory retention and improve their overall learning experience. Ultimately, the main goal of any classroom environment is to equip students with the necessary skills and knowledge to succeed in their future endeavors, both academically and professionally.",Relevent Info,True,teach
49,6826,79d2e1d7f876bd676a3f8abf1dd051b0,Where is aberdeen in the US located?,aberdeen,"['washington', 'europe', 'scotland', 'maryland', 'south dakota']",A,"A: washington
B: europe
C: scotland
D: maryland
E: south dakota",washington,"['washington', '', 'scotland', 'maryland', 'south dakota']",['europe'],"Question: Where is aberdeen in the US located?
Answer:
A: washington
B: 
C: scotland
D: maryland
E: south dakota",Where is aberdeen in the US located?,,,,,False,Scotland
50,7115,c830d821e857afb10fb3895859c47557,Where do students stick gum in school?,gum,"['books', 'sidewalk', 'water fountain', 'shelf', 'movies']",C,"A: books
B: sidewalk
C: water fountain
D: shelf
E: movies",waterfountain,"['', 'sidewalk', 'water fountain', 'shelf', 'movies']",['books'],"Question: Where do students stick gum in school?
Answer:
A: 
B: sidewalk
C: water fountain
D: shelf
E: movies",Where do students stick () in school?,gum,,,Seen Q,True,Gum
51,4878,7e51b17fac83325b74b4923607f82fce,What is a method expressing yourself while making an object of lasting beauty?,expressing yourself,"['understood', 'being slapped', 'people will understand', 'pain', 'creation of art']",E,"A: understood
B: being slapped
C: people will understand
D: pain
E: creation of art",creationofart,"['understood', 'being slapped', 'people will understand', 'pain', '']",['creation of art'],"Question: What is a method expressing yourself while making an object of lasting beauty?
Answer:
A: understood
B: being slapped
C: people will understand
D: pain
E: ",What is a method expressing yourself while making an object of lasting ()?,beauty,"['lasting beauty', 'method', 'expressing']","One method of expressing lasting beauty is through the art of creating timeless pieces of jewelry. Jewelry has long been used as a means of self-expression and adornment, with pieces crafted to showcase the enduring beauty of precious metals and gemstones. By carefully selecting materials and employing intricate techniques, artisans can capture the essence of lasting beauty in each piece they create. Whether it's a delicate necklace, a sparkling ring, or a statement bracelet, jewelry serves as a tangible representation of the enduring allure and elegance that transcends time.",Relevent Info,True,value
52,2649,c41b829944815e18e945ba30f2f1ff2d,James was dedicated to contemplating things.  What did he seek?,contemplating,"['revelations', 'hesitation', 'lessons', 'new insights', 'enlightenment']",E,"A: revelations
B: hesitation
C: lessons
D: new insights
E: enlightenment",enlightenment,"['revelations', '', 'lessons', 'new insights', 'enlightenment']",['hesitation'],"Question: James was dedicated to contemplating things.  What did he seek?
Answer:
A: revelations
B: 
C: lessons
D: new insights
E: enlightenment",James was dedicated to contemplating ().  What did he seek?,things,"['James', 'dedicated']",James is a dedicated employee who consistently goes above and beyond in his work. His commitment to his job is evident in the long hours he puts in and the attention to detail he shows in every task. James's dedication not only benefits his own career growth but also positively impacts the overall success of the team and organization. Colleagues often look to James as a role model for his unwavering dedication and strong work ethic.,,False,Truth
53,6642,29dbe400236f47f534b89f903dfa713b,Where could I buy some chocolate?,chocolate,"['restaurant', 'hotel', 'mouth', 'box', 'supermarket']",E,"A: restaurant
B: hotel
C: mouth
D: box
E: supermarket",supermarket,"['', 'hotel', 'mouth', 'box', 'supermarket']",['restaurant'],"Question: Where could I buy some chocolate?
Answer:
A: 
B: hotel
C: mouth
D: box
E: supermarket",Where could I buy some ()?,chocolate,"['Where', 'buy']","When looking to buy a new home, one of the most important factors to consider is the location. The decision of where to buy a property can greatly impact your quality of life, commute to work, access to amenities, and potential for future growth in property value. It is crucial to research different neighborhoods, consider factors such as safety, schools, and proximity to essential services like grocery stores and healthcare facilities. Additionally, understanding the market trends and property prices in the area where you want to buy can help you make an informed decision and ensure a successful investment in real estate.",,False,milk
54,3391,2add47b0fb30af6f0c53e9e37fde334d_1,"The police saw the moving car, what did they know the suspect was doing?",moving car,"['driving', 'breathing', 'getting tired', 'ticket', 'accidents']",A,"A: driving
B: breathing
C: getting tired
D: ticket
E: accidents",driving,"['driving', '', 'getting tired', 'ticket', 'accidents']",['breathing'],"Question: The police saw the moving car, what did they know the suspect was doing?
Answer:
A: driving
B: 
C: getting tired
D: ticket
E: accidents","The () saw the moving car, what did they know the suspect was doing?",police,"['moving car', 'moving', 'know', 'doing']","When driving a moving car, it is crucial to know what you are doing. Operating a moving vehicle requires attentiveness, focus, and a good understanding of the rules of the road. Being aware of your surroundings, following traffic signals, and maintaining a safe speed are all essential aspects of driving a moving car. It is important to stay alert and avoid distractions while behind the wheel to ensure the safety of yourself and others on the road. By staying informed and knowledgeable about proper driving techniques, you can confidently navigate a moving car and reach your destination safely.",Relevent Info,True,Witness
55,6542,f273f70b5f783466931555d5a391e161,Where are you normally when you take a bath?,bath,"['greece', 'hotel room', 'clothing store', 'own home', 'house']",D,"A: greece
B: hotel room
C: clothing store
D: own home
E: house",ownhome,"['greece', '', 'clothing store', 'own home', 'house']",['hotel room'],"Question: Where are you normally when you take a bath?
Answer:
A: greece
B: 
C: clothing store
D: own home
E: house",Where are you normally when you take a ()?,bath,"['when', 'take']","When deciding on the best time to take a break during a busy workday, it's important to consider factors such as your energy levels, workload, and overall productivity. Taking breaks at strategic intervals can help improve focus and prevent burnout. Research suggests that the timing of breaks can significantly impact performance and well-being. Therefore, it's essential to listen to your body and mind to determine when to take breaks that will be most beneficial for your overall workday productivity.",,False,Shower
56,9190,e74b768a33f0f591af80fe4d8ef8f304,where can someone get a new chess set?,chess set,"['kitchen', 'toy store', 'michigan', 'cupboard', 'dorm']",B,"A: kitchen
B: toy store
C: michigan
D: cupboard
E: dorm",toystore,"['kitchen', 'toy store', 'michigan', 'cupboard', '']",['dorm'],"Question: where can someone get a new chess set?
Answer:
A: kitchen
B: toy store
C: michigan
D: cupboard
E: ",where can someone get a new chess ()?,set,,,Seen Q,True,set
57,358,846a368a6c74259556f8df1a31db77cb,"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",cow,"['toy store', 'story book', 'great outdoors', 'countryside', 'wildlife refuge']",A,"A: toy store
B: story book
C: great outdoors
D: countryside
E: wildlife refuge",toystore,"['toy store', 'story book', 'great outdoors', '', 'wildlife refuge']",['countryside'],"Question: When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?
Answer:
A: toy store
B: story book
C: great outdoors
D: 
E: wildlife refuge","When he was a small () he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",child,"['fond memory', 'When', 'small', 'child', 'mascot', 'fond', 'now']","When I was a small child, one of my fondest memories was meeting a mascot at a local event. I remember how excited I was to see the larger-than-life character up close, and how it made my day. Even now, thinking back on that moment brings a smile to my face, reminding me of the simple joys of childhood.",,False,Circus
58,3906,7cc82a88e4b85df5b78ca37ca58362fa,Where do lizards like to sun themselves?,lizard,"['garden', 'jazz club', 'tropical rainforest', 'rocky places', 'tanning bed']",D,"A: garden
B: jazz club
C: tropical rainforest
D: rocky places
E: tanning bed",rockyplaces,"['garden', '', 'tropical rainforest', 'rocky places', 'tanning bed']",['jazz club'],"Question: Where do lizards like to sun themselves?
Answer:
A: garden
B: 
C: tropical rainforest
D: rocky places
E: tanning bed",Where do () like to sun themselves?,lizards,"['Where', 'lizards']","Lizards are a diverse group of reptiles found in various habitats around the world. They can be spotted in a wide range of locations, from deserts to rainforests, showcasing their adaptability to different environments. Depending on where you are, you might encounter different species of lizards, each uniquely suited to their specific surroundings. Whether you're exploring a tropical jungle or a rocky desert, keep an eye out for these fascinating creatures as they go about their daily activities.",Relevent Info,True,cats
59,6102,f4875cde564c06795dff317449b855f1,Which state are you in if you're at a tennis court in a mitten-shaped state?,tennis court,"['town', 'country club', 'health club', 'florida', 'michigan']",E,"A: town
B: country club
C: health club
D: florida
E: michigan",michigan,"['', 'country club', 'health club', 'florida', 'michigan']",['town'],"Question: Which state are you in if you're at a tennis court in a mitten-shaped state?
Answer:
A: 
B: country club
C: health club
D: florida
E: michigan",Which () are you in if you're at a tennis court in a mitten-shaped ()?,state,,,Seen Q,True,state
60,533,bb3c158fe3d9c54d18fcb178caf8b070,Where are you if your reading magazines while waiting for a vehicle on rails?,magazines,"['vegetables', 'market', 'doctor', 'train station', 'bookstore']",D,"A: vegetables
B: market
C: doctor
D: train station
E: bookstore",trainstation,"['vegetables', 'market', '', 'train station', 'bookstore']",['doctor'],"Question: Where are you if your reading magazines while waiting for a vehicle on rails?
Answer:
A: vegetables
B: market
C: 
D: train station
E: bookstore",Where are you if your () magazines while waiting for a vehicle on rails?,reading,,,Seen Q,True,reading
61,9404,1098d6e38f549550bfd5ded1ccaa73e1,Where might a bureau be in charge?,bureau,"['french government', 'home office', 'office building', 'parliament', 'bedroom']",A,"A: french government
B: home office
C: office building
D: parliament
E: bedroom",frenchgovernment,"['french government', '', 'office building', 'parliament', 'bedroom']",['home office'],"Question: Where might a bureau be in charge?
Answer:
A: french government
B: 
C: office building
D: parliament
E: bedroom",Where might a () be in charge?,bureau,"['Where', 'bureau']","The bureau, located in the heart of downtown, serves as a central hub for various government agencies and departments. Visitors often inquire about where specific offices are situated within the bureau complex, seeking guidance on navigating the expansive building. With its strategic location and comprehensive services, the bureau plays a crucial role in facilitating efficient communication and collaboration among different branches of the government.",,False,manager
62,9282,10ce9f17e72c70bde21544edbe5b9591,What kind of leave did the manager assign all nonessential personnel?,nonessential,"['mandatory', 'shall', 'necessary', 'essential', 'required']",A,"A: mandatory
B: shall
C: necessary
D: essential
E: required",mandatory,"['mandatory', 'shall', '', 'essential', 'required']",['necessary'],"Question: What kind of leave did the manager assign all nonessential personnel?
Answer:
A: mandatory
B: shall
C: 
D: essential
E: required",What kind of () did the manager assign all nonessential personnel?,leave,"['nonessential personnel', 'assign', 'personnel']","During times of crisis or emergency situations, organizations often need to prioritize the deployment of their personnel effectively. In such instances, nonessential personnel may be identified and temporarily reassigned to different tasks or roles to support critical operations. By strategically assigning personnel based on their skills and availability, organizations can ensure that essential functions are maintained while also utilizing the capabilities of all staff members. This approach helps optimize resources and enhance overall operational resilience during challenging circumstances.",,False,Task
63,8142,98bbe0d300f5f0d7983d0081ed187b4d,When you meet interesting people your contacts list is likely to do what?,meet interesting people,"['remember names', 'grow', 'friendly', 'cordial', 'friendship']",B,"A: remember names
B: grow
C: friendly
D: cordial
E: friendship",grow,"['remember names', 'grow', '', 'cordial', 'friendship']",['friendly'],"Question: When you meet interesting people your contacts list is likely to do what?
Answer:
A: remember names
B: grow
C: 
D: cordial
E: friendship",When you meet interesting () your contacts list is likely to do what?,people,,,Seen Q,True,people
64,8910,d7c8377953e0175ef57d59f3a8e63a8e,What place could have one back garden?,back garden,"['police station', 'city', 'town', 'england', 'house']",E,"A: police station
B: city
C: town
D: england
E: house",house,"['', 'city', 'town', 'england', 'house']",['police station'],"Question: What place could have one back garden?
Answer:
A: 
B: city
C: town
D: england
E: house",What () could have one back garden?,place,"['one', 'back garden', 'garden']","The back garden is a tranquil space that many homeowners cherish for relaxation and recreation. It is often a place where one can escape the hustle and bustle of daily life, connecting with nature and enjoying the beauty of the outdoors. Whether used for gardening, hosting gatherings, or simply unwinding with a book, the back garden serves as a personal sanctuary for many individuals. With its lush greenery, colorful blooms, and chirping birds, the garden offers a serene retreat where one can find solace and rejuvenation.",Relevent Info,True,animal
65,3857,3c06db0a2abf67151514d6c568eb66b5,Where does a cast act?,cast,"['perform', 'stage', 'cast net', 'film', 'broken leg']",B,"A: perform
B: stage
C: cast net
D: film
E: broken leg",stage,"['perform', 'stage', 'cast net', '', 'broken leg']",['film'],"Question: Where does a cast act?
Answer:
A: perform
B: stage
C: cast net
D: 
E: broken leg",Where does a () act?,cast,"['Where', 'cast']","The upcoming theater production will take place at the local community center, where a talented cast of actors and actresses will bring the story to life on stage. The director has carefully selected each member of the cast based on their unique skills and abilities, ensuring a dynamic and engaging performance for the audience. Rehearsals have been intense as the cast members work together to perfect their roles and create a cohesive and captivating show. With the opening night approaching, excitement is building among both the cast and the community, eager to witness the culmination of months of hard work and dedication.",Relevent Info,True,"The word is ""doctor""."
66,6523,5d31ff30918b50af03e6eca3f7b7967e,"Bill wants to make a fortune while sailing in the Caribbean, what should he look for?",fortune,"['bank', 'stock market', 'treasure chest', 'bag of cash', 'real estate']",C,"A: bank
B: stock market
C: treasure chest
D: bag of cash
E: real estate",treasurechest,"['', 'stock market', 'treasure chest', 'bag of cash', 'real estate']",['bank'],"Question: Bill wants to make a fortune while sailing in the Caribbean, what should he look for?
Answer:
A: 
B: stock market
C: treasure chest
D: bag of cash
E: real estate","Bill wants to make a () while sailing in the Caribbean, what should he look for?",fortune,"['Bill', 'fortune', 'sailing']","The protagonist, Bill, a seasoned sailor, set out on a daring voyage across the treacherous seas in search of a fabled fortune rumored to be hidden on a remote island. With his trusty crew and a map passed down through generations, Bill navigated the unpredictable waters, facing fierce storms and daunting challenges along the way. As they sailed closer to their destination, the anticipation of uncovering the long-lost treasure grew, fueling their determination to overcome any obstacle that stood in their way. The journey tested their skills, courage, and resilience, but Bill's unwavering belief in the riches waiting to be discovered kept their spirits high as they ventured further into the unknown.",Relevent Info,True,reservation
67,3808,5bab8120c2814c3a66fa4262f7500fba,If you have plenty to eat when you have lunch you'll do what?,have lunch,"['eath', 'pouring coffee', 'feel empty', 'get full', 'getting in line']",D,"A: eath
B: pouring coffee
C: feel empty
D: get full
E: getting in line",getfull,"['eath', 'pouring coffee', '', 'get full', 'getting in line']",['feel empty'],"Question: If you have plenty to eat when you have lunch you'll do what?
Answer:
A: eath
B: pouring coffee
C: 
D: get full
E: getting in line",If you have plenty to eat when you have () you'll do what?,lunch,"['have', 'when', 'lunch']","When it comes to planning your day, it's essential to consider when you will have lunch. Scheduling your meals strategically can help maintain your energy levels and productivity throughout the day. It's recommended to have lunch around midday to refuel and recharge for the rest of the afternoon. By incorporating a balanced meal into your lunch break, you can ensure you stay focused and alert for the tasks ahead. Remember to listen to your body's hunger cues and make time to have a satisfying and nourishing lunch to support your overall well-being.",,False,full
68,5586,31b7eb91c8e4c9bfa936ce979f5a4ca8,James was an American horse. He thought his home was too hot.  Where might he have lived?,horse,"['arizona', 'farm yard', 'south', 'michigan', 'western movie']",A,"A: arizona
B: farm yard
C: south
D: michigan
E: western movie",arizona,"['arizona', 'farm yard', '', 'michigan', 'western movie']",['south'],"Question: James was an American horse. He thought his home was too hot.  Where might he have lived?
Answer:
A: arizona
B: farm yard
C: 
D: michigan
E: western movie",James was an American (). He thought his home was too hot.  Where might he have lived?,horse,"['American', 'horse', 'too', 'hot', 'Where']","In the vast expanse of the American West, where the sun beats down relentlessly, horses play a crucial role in the daily lives of many. However, even these hardy animals can struggle when the temperatures soar too high. It is essential for American horse owners to be vigilant during hot weather, ensuring their equine companions have access to shade, water, and proper care to prevent heat-related issues. Where the heat becomes too intense, it is important to take extra precautions to keep these majestic creatures safe and comfortable.",,False,Alaskan
